code,trade_date,name,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate
00933,20260909,非凡领越,0.355,0.355,0.325,0.335,0.360,-0.025,-6.94,7395600,2480116,
00934,20260909,中石化冠德,3.805,3.805,3.750,3.800,3.765,+0.035,+0.93,434000,1644350,
00936,20260909,佳兆业资本,0.305,0.325,0.295,0.295,0.305,-0.010,-3.28,40000,12250,
00938,20260909,民生国际,0.400,0.400,0.400,0.400,0.395,+0.005,+1.27,12000,4800,
00939,20260909,建设银行,9.515,9.670,9.490,9.610,9.560,+0.050,+0.52,191158720,1833720800,
00941,20260909,中国移动,79.100,79.250,78.700,78.950,78.900,+0.050,+0.06,8352516,659605740,
00943,20260909,中证国际,0.146,0.146,0.146,0.146,0.142,+0.004,+2.82,21071,3046,
00945,20260909,宏利金融-S,341.600,341.600,341.000,341.400,345.200,-3.800,-1.10,7071,2413107,
00947,20260909,摩比发展,0.185,0.185,0.167,0.178,0.175,+0.003,+1.71,14200,2482,
00948,20260909,阿尔法企业,0.260,0.275,0.260,0.265,0.250,+0.015,+6.00,110000,29050,
00950,20260909,李氏大药厂,1.225,1.225,1.205,1.225,1.195,+0.030,+2.51,283500,344098,
00951,20260909,超威动力,1.130,1.135,1.100,1.120,1.125,-0.005,-0.44,422000,472555,
00952,20260909,华富建业金融,0.102,0.102,0.099,0.099,0.099,+0.000,+0.00,190000,19140,
00953,20260909,邵氏兄弟控股,0.169,0.170,0.165,0.170,0.170,+0.000,+0.00,1214000,203588,
00954,20260909,常茂生物,0.217,0.217,0.217,0.218,0.225,-0.007,-3.11,180000,40952,
00956,20260909,新天绿色能源,3.320,3.420,3.320,3.415,3.315,+0.100,+3.02,11499000,38994325,
00959,20260909,世纪娱乐国际,,,,0.720,0.720,+0.000,+0.00,,,
00960,20260909,龙湖集团,6.225,6.225,5.975,6.085,6.225,-0.140,-2.25,18762724,113763921,
00966,20260909,中国太平,21.400,21.920,21.160,21.500,21.360,+0.140,+0.66,5578200,120464966,
00968,20260909,信义光能,2.150,2.185,2.090,2.165,2.150,+0.015,+0.70,49484109,106449848,
00969,20260909,华联国际,0.074,0.300,0.074,0.145,0.068,+0.077,+113.24,49826000,8738584,
00970,20260909,新耀莱,0.375,0.400,0.355,0.390,0.360,+0.030,+8.33,368000,143690,
00974,20260909,中国顺客隆,0.630,0.730,0.585,0.730,0.730,+0.000,+0.00,45000,26515,
00975,20260909,MONGOL MINING,10.350,10.390,9.910,10.180,10.340,-0.160,-1.55,2721000,27459315,
00976,20260909,齐合环保,,,,0.430,0.430,+0.000,+0.00,,,
00978,20260909,招商局置地,0.239,0.240,0.239,0.238,0.238,+0.000,+0.00,382000,91378,
00979,20260909,绿色能源科技集团,0.400,0.400,0.340,0.340,0.425,-0.085,-20.00,1040000,385910,
00980,20260909,联华超市,0.395,0.395,0.350,0.380,0.355,+0.025,+7.04,21000,7755,
00981,20260909,中芯国际,65.950,66.450,64.600,65.000,65.350,-0.350,-0.54,40250604,2629483900,
00983,20260909,瑞安建业,0.535,0.535,0.510,0.535,0.530,+0.005,+0.94,404000,216040,
00984,20260909,永旺,0.260,0.260,0.245,0.245,0.260,-0.015,-5.77,14000,3525,
00986,20260909,杜甫酒业集团,0.270,0.270,0.270,0.270,0.275,-0.005,-1.82,25001,6750,
00987,20260909,中国再生能源投资,0.204,0.204,0.204,0.204,0.204,+0.000,+0.00,518461,105762,
00989,20260909,中国长白山国际,0.550,0.550,0.550,0.555,0.570,-0.015,-2.63,20000,11000,
00990,20260909,至源控股,0.610,0.610,0.595,0.605,0.605,+0.000,+0.00,16560000,9971400,
00991,20260909,大唐发电,2.665,2.840,2.645,2.815,2.641,+0.174,+6.59,79062800,220043900,
00992,20260909,联想集团,30.920,32.580,30.780,32.420,30.360,+2.060,+6.79,98772530,3142073900,
00993,20260909,信控国际资本,0.088,0.099,0.088,0.092,0.091,+0.001,+1.10,951000,93708,
00994,20260909,中天宏信,0.242,0.242,0.232,0.232,0.242,-0.010,-4.13,592000,138852,
00995,20260909,安徽皖通高速公路,16.230,16.280,15.520,15.740,15.950,-0.210,-1.32,442000,6974760,
00997,20260909,普汇中金国际,0.023,0.024,0.023,0.024,0.023,+0.001,+4.35,1000000,23120,
00998,20260909,中信银行,8.395,8.430,8.270,8.390,8.375,+0.015,+0.18,21320877,178357480,
00999,20260909,小菜园,8.250,8.260,7.745,7.995,8.130,-0.135,-1.66,1285300,10162431,
01000,20260909,北青传媒,,,,0.400,0.400,+0.000,+0.00,,,
01001,20260909,沪港联合,,,,0.360,0.360,+0.000,+0.00,,,
01002,20260909,威铖国际,0.048,0.051,0.048,0.051,0.050,+0.001,+2.00,1560000,77768,
01003,20260909,欢喜传媒,0.199,0.202,0.199,0.202,0.202,+0.000,+0.00,92694,18455,
01004,20260909,中国智慧能源,,,,0.161,0.164,-0.003,-1.83,9400,1414,
01005,20260909,美力时,0.420,0.420,0.420,0.420,0.385,+0.035,+9.09,2000,840,
01007,20260909,龙辉国际控股,,,,0.070,0.070,+0.000,+0.00,,,
01008,20260909,力图控股,,,,0.152,0.152,+0.000,+0.00,,,
01009,20260909,国际娱乐,1.500,1.500,1.500,1.500,1.500,+0.000,+0.00,120000,180000,
01010,20260909,天玺曜11,0.035,0.050,0.035,0.047,0.033,+0.014,+42.42,13970000,609014,
01011,20260909,泰凌医药,0.390,0.390,0.390,0.390,0.400,-0.010,-2.50,10000,3900,
01013,20260909,伟俊集团控股,0.400,0.405,0.400,0.405,0.375,+0.030,+8.00,90000,36250,
01015,20260909,STOCK1015,,,,,,,,,,
01016,20260909,STOCK1016,,,,,,,,,,
01017,20260909,STOCK1017,,,,,,,,,,
01018,20260909,STOCK1018,,,,,,,,,,
01020,20260909,中细软科技,0.260,0.265,0.240,0.249,0.260,-0.011,-4.23,15328000,3835940,
01021,20260909,华沿机器人,10.640,10.770,9.600,9.735,10.240,-0.505,-4.93,2730800,27653175,
01022,20260909,飞鱼科技,0.350,0.385,0.345,0.380,0.360,+0.020,+5.56,426000,150630,
01023,20260909,时代集团控股,0.465,0.465,0.465,0.470,0.475,-0.005,-1.05,127000,59055,
01024,20260909,快手-W,33.000,33.080,31.940,32.320,33.040,-0.720,-2.18,55588759,1796636500,
01025,20260909,嘉艺控股,0.193,0.195,0.185,0.189,0.199,-0.010,-5.03,2320000,443344,
01026,20260909,环球实业科技,,,,0.062,0.062,+0.000,+0.00,,,
01027,20260909,亚洲策略科技,2.875,2.875,2.805,2.800,2.800,+0.000,+0.00,3000,8510,
01028,20260909,千百度,1.045,1.050,1.000,1.015,1.040,-0.025,-2.40,1700000,1726005,
01029,20260909,铁货,0.410,0.420,0.410,0.420,0.410,+0.010,+2.44,112000,46920,
01030,20260909,新城发展,1.460,1.460,1.420,1.425,1.465,-0.040,-2.73,11594000,16639560,
01033,20260909,中石化油服,0.690,0.710,0.680,0.710,0.690,+0.020,+2.90,55051000,38375210,
01036,20260909,万科海外,1.750,1.800,1.750,1.800,1.800,+0.000,+0.00,75000,133455,
01037,20260909,云智汇科技,0.615,0.620,0.615,0.620,0.620,+0.000,+0.00,538000,331170,
01038,20260909,长江基建集团,64.950,66.350,64.950,66.300,65.150,+1.150,+1.77,1339750,88240022,
01039,20260909,畅由国际集团,0.053,0.073,0.053,0.054,0.049,+0.005,+10.20,373000,21772,
01044,20260909,恒安国际,21.760,21.760,21.220,21.360,21.580,-0.220,-1.02,6333413,135044750,
01045,20260909,亚太卫星,2.200,2.345,2.200,2.275,2.215,+0.060,+2.71,3850000,8812490,
01046,20260909,寰宇娱乐文化,0.940,1.020,0.900,0.980,0.940,+0.040,+4.26,44467600,42161951,
01047,20260909,毅兴行,,,,0.340,0.340,+0.000,+0.00,,,
01049,20260909,时富投资,,,,0.780,0.780,+0.000,+0.00,,,
01050,20260909,嘉利国际,1.960,2.080,1.950,2.080,1.930,+0.150,+7.77,3320000,6708650,
01051,20260909,国际资源,7.815,7.815,7.265,7.535,7.755,-0.220,-2.84,58000,441710,
01052,20260909,越秀交通基建,3.470,3.490,3.460,3.470,3.470,+0.000,+0.00,408000,1416410,
01053,20260909,重庆钢铁股份,0.910,0.920,0.905,0.915,0.915,+0.000,+0.00,1452000,1324480,
01055,20260909,中国南方航空股份,3.055,3.085,3.020,3.080,3.075,+0.005,+0.16,10718000,32814580,
01057,20260909,浙江世宝,3.990,4.000,3.925,3.925,3.975,-0.050,-1.26,2416000,9537450,
01058,20260909,南粤控股,,,,0.375,0.375,+0.000,+0.00,,,
01059,20260909,看通集团,,,,0.400,0.400,+0.000,+0.00,,,
01060,20260909,大麦娱乐,0.515,0.520,0.490,0.495,0.520,-0.025,-4.81,127551370,64500662,
01061,20260909,亿胜生物科技,2.130,2.150,2.120,2.150,2.170,-0.020,-0.92,375000,798045,
01062,20260909,国开国际投资,0.097,0.097,0.097,0.096,0.092,+0.004,+4.35,10000,970,
01063,20260909,新确科技,0.330,0.335,0.290,0.295,0.335,-0.040,-11.94,110240,33605,
01064,20260909,中华国际,0.058,0.128,0.058,0.082,0.048,+0.034,+70.83,22440000,2318457,
01065,20260909,天津创业环保股份,3.730,3.755,3.725,3.755,3.745,+0.010,+0.27,226000,846030,
01066,20260909,威高股份,3.250,3.260,3.215,3.235,3.250,-0.015,-0.46,4579086,14775528,
01068,20260909,雨润食品,0.073,0.077,0.073,0.076,0.075,+0.001,+1.33,1090000,82590,
01069,20260909,中国健康科技集团,0.249,0.255,0.249,0.255,0.249,+0.006,+2.41,210000,53140,
01070,20260909,TCL电子,16.540,16.950,16.410,16.730,16.650,+0.080,+0.48,3247929,54508333,
01071,20260909,华电国际电力股份,4.065,4.110,4.050,4.090,4.060,+0.030,+0.74,7032000,28718330,
01072,20260909,东方电气,20.200,21.300,20.080,21.160,20.080,+1.080,+5.38,8239600,172453860,
01073,20260909,大禹金融,0.100,0.100,0.100,0.100,0.100,+0.000,+0.00,12200,1198,
01075,20260909,首都信息,1.720,1.750,1.720,1.750,1.870,-0.120,-6.42,4000,6920,
01079,20260909,松景科技,0.217,0.217,0.217,0.217,0.217,+0.000,+0.00,10000,2170,
01080,20260909,胜利管道,0.054,0.058,0.053,0.057,0.057,+0.000,+0.00,610500,34142,
01081,20260909,大金重工,27.400,27.800,26.800,26.940,27.400,-0.460,-1.68,544100,14702629,
01082,20260909,源宇宙教育,0.970,1.000,0.970,1.000,0.970,+0.030,+3.09,96000,95080,
01083,20260909,港华智慧能源,3.100,3.100,3.010,3.035,3.090,-0.055,-1.78,4072000,12321790,
01084,20260909,绿新生物科技,,,,0.675,0.675,+0.000,+0.00,,,
01085,20260909,亨鑫科技,1.800,1.820,1.800,1.810,1.780,+0.030,+1.69,10000,18120,
01086,20260909,好孩子国际,1.105,1.105,1.085,1.100,1.105,-0.005,-0.45,2343000,2574268,
01087,20260909,威讯控股,1.400,1.450,1.395,1.450,1.370,+0.080,+5.84,254000,356420,
01088,20260909,中国神华,45.640,46.960,45.400,46.860,45.620,+1.240,+2.72,10442008,486367960,
01090,20260909,大明国际,0.660,0.660,0.660,0.660,0.670,-0.010,-1.49,68000,44880,
01091,20260909,南方锰业,0.380,0.380,0.375,0.375,0.375,+0.000,+0.00,3704000,1404570,
01093,20260909,石药集团,9.385,9.420,8.560,9.100,9.420,-0.320,-3.40,203238490,1826678000,
01094,20260909,承辉国际,0.385,0.385,0.365,0.375,0.390,-0.015,-3.85,1776000,665120,
01097,20260909,周大福媒体娱乐,0.065,0.065,0.063,0.064,0.065,-0.001,-1.54,2386031,152783,
01098,20260909,路劲,0.520,0.520,0.515,0.520,0.525,-0.005,-0.95,43000,22330,
01099,20260909,国药控股,15.880,15.930,15.600,15.700,16.030,-0.330,-2.06,5908433,92738050,
01100,20260909,飞达控股,1.340,1.340,1.300,1.305,1.300,+0.005,+0.38,12000,15720,
01101,20260909,华荣能源,,,,0.020,0.020,+0.000,+0.00,,,
01102,20260909,环能国际,0.101,0.104,0.097,0.099,0.103,-0.004,-3.88,712000,71480,
01104,20260909,亚太资源,2.140,2.180,2.060,2.140,2.145,-0.005,-0.23,6573835,13824815,
01105,20260909,星岛,,,,0.183,0.183,+0.000,+0.00,,,
01107,20260909,当代置业,,,,0.013,0.013,+0.000,+0.00,,,
01108,20260909,凯盛新能,2.225,2.230,2.215,2.215,2.225,-0.010,-0.45,370000,821860,
01109,20260909,华润置地,30.440,30.440,29.900,30.060,30.440,-0.380,-1.25,15783430,475214580,
01110,20260909,金活医药集团,0.420,0.420,0.395,0.405,0.405,+0.000,+0.00,2456000,995480,
01111,20260909,华视集团控股,0.246,0.246,0.246,0.246,0.245,+0.001,+0.41,92000,22128,
01112,20260909,H&H国际控股,18.800,18.800,17.830,18.000,18.400,-0.400,-2.17,2196141,39757804,
01113,20260909,长实集团,47.180,48.100,46.760,48.100,47.020,+1.080,+2.30,9237574,440967350,
01114,20260909,华晨中国,1.880,1.880,1.825,1.825,1.880,-0.055,-2.93,22556680,41487611,
01115,20260909,5100藏冰川,0.395,0.395,0.390,0.390,0.395,-0.005,-1.27,5810000,2274900,
01116,20260909,慧源同创科技,0.215,0.230,0.215,0.224,0.215,+0.009,+4.19,230000,50290,
01117,20260909,现代牧业,1.640,1.685,1.610,1.670,1.655,+0.015,+0.91,14846604,24644255,
01118,20260909,高力集团,,,,1.200,1.200,+0.000,+0.00,,,
01119,20260909,创梦天地,0.475,0.480,0.470,0.475,0.475,+0.000,+0.00,1049200,497022,
01120,20260909,雅视光学,,,,0.600,0.600,+0.000,+0.00,,,
01121,20260909,金阳新能源,0.360,0.360,0.360,0.360,0.350,+0.010,+2.86,2000,720,
01122,20260909,庆铃汽车股份,0.490,0.495,0.490,0.490,0.505,-0.015,-2.97,686000,338750,
01123,20260909,中港照相,0.136,0.140,0.136,0.140,0.140,+0.000,+0.00,32000,4368,
01124,20260909,沿海家园,,,,0.110,0.110,+0.000,+0.00,,,
01125,20260909,丽丰控股,,,,0.685,0.685,+0.000,+0.00,,,
01126,20260909,德林国际,6.730,6.735,6.340,6.355,6.450,-0.095,-1.47,312500,2004830,
01127,20260909,狮子山集团,1.215,1.215,1.200,1.200,1.185,+0.015,+1.27,136000,163260,
01128,20260909,永利澳门,5.620,5.620,5.505,5.605,5.542,+0.063,+1.14,2581200,14365012,
01129,20260909,中国水业集团,,,,0.163,0.163,+0.000,+0.00,,,
01130,20260909,中国环境资源,,,,0.550,0.550,+0.000,+0.00,,,
01132,20260909,橙天嘉禾,0.091,0.095,0.089,0.095,0.087,+0.008,+9.20,190000,17320,
01133,20260909,哈尔滨电气,15.150,16.020,14.920,15.850,15.160,+0.690,+4.55,11446089,180450110,
01134,20260909,恒发光学,0.239,0.239,0.239,0.239,0.241,-0.002,-0.83,16000,3836,
01137,20260909,香港科技探索,1.025,1.030,1.020,1.020,1.030,-0.010,-0.97,57000,58370,
01138,20260909,中远海能,17.990,19.310,17.900,18.910,17.990,+0.920,+5.11,32525449,611398130,
01140,20260909,华科智能投资,0.111,0.114,0.110,0.114,0.111,+0.003,+2.70,684000,75952,
01141,20260909,民银资本,0.685,0.695,0.675,0.695,0.685,+0.010,+1.46,974007,664164,
01142,20260909,能源及能量环球,0.088,0.090,0.086,0.090,0.090,+0.000,+0.00,1292000,112922,
01145,20260909,勇利投资,0.136,0.139,0.134,0.139,0.140,-0.001,-0.71,280000,37780,
01146,20260909,汇成国际控股,0.059,0.060,0.055,0.058,0.057,+0.001,+1.75,652000,36440,
01147,20260909,伊登软件,0.104,0.104,0.099,0.101,0.104,-0.003,-2.88,1980000,200140,
01148,20260909,新晨动力,0.247,0.247,0.212,0.220,0.217,+0.003,+1.38,125000,27519,
01150,20260909,米兰站,0.072,0.076,0.071,0.074,0.082,-0.008,-9.76,190000,13890,
01152,20260909,正乾金融控股,0.226,0.230,0.220,0.230,0.231,-0.001,-0.43,2418000,543398,
01153,20260909,佳源服务,0.365,,,0.360,0.360,+0.000,+0.00,6000,2190,
01156,20260909,CHINANEWENERGY,0.305,0.305,0.270,0.285,0.290,-0.005,-1.72,2792000,765420,
01157,20260909,中联重科,6.000,6.150,5.960,6.150,6.025,+0.125,+2.07,3406180,20773375,
01159,20260909,智数科技集团,2.500,2.500,2.000,2.480,2.510,-0.030,-1.20,8000,18960,
01160,20260909,金石资本集团,,,,0.400,0.400,+0.000,+0.00,,,
01161,20260909,奥思集团,,,,1.250,1.255,-0.005,-0.40,2000,2500,
01162,20260909,莹岚集团,,,,0.255,0.255,+0.000,+0.00,,,
01163,20260909,虎视传媒,,,,0.156,0.156,+0.000,+0.00,,,
01164,20260909,中广核矿业,2.510,2.645,2.410,2.600,2.430,+0.170,+7.00,58226974,148563440,
01165,20260909,顺风清洁能源,,,,0.024,0.024,+0.000,+0.00,,,
01166,20260909,星凯控股,0.170,0.179,0.170,0.179,0.169,+0.010,+5.92,50032,8775,
01167,20260909,加科思-B,6.125,6.315,6.050,6.130,6.120,+0.010,+0.16,1055400,6510201,
01168,20260909,Z FIN,5.180,5.360,5.100,5.100,5.185,-0.085,-1.64,509797,2642116,
01170,20260909,信星集团,0.400,0.400,0.400,0.400,0.400,+0.000,+0.00,4000,1600,
01171,20260909,兖矿能源,13.450,13.890,13.310,13.790,13.420,+0.370,+2.76,35782761,489771090,
01172,20260909,融太集团,0.017,0.017,0.016,0.017,0.018,-0.001,-5.56,1320000,22160,
01173,20260909,威高国际,,,,0.025,0.025,+0.000,+0.00,,,
01176,20260909,珠光控股,0.021,0.025,0.020,0.020,0.020,+0.000,+0.00,43452000,938830,
01177,20260909,中国生物制药,5.770,5.810,5.570,5.610,5.845,-0.235,-4.02,97678199,553944760,
01179,20260909,华住集团-S,34.880,34.880,34.280,34.380,35.200,-0.820,-2.33,1588000,54893994,
01180,20260909,汇彩控股,0.930,0.965,0.925,0.945,0.925,+0.020,+2.16,1464000,1363240,
01181,20260909,唐宫中国,,,,0.101,0.102,-0.001,-0.98,,,
01182,20260909,胜龙国际,,,,0.695,0.695,+0.000,+0.00,,,
01183,20260909,澳能建设,0.126,0.127,0.125,0.126,0.130,-0.004,-3.08,259250,32547,
01184,20260909,时捷集团,8.880,8.950,8.845,8.850,8.800,+0.050,+0.57,50000,444520,
01186,20260909,中国铁建,4.475,4.475,4.435,4.445,4.460,-0.015,-0.34,5834500,25954588,
01187,20260909,可孚医疗,32.280,32.280,31.380,31.560,31.840,-0.280,-0.88,13700,432672,
01188,20260909,正道集团,,,,0.012,0.012,+0.000,+0.00,,,
01191,20260909,海光芯正,162.000,195.000,152.100,153.900,150.000,+3.900,+2.60,5791696,992194170,
01193,20260909,华润燃气,17.480,17.630,17.210,17.370,17.510,-0.140,-0.80,5318205,92301180,
01195,20260909,京维集团,0.017,0.018,0.016,0.018,0.017,+0.001,+5.88,5448000,90548,
01196,20260909,伟禄科技股份,10.500,11.150,10.210,10.910,10.530,+0.380,+3.61,14060633,149479810,
01198,20260909,皇朝家居,,,,0.086,0.086,+0.000,+0.00,,,
01199,20260909,中远海运港口,5.700,5.870,5.665,5.860,5.700,+0.160,+2.81,12670070,73682681,
01200,20260909,美联集团,1.860,1.880,1.795,1.820,1.895,-0.075,-3.96,2140000,3902090,
01201,20260909,天臣控股,2.050,2.090,2.000,2.090,2.050,+0.040,+1.95,156000,319185,
01202,20260909,四威科技,1.495,1.495,1.475,1.485,1.495,-0.010,-0.67,46000,68440,
01203,20260909,广南(集团),,,,0.660,0.660,+0.000,+0.00,,,
01204,20260909,博维智慧,,,,1.840,1.840,+0.000,+0.00,,,
01205,20260909,中信资源,0.510,0.520,0.505,0.515,0.505,+0.010,+1.98,5071950,2607457,
01206,20260909,同方泰德,,,,0.190,0.190,+0.000,+0.00,,,
01208,20260909,五矿资源,9.600,9.900,9.420,9.780,9.620,+0.160,+1.66,54294747,525525860,
01209,20260909,华润万象生活,40.540,40.860,40.080,40.560,40.800,-0.240,-0.59,6082441,246310100,
01211,20260909,比亚迪股份,83.350,83.500,81.450,81.800,83.850,-2.050,-2.44,27604650,2266832400,
01213,20260909,万保刚集团,,,,0.490,0.485,+0.005,+1.03,,,
01215,20260909,开源控股,0.018,0.018,0.018,0.018,0.018,+0.000,+0.00,800000,14400,
01216,20260909,中原银行,0.290,0.290,0.285,0.285,0.290,-0.005,-1.72,55000,15935,
01217,20260909,中国创新投资,,,,0.010,0.010,+0.000,+0.00,,,
01218,20260909,永义国际,,,,,,,,,,
01220,20260909,志道国际,,,,0.056,0.056,+0.000,+0.00,,,
01221,20260909,信和酒店,,,,1.560,1.560,+0.000,+0.00,,,
01222,20260909,宏安集团,0.021,0.022,0.021,0.022,0.022,+0.000,+0.00,2020000,42440,
01223,20260909,新沣集团,1.370,1.390,1.330,1.350,1.325,+0.025,+1.89,5030000,6818500,
01224,20260909,中渝置地,1.185,1.185,1.185,1.185,1.180,+0.005,+0.42,19000,22515,
01225,20260909,隆成金融,,,,0.242,0.242,+0.000,+0.00,,,
01226,20260909,中国投融资,,,,0.795,0.795,+0.000,+0.00,,,
01228,20260909,北海康成-B,1.950,1.950,1.840,1.890,1.835,+0.055,+3.00,260000,485345,
01229,20260909,南南资源,0.168,0.174,0.158,0.174,0.168,+0.006,+3.57,30000,5042,
01231,20260909,新矿资源,,,,0.320,0.320,+0.000,+0.00,,,
01232,20260909,金轮天地控股,0.425,0.480,0.425,0.480,0.360,+0.120,+33.33,49000,22638,
01233,20260909,时代中国控股,0.048,0.049,0.045,0.048,0.048,+0.000,+0.00,13131000,620906,
01234,20260909,中国利郎,2.890,2.910,2.890,2.900,2.900,+0.000,+0.00,126000,365585,
01235,20260909,专业旅运,,,,0.192,0.192,+0.000,+0.00,,,
01236,20260909,乐动机器人,32.700,32.700,30.000,30.600,30.700,-0.100,-0.33,473200,14358356,
01237,20260909,中科生物,,,,0.790,0.790,+0.000,+0.00,,,
01238,20260909,宝龙地产,0.156,0.161,0.152,0.160,0.161,-0.001,-0.62,929000,144840,
01239,20260909,TEAMWAY INTL GP,0.250,0.250,0.250,0.250,0.255,-0.005,-1.96,20000,5000,
01240,20260909,青建国际,0.180,0.180,0.180,0.186,0.185,+0.001,+0.54,35000,6300,
01241,20260909,双桦控股,0.145,0.155,0.140,0.155,0.157,-0.002,-1.27,112000,16250,
01243,20260909,宏安地产,,,,0.032,0.032,+0.000,+0.00,,,
01244,20260909,思路迪医药股份,2.300,2.395,2.255,2.305,2.430,-0.125,-5.14,46000,105720,
01245,20260909,NIRAKU,0.223,0.227,0.214,0.223,0.222,+0.001,+0.45,1096000,244162,
01247,20260909,米格国际控股,0.995,0.995,0.970,0.975,0.980,-0.005,-0.51,186000,182040,
01250,20260909,山高新能源,1.060,1.070,1.060,1.070,1.045,+0.025,+2.39,3000,3200,
01251,20260909,华油能源,0.171,0.171,0.171,0.171,0.170,+0.001,+0.59,150000,25650,
01252,20260909,中国天瑞水泥,,,,0.240,0.240,+0.000,+0.00,,,
01253,20260909,绿博生态,0.093,0.093,0.093,0.094,0.103,-0.009,-8.74,12000,1116,
01255,20260909,TATA健康,2.070,2.100,2.070,2.100,2.070,+0.030,+1.45,10000,20880,
01257,20260909,中国光大绿色环保,0.780,0.780,0.780,0.780,0.780,+0.000,+0.00,25000,19500,
01258,20260909,中国有色矿业,17.300,17.830,17.220,17.710,17.180,+0.530,+3.08,18746381,328942560,
01259,20260909,未来发展控股,0.033,0.035,0.033,0.035,0.034,+0.001,+2.94,914000,31988,
01260,20260909,皓天财经集团,0.380,0.395,0.350,0.395,0.395,+0.000,+0.00,106000,38570,
01262,20260909,蜡笔小新食品,,,,3.120,3.120,+0.000,+0.00,,,
01265,20260909,天津津燃公用,0.150,0.150,0.136,0.146,0.150,-0.004,-2.67,550000,81640,
01268,20260909,美东汽车,0.310,0.320,0.300,0.310,0.325,-0.015,-4.62,1786324,554722,
01269,20260909,首控集团,0.042,0.044,0.037,0.044,0.046,-0.002,-4.35,194000,7969,
01270,20260909,朗廷-SS,0.465,0.465,0.460,0.460,0.465,-0.005,-1.08,74000,34120,
01271,20260909,佳明集团控股,0.290,0.290,0.290,0.290,0.290,+0.000,+0.00,2000,580,
01272,20260909,大唐环境,1.085,1.095,1.085,1.095,1.095,+0.000,+0.00,62000,67410,
01273,20260909,香港信贷,,,,0.715,0.715,+0.000,+0.00,,,
01274,20260909,知行科技,2.250,2.415,2.115,2.295,2.290,+0.005,+0.22,160900,361551,
01276,20260909,恒瑞医药,46.520,46.820,45.500,45.940,46.320,-0.380,-0.82,1806882,82713062,
01277,20260909,力量发展,2.050,2.150,2.030,2.130,2.035,+0.095,+4.67,22380000,46994634,
01278,20260909,中国新城镇,0.066,0.070,0.065,0.070,0.067,+0.003,+4.48,204998,13885,
01280,20260909,奇点国峰,2.870,3.205,2.870,2.980,3.030,-0.050,-1.65,1080200,3262513,
01281,20260909,鑫达投资控股,,,,0.092,0.092,+0.000,+0.00,,,
01282,20260909,中泽丰,0.092,0.118,0.092,0.101,0.083,+0.018,+21.69,3533000,388622,
01283,20260909,高陞集团控股,1.850,1.850,1.740,1.795,1.855,-0.060,-3.23,330000,601675,
01284,20260909,新传企划,0.500,0.500,0.500,0.500,0.500,+0.000,+0.00,145000,72500,
01285,20260909,嘉士利集团,1.610,1.720,1.610,1.680,1.605,+0.075,+4.67,406000,683320,
01286,20260909,鹰普精密,8.020,8.595,8.020,8.435,7.995,+0.440,+5.50,6273767,52703263,
01288,20260909,农业银行,6.250,6.390,6.200,6.300,6.300,+0.000,+0.00,82352619,518982880,
01289,20260909,盛力达科技,1.920,1.920,1.800,1.860,1.920,-0.060,-3.13,39000,73360,
01290,20260909,中国汇融,0.590,0.590,0.590,0.590,0.575,+0.015,+2.61,2000,1180,
01292,20260909,长安民生物流,1.860,1.860,1.855,1.860,1.900,-0.040,-2.11,53000,98550,
01293,20260909,广汇宝信,,,,0.086,0.086,+0.000,+0.00,,,
01298,20260909,云能国际,,,,1.115,1.115,+0.000,+0.00,,,
01299,20260909,友邦保险,76.500,77.150,76.300,76.950,76.900,+0.050,+0.07,23853046,1833491500,
01300,20260909,俊知集团,2.065,2.190,2.065,2.125,1.980,+0.145,+7.32,5890000,12600710,
01301,20260909,德基科技控股,0.290,0.345,0.290,0.310,0.300,+0.010,+3.33,236000,72480,
01302,20260909,先健科技,1.375,1.375,1.345,1.350,1.375,-0.025,-1.82,8852000,11960010,
01303,20260909,汇力资源,0.173,0.183,0.173,0.174,0.179,-0.005,-2.79,236000,41362,
01304,20260909,峰岹科技,117.800,120.400,116.000,118.400,114.900,+3.500,+3.05,135300,16004910,
01305,20260909,伟志控股,0.850,0.850,0.850,0.850,0.810,+0.040,+4.94,24000,20400,
01308,20260909,海丰国际,44.400,45.480,43.840,45.100,44.960,+0.140,+0.31,6497662,292223760,
01310,20260909,香港宽频,5.470,5.555,5.470,5.540,5.480,+0.060,+1.09,496000,2729640,
01312,20260909,华控康泰,0.034,0.034,0.032,0.034,0.034,+0.000,+0.00,198000,6684,
01313,20260909,华润建材科技,1.020,1.025,1.005,1.025,1.030,-0.005,-0.49,8377956,8496182,
01314,20260909,翠华控股,0.180,0.180,0.177,0.179,0.179,+0.000,+0.00,24000,4314,
01315,20260909,绿色经济,0.100,0.100,0.100,0.100,0.097,+0.003,+3.09,100000,10000,
01316,20260909,耐世特,4.850,4.860,4.740,4.845,4.855,-0.010,-0.21,8622949,41444893,
01317,20260909,枫叶教育,0.168,0.174,0.162,0.174,0.170,+0.004,+2.35,60000,9912,
01318,20260909,毛戈平,50.850,50.850,48.500,48.760,50.400,-1.640,-3.25,1474500,72172847,
01319,20260909,霭华押业信贷,0.280,0.280,0.280,0.280,0.290,-0.010,-3.45,80000,22400,
01321,20260909,中国新城市,0.655,0.700,0.655,0.700,0.600,+0.100,+16.67,46000,31030,
