code,trade_date,name,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate
01847,20260909,云南建投混凝土,,,,0.415,0.415,+0.000,+0.00,,,
01848,20260909,中国飞机租赁,3.710,3.740,3.665,3.735,3.715,+0.020,+0.54,222500,824183,
01849,20260909,秀商时代控股,,,,0.050,0.050,+0.000,+0.00,,,
01850,20260909,美好生活集团控股,0.405,0.415,0.395,0.395,0.420,-0.025,-5.95,420000,168600,
01851,20260909,银杏教育,7.785,8.000,7.175,7.690,7.785,-0.095,-1.22,766000,5750820,
01853,20260909,春城热力,1.170,1.170,1.165,1.165,1.285,-0.120,-9.34,7500,8750,
01854,20260909,中国万天控股,1.075,1.075,1.050,1.050,1.085,-0.035,-3.23,150000,160150,
01855,20260909,中庆股份,0.162,0.165,0.162,0.163,0.159,+0.004,+2.52,90000,14800,
01856,20260909,依波路,1.670,1.675,1.660,1.675,1.675,+0.000,+0.00,147000,245140,
01857,20260909,中国光大水务,1.310,1.310,1.310,1.310,1.320,-0.010,-0.76,69000,90390,
01858,20260909,春立医疗,8.240,8.240,8.070,8.120,8.200,-0.080,-0.98,686500,5565389,
01860,20260909,汇量科技,10.160,10.200,9.810,9.935,10.150,-0.215,-2.12,9196000,91428150,
01861,20260909,保宝龙科技,,,,2.200,2.200,+0.000,+0.00,,,
01862,20260909,景瑞控股,,,,0.016,0.016,+0.000,+0.00,,,
01863,20260909,中国龙天集团,,,,1.370,1.370,+0.000,+0.00,,,
01865,20260909,鹏高控股集团,0.450,0.450,0.420,0.420,0.435,-0.015,-3.45,3984000,1737720,
01866,20260909,中国心连心化肥,11.000,11.250,10.730,10.990,10.740,+0.250,+2.33,7632000,84066269,
01867,20260909,标准发展集团,,,,0.229,0.229,+0.000,+0.00,,,
01868,20260909,同方友友,0.216,0.209,0.188,0.194,0.188,+0.006,+3.19,182000,34850,
01869,20260909,猫屎咖啡控股,0.064,0.073,0.055,0.056,0.064,-0.008,-12.50,26390000,1682400,
01870,20260909,绿色电能集团,0.192,0.195,0.192,0.192,0.192,+0.000,+0.00,1725000,334528,
01871,20260909,向中国际,0.295,0.300,0.295,0.295,0.300,-0.005,-1.67,812000,240900,
01872,20260909,冠轈控股,4.200,4.260,4.040,4.260,4.090,+0.170,+4.16,1065000,4393600,
01873,20260909,维亚生物,1.350,1.455,1.310,1.350,1.355,-0.005,-0.37,8019500,11111908,
01875,20260909,东曜药业-B,3.850,3.850,3.720,3.800,3.770,+0.030,+0.80,237600,892160,
01876,20260909,百威亚太,6.115,6.150,5.985,6.045,6.115,-0.070,-1.14,25758529,155647230,
01877,20260909,君实生物,17.860,18.090,17.510,17.640,17.860,-0.220,-1.23,1174400,20751636,
01878,20260909,南戈壁,1.800,1.850,1.765,1.830,1.800,+0.030,+1.67,31550,55796,
01879,20260909,曦智科技-P,323.200,401.000,323.200,371.400,311.600,+59.800,+19.19,1609985,599050250,
01880,20260909,中国中免,49.500,50.200,48.520,48.860,49.800,-0.940,-1.89,692000,33764234,
01882,20260909,海天国际,18.160,18.270,17.900,17.970,18.070,-0.100,-0.55,3252775,58483569,
01883,20260909,中信国际电讯,2.425,2.425,2.405,2.415,2.410,+0.005,+0.21,2842687,6871167,
01884,20260909,EPRINT集团,0.115,0.115,0.112,0.112,0.115,-0.003,-2.61,516000,58288,
01888,20260909,建滔积层板,47.000,48.720,46.980,48.000,45.820,+2.180,+4.76,62673150,2995740100,
01889,20260909,三爱健康集团,0.193,0.193,0.193,0.193,0.185,+0.008,+4.32,10000,1930,
01890,20260909,中国科培,0.840,0.855,0.835,0.840,0.850,-0.010,-1.18,236000,199420,
01891,20260909,兴合控股,0.176,0.195,0.176,0.189,0.186,+0.003,+1.61,232000,42104,
01894,20260909,恒益控股,0.630,0.700,0.600,0.660,0.595,+0.065,+10.92,1965000,1271200,
01895,20260909,鑫苑服务,,,,0.271,0.271,+0.000,+0.00,,,
01896,20260909,猫眼娱乐,4.370,4.370,4.265,4.300,4.390,-0.090,-2.05,3351800,14377144,
01897,20260909,美亨实业,0.440,0.440,0.440,0.440,0.445,-0.005,-1.12,11049,4841,
01898,20260909,中煤能源,11.500,11.690,11.280,11.570,11.410,+0.160,+1.40,17806000,205690100,
01899,20260909,兴达国际,1.050,1.075,1.050,1.050,1.050,+0.000,+0.00,85000,89760,
01900,20260909,中国智能交通,,,,0.178,0.178,+0.000,+0.00,,,
01901,20260909,飞扬集团,,,,0.158,0.158,+0.000,+0.00,,,
01903,20260909,JBB BUILDERS,2.310,2.310,2.310,2.310,2.310,+0.000,+0.00,6000,13860,
01905,20260909,海通恒信,0.980,1.035,0.970,1.020,0.980,+0.040,+4.08,6822000,6915480,
01906,20260909,博尼控股,0.810,0.840,0.805,0.830,0.805,+0.025,+3.11,7240000,5986050,
01907,20260909,中国旭阳集团,1.950,2.010,1.925,1.990,1.930,+0.060,+3.11,27782000,54734455,
01908,20260909,建发国际集团,12.660,12.810,12.460,12.550,12.700,-0.150,-1.18,6284288,79274617,
01909,20260909,火岩控股,1.850,1.850,1.850,1.850,1.860,-0.010,-0.54,58000,107500,
01910,20260909,新秀丽,12.700,12.700,12.450,12.530,12.690,-0.160,-1.26,1187389,14863719,
01911,20260909,华兴资本控股,3.950,4.285,3.950,4.180,4.000,+0.180,+4.50,1301700,5425878,
01912,20260909,康特隆,3.050,3.435,3.065,3.310,3.050,+0.260,+8.52,556500,1835650,
01913,20260909,普拉达,39.520,40.280,39.200,39.680,40.100,-0.420,-1.05,842327,33473137,
01915,20260909,泰和小贷,,,,0.265,0.265,+0.000,+0.00,,,
01916,20260909,江西银行,0.595,0.595,0.590,0.595,0.605,-0.010,-1.65,46000,27345,
01917,20260909,豆盟科技,,,,0.078,0.078,+0.000,+0.00,,,
01918,20260909,融创中国,0.615,0.620,0.575,0.580,0.615,-0.035,-5.69,261075930,153908750,
01919,20260909,中远海控,16.500,16.930,16.380,16.890,16.550,+0.340,+2.05,20259958,339505210,
01920,20260909,巨美集团,0.395,0.400,0.390,0.400,0.390,+0.010,+2.56,144000,56915,
01921,20260909,达力普控股,3.280,3.435,3.280,3.355,3.300,+0.055,+1.67,798000,2678840,
01925,20260909,旷世芳香,1.250,1.255,1.250,1.255,1.260,-0.005,-0.40,26000,32520,
01927,20260909,久久王,0.285,0.285,0.275,0.280,0.280,+0.000,+0.00,325000,91475,
01928,20260909,金沙中国有限公司,13.860,14.000,13.650,13.790,14.030,-0.240,-1.71,20548068,283150440,
01929,20260909,周大福,12.280,12.280,12.020,12.140,12.280,-0.140,-1.14,13046366,158616250,
01930,20260909,勋龙,0.320,0.320,0.315,0.320,0.315,+0.005,+1.59,12000,3820,
01931,20260909,华检医疗,0.520,0.525,0.495,0.510,0.525,-0.015,-2.86,709000,358825,
01932,20260909,中漆集团,0.135,0.135,0.134,0.134,0.137,-0.003,-2.19,136000,18324,
01933,20260909,元力控股,0.202,0.202,0.182,0.190,0.202,-0.012,-5.94,1084000,206312,
01935,20260909,嘉宏教育,,,,0.825,0.825,+0.000,+0.00,,,
01936,20260909,利特米,,,,0.870,0.870,+0.000,+0.00,,,
01937,20260909,佳辰控股,,,,0.155,0.155,+0.000,+0.00,,,
01938,20260909,珠江钢管,0.220,0.228,0.219,0.226,0.223,+0.003,+1.35,160000,35313,
01939,20260909,上善黄金,0.465,0.465,0.460,0.460,0.480,-0.020,-4.17,82000,37750,
01940,20260909,CGII HLDGS,1.265,1.265,1.265,1.265,1.295,-0.030,-2.32,6000,7610,
01941,20260909,烨星集团,0.655,0.655,0.655,0.655,0.655,+0.000,+0.00,58000,37990,
01942,20260909,马可数字科技,0.074,0.076,0.074,0.075,0.076,-0.001,-1.32,3080000,230943,
01943,20260909,金石控股集团,1.205,1.205,1.170,1.180,1.205,-0.025,-2.07,1335000,1576100,
01945,20260909,清科控股,1.405,1.405,1.405,1.405,1.400,+0.005,+0.36,400,562,
01947,20260909,美皓集团,0.555,0.555,0.555,0.555,0.555,+0.000,+0.00,20000,11100,
01948,20260909,优矩控股,3.780,4.000,3.780,4.000,4.045,-0.045,-1.11,6000,23430,
01949,20260909,佰达国际控股,0.685,0.685,0.685,0.600,0.600,+0.000,+0.00,4000,2740,
01950,20260909,帝王实业控股,0.097,0.112,0.097,0.107,0.105,+0.002,+1.90,1100000,116120,
01951,20260909,锦欣生殖,2.240,2.250,2.195,2.215,2.200,+0.015,+0.68,7303500,16201681,
01952,20260909,云顶新耀,32.760,32.760,31.020,31.220,33.040,-1.820,-5.51,6536000,205894770,
01953,20260909,赛孚迅国际,1.400,1.400,1.270,1.315,1.355,-0.040,-2.95,1200000,1572475,
01955,20260909,庄臣控股,0.625,0.625,0.575,0.580,0.610,-0.030,-4.92,178000,106400,
01956,20260909,中科闻歌,84.950,88.750,76.000,79.050,85.000,-5.950,-7.00,229200,18954490,
01957,20260909,大人国际,,,,0.295,0.295,+0.000,+0.00,10000,2950,
01958,20260909,北京汽车,0.750,0.750,0.710,0.710,0.750,-0.040,-5.33,6469000,4660170,
01959,20260909,中聚投资,4.015,4.540,3.960,4.360,4.365,-0.005,-0.11,268000,1147510,
01960,20260909,TBKS HLDGS,0.375,0.410,0.365,0.380,0.370,+0.010,+2.70,1025000,386900,
01961,20260909,多牛科技,,,,0.099,0.099,+0.000,+0.00,,,
01962,20260909,训修实业,0.480,0.480,0.480,0.480,0.480,+0.000,+0.00,50000,24000,
01963,20260909,重庆银行,8.480,8.525,8.405,8.410,8.510,-0.100,-1.18,915500,7736280,
01965,20260909,朗诗绿色生活,,,,0.130,0.130,+0.000,+0.00,,,
01966,20260909,中骏集团控股,0.044,0.046,0.044,0.046,0.051,-0.005,-9.80,419000,19240,
01967,20260909,信恳智能,0.295,0.295,0.295,0.295,0.295,+0.000,+0.00,400,118,
01968,20260909,兴纺控股,0.163,0.168,0.163,0.168,0.163,+0.005,+3.07,132000,21696,
01969,20260909,中国春来,0.980,1.020,0.980,0.985,0.980,+0.005,+0.51,38000,38070,
01970,20260909,IMAX CHINA,,,,8.500,8.500,+0.000,+0.00,,,
01971,20260909,弘阳服务,0.325,,,0.325,0.310,+0.015,+4.84,2000,650,
01972,20260909,太古地产,24.880,24.880,24.360,24.840,24.760,+0.080,+0.32,2669014,66013886,
01973,20260909,天图投资,1.805,1.805,1.600,1.610,1.855,-0.245,-13.21,38400,62268,
01975,20260909,新兴印刷,0.465,0.480,0.465,0.490,0.460,+0.030,+6.52,52000,24740,
01977,20260909,安乐工程,1.000,1.000,0.985,0.985,0.990,-0.005,-0.51,34000,33640,
01978,20260909,叙福楼集团,0.220,0.220,0.214,0.214,0.219,-0.005,-2.28,44000,9548,
01979,20260909,天宝集团,1.600,1.640,1.590,1.640,1.635,+0.005,+0.31,188000,302860,
01980,20260909,天鸽互动,0.655,0.675,0.650,0.675,0.660,+0.015,+2.27,92000,60270,
01981,20260909,华夏控股,0.675,0.685,0.670,0.685,0.685,+0.000,+0.00,158000,106475,
01982,20260909,南旋控股,0.780,0.780,0.780,0.780,0.775,+0.005,+0.65,230000,179400,
01983,20260909,泸州银行,,,,2.020,2.010,+0.010,+0.50,,,
01985,20260909,美高域,,,,2.675,2.660,+0.015,+0.56,,,
01986,20260909,彩客新能源,1.015,1.015,0.955,0.990,0.980,+0.010,+1.02,986000,955328,
01987,20260909,BENG SOON MACH,0.230,0.230,0.220,0.220,0.240,-0.020,-8.33,140000,30852,
01988,20260909,民生银行,3.430,3.470,3.390,3.460,3.427,+0.033,+0.96,31902888,109836423,
01989,20260909,广合科技,128.300,133.600,126.100,127.600,126.100,+1.500,+1.19,1130500,147260620,
01991,20260909,大洋集团,0.735,0.735,0.700,0.700,0.750,-0.050,-6.67,330000,238700,
01993,20260909,雅仕维,0.485,0.485,0.470,0.470,0.490,-0.020,-4.08,27500,13355,
01995,20260909,永升服务,1.760,1.770,1.735,1.755,1.733,+0.022,+1.27,2596000,4538060,
01996,20260909,弘阳地产,0.030,0.030,0.029,0.029,0.030,-0.001,-3.33,1145000,33972,
01997,20260909,九龙仓置业,31.380,31.980,31.340,31.740,31.380,+0.360,+1.15,4357342,138108030,
01999,20260909,敏华控股,3.110,3.110,3.010,3.015,3.110,-0.095,-3.05,9222000,27933529,
02000,20260909,晨讯科技,0.255,0.260,0.250,0.260,0.250,+0.010,+4.00,468000,119000,
02001,20260909,新高教集团,0.505,0.505,0.500,0.505,0.500,+0.005,+1.00,342000,171735,
02002,20260909,阳光纸业,1.130,1.150,1.120,1.140,1.120,+0.020,+1.79,367000,414850,
02003,20260909,维信金科,0.940,0.940,0.910,0.910,0.960,-0.050,-5.21,600,552,
02005,20260909,石四药集团,2.720,2.770,2.685,2.695,2.715,-0.020,-0.74,4470000,12162040,
02007,20260909,碧桂园,0.201,0.201,0.185,0.186,0.200,-0.014,-7.00,453876100,86098489,
02008,20260909,凤凰卫视,1.240,1.350,1.240,1.350,1.400,-0.050,-3.57,117600,152871,
02009,20260909,金隅集团,0.610,0.610,0.595,0.600,0.610,-0.010,-1.64,11012000,6628530,
02011,20260909,进腾集团,,,,1.200,1.200,+0.000,+0.00,,,
02012,20260909,阳光油砂,0.171,0.188,0.168,0.171,0.180,-0.009,-5.00,2308320,395240,
02013,20260909,微盟集团,0.900,0.910,0.865,0.870,0.910,-0.040,-4.40,57651000,50803460,
02015,20260909,理想汽车-W,49.080,49.080,47.200,47.620,49.320,-1.700,-3.45,11541204,551809500,
02016,20260909,浙商银行,2.445,2.445,2.405,2.420,2.445,-0.025,-1.02,4528000,10940705,
02017,20260909,沧海控股,0.655,0.665,0.595,0.605,0.695,-0.090,-12.95,552000,350750,
02018,20260909,瑞声科技,41.000,43.120,40.580,42.480,40.900,+1.580,+3.86,4998092,212316770,
02020,20260909,安踏体育,75.950,75.950,72.700,73.500,75.950,-2.450,-3.23,14017732,1036401600,
02022,20260909,游莱互动,0.047,0.047,0.045,0.045,0.050,-0.005,-10.00,772000,35800,
02023,20260909,中国绿岛科技,0.755,0.765,0.740,0.745,0.775,-0.030,-3.87,56000,42240,
02025,20260909,瑞丰动力,12.200,12.280,12.200,12.150,12.140,+0.010,+0.08,406000,4975900,
02026,20260909,小马智行-W,55.700,56.500,54.900,55.050,55.600,-0.550,-0.99,774300,42957609,
02028,20260909,映美控股,3.250,3.415,2.900,3.110,3.300,-0.190,-5.76,30432000,96693465,
02030,20260909,卡宾,1.300,1.300,1.280,1.280,1.280,+0.000,+0.00,27000,35080,
02031,20260909,澳至尊,,,,0.435,0.435,+0.000,+0.00,20000,8700,
02033,20260909,时计宝,0.240,0.240,0.221,0.221,0.219,+0.002,+0.91,94000,22522,
02038,20260909,富智康集团,16.410,16.940,16.370,16.940,16.410,+0.530,+3.23,500100,8384169,
02039,20260909,中集集团,8.335,8.335,7.980,8.210,8.095,+0.115,+1.42,2552902,20935946,
02041,20260909,麦科田,9.415,9.565,8.900,8.900,9.560,-0.660,-6.90,1297900,11914935,
02048,20260909,易居企业控股,0.079,0.089,0.075,0.081,0.079,+0.002,+2.53,23707800,1990601,
02050,20260909,三花智控,25.400,25.560,25.220,25.480,25.180,+0.300,+1.19,3220761,81857808,
02051,20260909,VALA,0.390,0.390,0.365,0.370,0.385,-0.015,-3.90,1930000,725200,
02057,20260909,中通快递-W,162.200,163.600,161.000,163.000,162.200,+0.800,+0.49,1612921,262576110,
02068,20260909,中铝国际,1.800,1.830,1.795,1.815,1.815,+0.000,+0.00,777000,1411580,
02076,20260909,BOSS直聘-W,65.750,65.750,64.350,64.800,65.750,-0.950,-1.44,18600,1205545,
02078,20260909,荣阳实业,,,,0.134,0.134,+0.000,+0.00,,,
02080,20260909,奥克斯国际,0.320,0.320,0.315,0.315,0.330,-0.015,-4.55,32000,10230,
02086,20260909,高维科技,,,,0.535,0.535,+0.000,+0.00,,,
02088,20260909,西王置业,,,,0.038,0.038,+0.000,+0.00,,,
02096,20260909,先声药业,11.640,11.680,11.460,11.570,11.630,-0.060,-0.52,3367000,38838995,
02097,20260909,蜜雪集团,203.000,203.800,199.000,200.000,203.000,-3.000,-1.48,259633,51962172,
02098,20260909,卓尔智联,,,,0.076,0.076,+0.000,+0.00,,,
02099,20260909,中国黄金国际,266.000,280.600,265.800,276.400,266.000,+10.400,+3.91,2094970,575280680,
02100,20260909,百奥家庭互动,0.285,0.285,0.275,0.280,0.290,-0.010,-3.45,412000,115600,
02101,20260909,福禄控股,0.940,0.940,0.940,0.945,0.940,+0.005,+0.53,18000,16920,
02102,20260909,德利机械,0.320,0.325,0.320,0.325,0.320,+0.005,+1.56,80000,25850,
02105,20260909,来凯医药-B,6.770,6.770,6.385,6.640,6.780,-0.140,-2.06,1049000,6916513,
02107,20260909,第一服务控股,0.375,0.410,0.375,0.390,0.365,+0.025,+6.85,2430000,978675,
02108,20260909,K2 F&B,0.400,0.410,0.395,0.395,0.410,-0.015,-3.66,200000,79680,
02110,20260909,天成控股,,,,,,,,,,
02111,20260909,超盈国际控股,2.645,2.740,2.645,2.690,2.675,+0.015,+0.56,520000,1408040,
02112,20260909,恩典生命科技,0.032,0.036,0.032,0.036,0.035,+0.001,+2.86,412000,14254,
02113,20260909,世纪集团国际,0.385,0.425,0.365,0.370,0.375,-0.005,-1.33,25795000,10044000,
02116,20260909,江苏创新,0.685,0.690,0.675,0.690,0.705,-0.015,-2.13,64000,43670,
02119,20260909,捷荣国际控股,,,,0.460,0.460,+0.000,+0.00,,,
02120,20260909,康宁医院,10.000,10.100,9.845,9.900,9.900,+0.000,+0.00,18400,185078,
02121,20260909,创新奇智,3.970,4.070,3.960,3.995,3.995,+0.000,+0.00,3137665,12629576,
02122,20260909,凯知乐国际,,,,0.089,0.089,+0.000,+0.00,,,
02125,20260909,稻草熊娱乐,,,,0.300,0.300,+0.000,+0.00,,,
02126,20260909,药明巨诺-B,2.030,2.100,2.000,2.000,2.075,-0.075,-3.61,700500,1435400,
02127,20260909,汇森股份,,,,0.020,0.020,+0.000,+0.00,,,
02128,20260909,中国联塑,3.330,3.370,3.305,3.355,3.360,-0.005,-0.15,5798000,19344585,
02129,20260909,LEGION CONSO,0.230,0.230,0.222,0.223,0.233,-0.010,-4.29,505000,113975,
02130,20260909,嘉泓物流,,,,3.100,3.100,+0.000,+0.00,,,
02131,20260909,云想科技,,,,0.455,0.455,+0.000,+0.00,,,
02132,20260909,誉燊丰控股,0.159,0.159,0.148,0.149,0.160,-0.011,-6.88,600000,92264,
02135,20260909,瑞丽医美,0.118,0.122,0.118,0.122,0.114,+0.008,+7.02,30000,3600,
02136,20260909,利福中国,0.585,0.590,0.585,0.590,0.590,+0.000,+0.00,90500,52998,
02137,20260909,腾盛博药-B,0.940,0.940,0.895,0.900,0.930,-0.030,-3.23,430500,388068,
02138,20260909,医思健康,0.420,0.445,0.415,0.435,0.425,+0.010,+2.35,2284000,974515,
02139,20260909,甘肃银行,0.250,0.255,0.250,0.255,0.255,+0.000,+0.00,112000,28475,
02142,20260909,和铂医药-B,14.560,15.390,14.360,14.440,14.550,-0.110,-0.76,16421000,242527710,
02145,20260909,上美股份,23.480,23.660,22.420,22.800,23.600,-0.800,-3.39,1320100,30006763,
02146,20260909,荣万家,,,,2.000,2.000,+0.000,+0.00,,,
02147,20260909,正味集团,0.485,0.615,0.485,0.520,0.426,+0.094,+22.07,2487800,1321432,
02149,20260909,贝克微,32.820,32.820,32.300,32.800,32.960,-0.160,-0.49,20300,662110,
02150,20260909,奈雪的茶,0.660,0.670,0.660,0.670,0.670,+0.000,+0.00,1164500,778530,
02152,20260909,苏新服务,,,,4.790,4.790,+0.000,+0.00,,,
02153,20260909,达丰设备,0.890,0.920,0.850,0.890,0.890,+0.000,+0.00,24000,21640,
02155,20260909,森松国际,6.950,7.160,6.895,7.000,6.875,+0.125,+1.82,1559000,10956255,
02156,20260909,建发物业,2.725,2.730,2.655,2.710,2.720,-0.010,-0.37,963000,2596110,
02157,20260909,乐普生物,4.180,4.225,4.070,4.145,4.200,-0.055,-1.31,4563000,18917995,
02158,20260909,医渡科技,3.805,3.875,3.545,3.590,3.805,-0.215,-5.65,5239500,19208508,
02159,20260909,麦迪卫康,1.680,1.735,1.680,1.735,1.700,+0.035,+2.06,80000,136160,
02160,20260909,微创心通-B,,,,1.280,1.280,+0.000,+0.00,,,
02161,20260909,健倍苗苗,1.765,1.765,1.740,1.750,1.770,-0.020,-1.13,538047,942571,
02162,20260909,康诺亚-B,78.550,79.900,75.900,76.400,79.500,-3.100,-3.90,1976946,152810790,
02163,20260909,远大住工,,,,0.600,0.600,+0.000,+0.00,,,
02165,20260909,领悦服务集团,,,,1.525,1.525,+0.000,+0.00,,,
02166,20260909,芯智控股,4.265,4.265,4.180,4.195,4.265,-0.070,-1.64,403000,1699599,
02167,20260909,天润云,4.910,5.120,4.910,5.100,4.915,+0.185,+3.76,18600,92963,
02168,20260909,佳兆业美好,,,,1.050,1.050,+0.000,+0.00,,,
02169,20260909,沧港铁路,0.505,0.540,0.485,0.540,0.540,+0.000,+0.00,416000,212350,
02170,20260909,贝康医疗-B,1.390,1.390,1.390,1.390,1.390,+0.000,+0.00,10500,14595,
02171,20260909,科济药业-B,13.400,13.630,13.150,13.430,13.400,+0.030,+0.22,1792000,24021808,
02172,20260909,微创脑科学,,,,8.055,8.055,+0.000,+0.00,,,
02175,20260909,中国通才教育,2.355,2.360,2.355,2.360,2.410,-0.050,-2.07,85000,200345,
02176,20260909,赛迪顾问,,,,0.470,0.470,+0.000,+0.00,,,
02177,20260909,优趣汇控股,2.300,2.300,2.300,2.295,2.335,-0.040,-1.71,1000,2300,
02178,20260909,百勤油服,0.260,0.260,0.255,0.255,0.260,-0.005,-1.92,150000,38405,
02179,20260909,瑞科生物-B,,,,4.900,4.990,-0.090,-1.80,,,
02180,20260909,万宝盛华,4.970,4.970,4.830,4.920,4.970,-0.050,-1.01,29000,142993,
02181,20260909,迈博药业-B,0.415,0.495,0.415,0.475,0.445,+0.030,+6.74,4000,1820,
02182,20260909,天长集团,,,,0.335,0.335,+0.000,+0.00,,,
02185,20260909,百心安-B,1.850,1.850,1.795,1.795,1.830,-0.035,-1.91,6200,11442,
02186,20260909,绿叶制药,1.915,1.915,1.850,1.865,1.920,-0.055,-2.86,23020000,42981183,
02187,20260909,智欣集团控股,0.435,0.435,0.415,0.415,0.415,+0.000,+0.00,428000,179850,
02188,20260909,泰坦能源技术,0.080,0.080,0.064,0.069,0.068,+0.001,+1.47,576000,39444,
02189,20260909,嘉涛(香港)控股,0.485,0.485,0.475,0.480,0.495,-0.015,-3.03,12805,6142,
02190,20260909,归创通桥,21.440,21.440,20.740,21.000,21.240,-0.240,-1.13,422500,8849420,
02192,20260909,医脉通,6.980,7.170,6.930,7.005,7.005,+0.000,+0.00,1220000,8522335,
02193,20260909,万景控股,,,,0.400,0.400,+0.000,+0.00,,,
02195,20260909,盈汇企业控股,,,,0.260,0.260,+0.000,+0.00,,,
02196,20260909,复星医药,17.380,17.530,17.050,17.290,17.260,+0.030,+0.17,4401000,76391163,
02197,20260909,三叶草生物-B,2.100,2.300,2.095,2.140,2.100,+0.040,+1.90,8577500,18558910,
02198,20260909,中国三江化工,3.980,4.215,3.980,4.200,4.050,+0.150,+3.70,1949000,8070710,
02199,20260909,维珍妮,2.480,2.635,2.480,2.600,2.550,+0.050,+1.96,203000,523515,
02202,20260909,万科企业,2.460,2.460,2.375,2.395,2.455,-0.060,-2.44,19448600,46708353,
02203,20260909,脑洞科技,0.126,0.126,0.122,0.122,0.125,-0.003,-2.40,300000,37060,
02205,20260909,康桥悦生活,,,,0.545,0.545,+0.000,+0.00,,,
02208,20260909,金风科技,9.190,9.270,9.090,9.270,9.165,+0.105,+1.15,9867400,90640865,
02209,20260909,喆丽控股,3.440,3.550,3.420,3.520,3.440,+0.080,+2.33,490000,1704075,
02210,20260909,京城佳业,2.090,2.090,2.090,2.090,1.960,+0.130,+6.63,4400,9196,
02211,20260909,大健康国际,0.650,0.660,0.650,0.655,0.665,-0.010,-1.50,31200,20394,
02212,20260909,高鹏矿业,0.150,0.150,0.150,0.150,0.150,+0.000,+0.00,400000,60000,
02215,20260909,德信服务集团,0.213,0.220,0.200,0.204,0.209,-0.005,-2.39,84000,17594,
02216,20260909,堃博医疗-B,0.600,0.620,0.590,0.615,0.615,+0.000,+0.00,207000,124993,
02218,20260909,安德利果汁,23.000,26.940,23.000,26.400,23.000,+3.400,+14.78,6785400,174930280,
02219,20260909,朝聚眼科,2.550,2.575,2.520,2.545,2.535,+0.010,+0.39,181500,460875,
02221,20260909,创业集团控股,0.530,0.530,0.530,0.530,0.530,+0.000,+0.00,12000,6360,
02222,20260909,雷士国际,,,,0.620,0.620,+0.000,+0.00,,,
02223,20260909,卡撒天娇,,,,0.530,0.530,+0.000,+0.00,,,
02225,20260909,今海医疗科技,5.800,6.980,5.800,6.475,5.730,+0.745,+13.00,27589012,181550350,
02226,20260909,老恒和酿造,0.640,0.650,0.640,0.650,0.650,+0.000,+0.00,1000,645,
02227,20260909,守益控股,,,,0.375,0.375,+0.000,+0.00,,,
02228,20260909,晶泰控股,7.135,7.465,7.115,7.265,7.135,+0.130,+1.82,39782900,291079590,
02230,20260909,羚邦集团,0.195,0.199,0.190,0.199,0.195,+0.004,+2.05,445000,85510,
02231,20260909,景业名邦集团,0.017,0.024,0.016,0.019,0.017,+0.002,+11.76,69718000,1381104,
02232,20260909,晶苑国际,6.945,6.960,6.835,6.840,6.945,-0.105,-1.51,786096,5417958,
02233,20260909,西部水泥,1.930,1.965,1.915,1.960,1.925,+0.035,+1.82,7004000,13630610,
02235,20260909,微泰医疗-B,6.725,6.820,6.600,6.660,6.680,-0.020,-0.30,64700,431131,
02236,20260909,惠生工程,0.470,0.495,0.470,0.485,0.465,+0.020,+4.30,617461,302132,
02237,20260909,中国石墨,0.192,0.204,0.191,0.203,0.193,+0.010,+5.18,1040000,205610,
02238,20260909,广汽集团,2.165,2.185,2.145,2.175,2.165,+0.010,+0.46,4946350,10725731,
02239,20260909,国微控股,1.250,1.250,1.250,1.250,1.250,+0.000,+0.00,5000,6250,
02245,20260909,力勤资源,17.870,18.320,17.610,17.680,17.870,-0.190,-1.06,2900000,52403794,
02246,20260909,快狗打车,1.230,1.250,1.160,1.160,1.180,-0.020,-1.69,234245,289000,
02249,20260909,晶合集成,27.220,27.740,26.700,27.640,27.180,+0.460,+1.69,1517800,41449969,
02250,20260909,小黄鸭德盈,0.350,0.350,0.315,0.350,0.350,+0.000,+0.00,73000,23550,
02251,20260909,鹰瞳科技-B,8.415,8.900,8.415,8.800,8.100,+0.700,+8.64,34300,296244,
02252,20260909,微创机器人-B,,,,21.180,21.180,+0.000,+0.00,,,
02255,20260909,海昌海洋公园,0.219,0.219,0.196,0.200,0.221,-0.021,-9.50,26877000,5516707,
02256,20260909,和誉-B,9.195,9.195,8.635,8.825,8.945,-0.120,-1.34,1052000,9254711,
02257,20260909,圣诺医药-B,3.850,3.855,3.660,3.780,3.855,-0.075,-1.95,30950,116673,
02258,20260909,华滋国际海洋,0.295,0.300,0.295,0.300,0.310,-0.010,-3.23,16000,4790,
02259,20260909,紫金黄金国际,160.800,166.500,158.100,163.200,160.000,+3.200,+2.00,6285608,1025862150,
02260,20260909,环龙控股,,,,1.235,1.235,+0.000,+0.00,,,
02261,20260909,拿森科技,16.320,16.320,15.400,15.920,16.200,-0.280,-1.73,1451800,21869225,
02262,20260909,梁志天设计集团,,,,0.400,0.400,+0.000,+0.00,,,
02263,20260909,富石金融,0.325,0.325,0.325,0.325,0.325,+0.000,+0.00,140000,45500,
02265,20260909,鸿承环保科技,1.150,1.180,1.150,1.160,1.150,+0.010,+0.87,580000,674375,
02266,20260909,黎氏企业,,,,0.350,0.350,+0.000,+0.00,,,
