"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标"
"	001267","2025-10-22","CN","右侧","85.0","18.09","22.69","0.2543","是"
"	001267","2025-12-09","CN","右侧","90.0","20.86","23.88","0.1448","是"
"","","","","","","","",""
"	001280","2026-01-08","CN","左侧","70.0","63.45","104.87","0.6528","是"
"","","","","","","","",""
"	001288","2025-06-30","CN","右侧","100.0","20.82","22.26","0.0692","否"
"	001288","2025-07-29","CN","左侧","75.0","19.97","24.56","0.2298","是"
"	001288","2025-11-24","CN","左侧","70.0","30.06","34.32","0.1417","是"
"	001288","2026-03-06","CN","左侧","70.0","35.49","36.39","0.0254","否"
"","","","","","","","",""
"	001309","2025-06-13","CN","左侧","75.0","118.91","136.01","0.1438","是"
"	001309","2025-12-24","CN","右侧","75.0","218.0","308.0","0.4128","是"
"	001309","2026-02-10","CN","左侧","70.0","234.89","374.0","0.5922","是"
"","","","","","","","",""
"	001373","2025-10-23","CN","左侧","75.0","31.02","33.1","0.0671","否"
"	001373","2025-12-31","CN","右侧","90.0","32.3","46.5","0.4396","是"
"","","","","","","","",""
"	001376","2025-05-12","CN","右侧","90.0","12.93","12.97","0.0031","否"
"	001376","2025-06-25","CN","右侧","85.0","12.05","12.67","0.0515","否"
"	001376","2025-08-06","CN","左侧","70.0","12.17","12.94","0.0633","否"
"	001376","2025-09-12","CN","右侧","85.0","12.53","13.46","0.0742","否"
"	001376","2025-10-31","CN","左侧","70.0","12.66","14.32","0.1311","是"
"	001376","2025-12-02","CN","左侧","70.0","12.69","18.5","0.4578","是"
"	001376","2026-03-11","CN","左侧","90.0","20.86","23.4","0.1218","是"
"","","","","","","","",""
"	001389","2025-08-06","CN","左侧","70.0","63.24","77.88","0.2315","是"
"	001389","2025-10-10","CN","左侧","70.0","72.5","82.54","0.1385","是"
"	001389","2025-11-13","CN","左侧","90.0","68.25","78.06","0.1437","是"
"","","","","","","","",""
"	001390","2025-07-03","CN","左侧","70.0","22.87","25.61","0.1198","是"
"	001390","2025-08-05","CN","左侧","70.0","24.25","28.52","0.1761","是"
"	001390","2025-10-20","CN","右侧","85.0","27.84","31.52","0.1322","是"
"	001390","2025-12-04","CN","左侧","70.0","26.99","27.61","0.023","否"
"","","","","","","","",""
"	001400","2025-05-28","CN","左侧","70.0","56.3","64.34","0.1428","是"
"","","","","","","","",""
"	001896","2025-04-24","CN","右侧","100.0","4.21","5.13","0.2185","是"
"	001896","2025-06-03","CN","左侧","70.0","4.66","5.12","0.0987","否"
"	001896","2025-08-06","CN","左侧","70.0","5.58","6.07","0.0878","否"
"	001896","2025-10-09","CN","右侧","85.0","5.65","6.56","0.1611","是"
"	001896","2025-11-12","CN","左侧","70.0","6.0","6.39","0.065","否"
"","","","","","","","",""
"	002001","2025-04-15","CN","右侧","85.0","22.0","22.99","0.045","否"
"	002001","2025-07-03","CN","右侧","85.0","22.09","23.23","0.0516","否"
"	002001","2025-10-09","CN","右侧","75.0","24.8","25.06","0.0105","否"
"	002001","2025-11-26","CN","左侧","70.0","23.94","25.04","0.0459","否"
"","","","","","","","",""
"	002006","2025-07-14","CN","右侧","75.0","16.4","17.47","0.0652","否"
"	002006","2025-10-24","CN","左侧","75.0","20.6","25.05","0.216","是"
"","","","","","","","",""
"	002008","2025-04-01","CN","左侧","90.0","27.71","28.31","0.0217","否"
"	002008","2025-05-22","CN","左侧","70.0","23.6","23.84","0.0102","否"
"	002008","2025-06-26","CN","右侧","90.0","24.16","27.1","0.1217","是"
"	002008","2025-11-04","CN","左侧","70.0","40.08","41.57","0.0372","否"
"	002008","2025-12-18","CN","左侧","75.0","37.3","48.58","0.3024","是"
"","","","","","","","",""
"	002021","2025-08-25","CN","右侧","90.0","2.49","3.2","0.2851","是"
"	002021","2026-01-07","CN","右侧","100.0","2.69","3.42","0.2714","是"
"","","","","","","","",""
"	002028","2025-04-21","CN","右侧","75.0","74.39","77.27","0.0387","否"
"	002028","2025-05-30","CN","左侧","75.0","71.93","75.19","0.0453","否"
"	002028","2025-12-03","CN","左侧","70.0","147.62","162.4","0.1001","是"
"","","","","","","","",""
"	002046","2025-06-05","CN","右侧","75.0","16.31","17.09","0.0478","否"
"	002046","2025-07-07","CN","左侧","70.0","15.99","21.21","0.3265","是"
"	002046","2025-11-11","CN","右侧","75.0","28.94","38.3","0.3234","是"
"","","","","","","","",""
"	002050","2025-05-28","CN","左侧","70.0","25.65","27.25","0.0624","否"
"	002050","2025-07-01","CN","左侧","70.0","26.03","28.3","0.0872","否"
"	002050","2025-08-15","CN","右侧","85.0","28.77","46.09","0.602","是"
"	002050","2025-12-16","CN","左侧","70.0","43.13","60.15","0.3946","是"
"","","","","","","","",""
"	002051","2025-05-26","CN","左侧","70.0","8.1","8.87","0.0951","否"
"	002051","2025-07-23","CN","右侧","90.0","8.72","9.41","0.0791","否"
"	002051","2025-09-08","CN","左侧","70.0","8.54","8.56","0.0023","否"
"	002051","2025-10-21","CN","右侧","75.0","9.1","9.41","0.0341","否"
"	002051","2026-02-11","CN","左侧","70.0","8.51","9.45","0.1105","是"
"	002051","2026-04-01","CN","右侧","85.0","9.0","12.68","0.4089","是"
"","","","","","","","",""
"	002053","2025-09-30","CN","左侧","90.0","12.29","13.99","0.1383","是"
"	002053","2026-03-02","CN","右侧","90.0","12.0","14.3","0.1917","是"
"","","","","","","","",""
"	002056","2025-06-11","CN","右侧","85.0","13.99","14.63","0.0457","否"
"	002056","2025-11-04","CN","左侧","90.0","20.05","22.8","0.1372","是"
"	002056","2026-02-24","CN","左侧","70.0","20.65","25.84","0.2513","是"
"","","","","","","","",""
"	002062","2025-04-21","CN","左侧","70.0","4.78","5.27","0.1025","是"
"	002062","2025-05-28","CN","左侧","90.0","4.69","4.87","0.0384","否"
"	002062","2025-10-27","CN","左侧","75.0","11.13","12.9","0.159","是"
"","","","","","","","",""
"	002063","2025-05-27","CN","左侧","75.0","5.66","5.91","0.0442","否"
"	002063","2025-09-16","CN","左侧","70.0","6.29","6.63","0.0541","否"
"	002063","2026-01-05","CN","右侧","75.0","6.16","6.98","0.1331","是"
"	002063","2026-02-05","CN","左侧","90.0","6.33","7.66","0.2101","是"
"	002063","2026-03-27","CN","左侧","70.0","6.61","6.74","0.0197","否"
"","","","","","","","",""
"	002064","2025-07-01","CN","左侧","75.0","6.63","7.94","0.1976","是"
"	002064","2025-08-25","CN","右侧","90.0","7.94","9.23","0.1625","是"
"	002064","2025-10-17","CN","左侧","70.0","8.78","10.49","0.1948","是"
"","","","","","","","",""
"	002066","2025-04-01","CN","右侧","75.0","11.05","11.32","0.0244","否"
"	002066","2025-06-27","CN","右侧","90.0","12.16","12.75","0.0485","否"
"	002066","2025-08-18","CN","右侧","85.0","12.94","15.65","0.2094","是"
"	002066","2025-10-20","CN","左侧","70.0","15.27","18.5","0.2115","是"
"	002066","2025-11-18","CN","左侧","70.0","17.06","21.51","0.2608","是"
"	002066","2026-01-07","CN","左侧","70.0","18.7","22.2","0.1872","是"
"	002066","2026-03-06","CN","左侧","70.0","19.77","20.5","0.0369","否"
"","","","","","","","",""
"	002068","2025-09-24","CN","右侧","90.0","11.59","11.68","0.0078","否"
"	002068","2025-11-10","CN","右侧","85.0","10.26","11.5","0.1209","是"
"	002068","2026-01-08","CN","右侧","100.0","9.3","10.49","0.128","是"
"	002068","2026-03-09","CN","右侧","85.0","9.52","11.03","0.1586","是"
"","","","","","","","",""
"	002080","2025-10-29","CN","右侧","75.0","35.71","36.51","0.0224","否"
"	002080","2026-01-26","CN","左侧","75.0","38.54","53.57","0.39","是"
"","","","","","","","",""
"	002083","2025-06-11","CN","右侧","100.0","4.91","5.05","0.0285","否"
"	002083","2025-07-29","CN","右侧","100.0","4.93","5.08","0.0304","否"
"	002083","2025-10-13","CN","右侧","100.0","5.07","7.89","0.5562","是"
"	002083","2026-03-27","CN","右侧","100.0","11.93","13.08","0.0964","否"
"","","","","","","","",""
"	002085","2025-07-03","CN","右侧","90.0","15.99","17.65","0.1038","是"
"	002085","2025-08-19","CN","右侧","90.0","17.1","19.22","0.124","是"
"	002085","2025-12-25","CN","右侧","75.0","15.9","18.17","0.1428","是"
"	002085","2026-02-26","CN","右侧","90.0","16.15","16.9","0.0464","否"
"","","","","","","","",""
"	002115","2025-07-07","CN","左侧","70.0","8.61","8.78","0.0197","否"
"	002115","2025-08-08","CN","右侧","90.0","8.6","14.85","0.7267","是"
"	002115","2025-10-22","CN","右侧","90.0","12.13","12.95","0.0676","否"
"	002115","2025-12-15","CN","右侧","75.0","12.2","19.59","0.6057","是"
"","","","","","","","",""
"	002121","2025-06-17","CN","左侧","70.0","4.81","6.89","0.4324","是"
"	002121","2025-12-30","CN","左侧","70.0","7.79","10.74","0.3787","是"
"	002121","2026-02-10","CN","左侧","70.0","8.58","10.24","0.1935","是"
"","","","","","","","",""
"	002128","2025-07-16","CN","左侧","70.0","19.24","21.63","0.1242","是"
"	002128","2025-11-28","CN","左侧","70.0","27.27","29.14","0.0686","否"
"	002128","2026-02-26","CN","左侧","70.0","28.93","35.08","0.2126","是"
"","","","","","","","",""
"	002130","2025-06-03","CN","左侧","70.0","19.56","24.46","0.2505","是"
"	002130","2025-07-28","CN","左侧","90.0","23.4","25.78","0.1017","是"
"	002130","2026-01-12","CN","右侧","90.0","28.25","34.28","0.2135","是"
"	002130","2026-03-17","CN","右侧","85.0","27.01","27.19","0.0067","否"
"","","","","","","","",""
"	002131","2025-05-22","CN","左侧","70.0","3.66","3.8","0.0383","否"
"	002131","2025-07-11","CN","右侧","90.0","3.47","4.05","0.1671","是"
"	002131","2025-10-14","CN","左侧","70.0","5.43","5.54","0.0203","否"
"	002131","2025-12-17","CN","左侧","70.0","5.0","10.4","1.08","是"
"","","","","","","","",""
"	002135","2025-06-05","CN","左侧","70.0","4.25","4.33","0.0188","否"
"	002135","2025-08-04","CN","左侧","90.0","4.37","4.56","0.0435","否"
"	002135","2025-10-09","CN","右侧","90.0","4.48","4.91","0.096","否"
"	002135","2025-11-19","CN","左侧","75.0","4.7","4.73","0.0064","否"
"","","","","","","","",""
"	002138","2025-05-29","CN","右侧","75.0","28.02","28.08","0.0021","否"
"	002138","2025-07-30","CN","右侧","90.0","29.18","33.59","0.1511","是"
"	002138","2025-11-12","CN","左侧","70.0","35.73","36.95","0.0341","否"
"	002138","2026-01-06","CN","右侧","90.0","35.99","41.74","0.1598","是"
"","","","","","","","",""
"	002140","2025-04-01","CN","左侧","75.0","10.21","10.88","0.0656","否"
"	002140","2025-08-19","CN","左侧","70.0","10.22","12.25","0.1986","是"
"	002140","2025-10-22","CN","左侧","70.0","11.82","13.28","0.1235","是"
"	002140","2026-02-11","CN","左侧","70.0","11.85","15.52","0.3097","是"
"","","","","","","","",""
"	002145","2025-04-01","CN","左侧","90.0","4.43","4.48","0.0113","否"
"	002145","2025-06-04","CN","左侧","70.0","4.24","4.28","0.0094","否"
"	002145","2025-07-15","CN","右侧","90.0","4.19","4.46","0.0644","否"
"	002145","2025-08-19","CN","右侧","90.0","4.35","5.88","0.3517","是"
"	002145","2026-01-07","CN","右侧","90.0","5.04","5.57","0.1052","是"
"	002145","2026-02-05","CN","左侧","70.0","4.98","5.79","0.1627","是"
"","","","","","","","",""
"	002149","2025-04-02","CN","左侧","70.0","20.06","21.05","0.0494","否"
"	002149","2025-07-09","CN","左侧","70.0","18.37","22.86","0.2444","是"
"	002149","2025-10-13","CN","右侧","100.0","18.88","18.88","0.0","否"
"	002149","2025-12-01","CN","右侧","85.0","18.6","48.5","1.6075","是"
"","","","","","","","",""
"	002150","2025-05-28","CN","左侧","70.0","10.88","12.38","0.1379","是"
"	002150","2025-07-21","CN","左侧","70.0","11.95","12.9","0.0795","否"
"	002150","2025-11-21","CN","左侧","90.0","18.96","22.18","0.1698","是"
"	002150","2025-12-31","CN","左侧","70.0","20.06","27.68","0.3799","是"
"","","","","","","","",""
"	002153","2025-06-04","CN","左侧","90.0","8.13","9.91","0.2189","是"
"	002153","2025-08-12","CN","左侧","90.0","10.32","12.03","0.1657","是"
"	002153","2025-11-17","CN","右侧","100.0","10.1","13.53","0.3396","是"
"","","","","","","","",""
"	002155","2025-04-29","CN","左侧","90.0","22.2","24.2","0.0901","否"
"	002155","2025-08-01","CN","左侧","70.0","18.03","21.52","0.1936","是"
"	002155","2025-10-14","CN","右侧","90.0","23.99","24.25","0.0108","否"
"	002155","2026-01-05","CN","右侧","75.0","21.91","39.5","0.8028","是"
"	002155","2026-03-10","CN","左侧","90.0","36.8","37.06","0.0071","否"
"","","","","","","","",""
"	002167","2025-06-10","CN","右侧","90.0","9.53","11.94","0.2529","是"
"	002167","2025-08-15","CN","左侧","70.0","12.77","16.3","0.2764","是"
"	002167","2026-02-04","CN","左侧","70.0","12.93","16.6","0.2838","是"
"","","","","","","","",""
"	002173","2025-12-31","CN","左侧","75.0","23.66","38.31","0.6192","是"
"	002173","2026-02-03","CN","左侧","70.0","28.7","31.64","0.1024","是"
"","","","","","","","",""
"	002177","2025-07-09","CN","左侧","70.0","7.11","7.17","0.0084","否"
"	002177","2025-08-14","CN","右侧","100.0","6.8","10.4","0.5294","是"
"	002177","2025-10-14","CN","右侧","85.0","7.86","8.5","0.0814","否"
"	002177","2025-12-19","CN","右侧","90.0","7.04","10.3","0.4631","是"
"	002177","2026-01-27","CN","左侧","90.0","7.71","9.7","0.2581","是"
"","","","","","","","",""
"	002179","2025-04-09","CN","右侧","75.0","42.94","44.0","0.0247","否"
"	002179","2025-06-25","CN","右侧","75.0","39.18","40.43","0.0319","否"
"	002179","2025-08-11","CN","右侧","75.0","39.01","42.64","0.0931","否"
"	002179","2025-09-16","CN","左侧","70.0","39.09","41.91","0.0721","否"
"	002179","2025-12-26","CN","右侧","90.0","35.15","41.94","0.1932","是"
"	002179","2026-03-02","CN","右侧","90.0","36.5","38.06","0.0427","否"
"","","","","","","","",""
"	002181","2025-07-14","CN","左侧","90.0","7.05","7.88","0.1177","是"
"	002181","2025-08-14","CN","左侧","75.0","6.87","10.54","0.5342","是"
"	002181","2025-10-13","CN","左侧","70.0","7.87","13.99","0.7776","是"
"","","","","","","","",""
"	002182","2025-06-23","CN","右侧","85.0","11.93","12.67","0.062","否"
"	002182","2025-07-22","CN","右侧","90.0","12.54","15.65","0.248","是"
"	002182","2026-02-13","CN","左侧","70.0","18.76","23.14","0.2335","是"
"","","","","","","","",""
"	002185","2025-11-12","CN","左侧","70.0","11.71","11.97","0.0222","否"
"	002185","2026-01-05","CN","右侧","90.0","11.26","16.0","0.421","是"
"	002185","2026-03-13","CN","左侧","70.0","13.61","14.17","0.0411","否"
"","","","","","","","",""
"	002191","2025-04-03","CN","右侧","75.0","3.7","3.83","0.0351","否"
"	002191","2025-07-03","CN","左侧","70.0","4.02","4.18","0.0398","否"
"	002191","2025-10-24","CN","左侧","70.0","4.46","4.71","0.0561","否"
"","","","","","","","",""
"	002196","2025-05-28","CN","左侧","70.0","9.32","9.68","0.0386","否"
"	002196","2025-07-03","CN","左侧","70.0","9.08","9.76","0.0749","否"
"	002196","2025-08-05","CN","左侧","70.0","8.8","10.15","0.1534","是"
"	002196","2025-12-25","CN","右侧","85.0","14.31","19.6","0.3697","是"
"","","","","","","","",""
"	002201","2025-05-28","CN","左侧","70.0","6.26","6.53","0.0431","否"
"	002201","2025-07-31","CN","左侧","70.0","7.55","9.21","0.2199","是"
"	002201","2025-09-16","CN","左侧","70.0","8.18","8.47","0.0355","否"
"	002201","2026-02-13","CN","左侧","70.0","13.0","14.0","0.0769","否"
"","","","","","","","",""
"	002202","2025-04-28","CN","右侧","85.0","8.9","9.53","0.0708","否"
"	002202","2025-06-09","CN","右侧","90.0","9.47","10.54","0.113","是"
"	002202","2025-08-08","CN","右侧","85.0","10.2","12.8","0.2549","是"
"	002202","2025-11-17","CN","左侧","70.0","14.97","17.95","0.1991","是"
"	002202","2026-02-24","CN","左侧","75.0","26.2","33.3","0.271","是"
"","","","","","","","",""
"	002203","2025-04-28","CN","右侧","75.0","9.36","10.27","0.0972","否"
"	002203","2025-06-04","CN","左侧","70.0","10.07","10.76","0.0685","否"
"	002203","2025-10-22","CN","左侧","70.0","12.22","12.3","0.0065","否"
"	002203","2026-03-27","CN","右侧","85.0","14.59","15.57","0.0672","否"
"","","","","","","","",""
"	002228","2025-04-22","CN","右侧","85.0","3.13","3.42","0.0927","否"
"	002228","2025-06-17","CN","左侧","75.0","3.42","3.94","0.152","是"
"	002228","2025-10-14","CN","右侧","100.0","3.41","3.71","0.088","否"
"","","","","","","","",""
"	002236","2025-05-16","CN","左侧","70.0","15.58","15.72","0.009","否"
"	002236","2025-06-24","CN","右侧","75.0","15.63","16.39","0.0486","否"
"	002236","2025-07-31","CN","右侧","90.0","16.36","19.82","0.2115","是"
"	002236","2025-10-17","CN","左侧","75.0","18.9","21.96","0.1619","是"
"	002236","2025-11-17","CN","左侧","75.0","19.35","19.52","0.0088","否"
"	002236","2026-01-06","CN","右侧","90.0","19.41","21.4","0.1025","是"
"","","","","","","","",""
"	002240","2025-06-04","CN","右侧","85.0","11.78","13.38","0.1358","是"
"	002240","2025-09-18","CN","左侧","75.0","17.9","22.63","0.2642","是"
"	002240","2026-01-19","CN","左侧","70.0","34.02","42.8","0.2581","是"
"","","","","","","","",""
"	002246","2025-07-10","CN","左侧","70.0","14.3","23.68","0.6559","是"
"	002246","2025-08-29","CN","左侧","70.0","15.88","22.93","0.444","是"
"	002246","2025-11-21","CN","右侧","85.0","19.68","20.5","0.0417","否"
"	002246","2026-03-04","CN","右侧","100.0","23.95","27.02","0.1282","是"
"","","","","","","","",""
"	002248","2025-06-12","CN","左侧","70.0","8.71","9.19","0.0551","否"
"	002248","2025-08-29","CN","左侧","70.0","11.63","12.47","0.0722","否"
"	002248","2025-11-21","CN","左侧","90.0","11.2","12.3","0.0982","否"
"","","","","","","","",""
"	002249","2025-05-28","CN","左侧","90.0","6.57","6.74","0.0259","否"
"	002249","2025-07-09","CN","右侧","90.0","6.55","6.98","0.0656","否"
"	002249","2025-11-12","CN","左侧","70.0","10.93","11.4","0.043","否"
"	002249","2026-02-03","CN","左侧","70.0","10.67","11.0","0.0309","否"
"","","","","","","","",""
"	002250","2025-08-01","CN","右侧","85.0","10.99","12.82","0.1665","是"
"	002250","2025-09-01","CN","右侧","90.0","11.05","12.05","0.0905","否"
"	002250","2025-10-20","CN","左侧","75.0","11.38","16.21","0.4244","是"
"	002250","2025-12-04","CN","左侧","70.0","11.97","13.66","0.1412","是"
"	002250","2026-02-13","CN","左侧","70.0","17.73","19.03","0.0733","否"
"","","","","","","","",""
"	002252","2025-04-21","CN","左侧","70.0","6.86","6.93","0.0102","否"
"	002252","2025-06-13","CN","右侧","100.0","6.88","7.03","0.0218","否"
"	002252","2025-07-24","CN","右侧","90.0","7.04","7.07","0.0043","否"
"	002252","2025-08-26","CN","右侧","100.0","7.16","7.22","0.0084","否"
"	002252","2025-11-07","CN","右侧","90.0","6.96","6.97","0.0014","否"
"	002252","2026-01-13","CN","右侧","90.0","6.51","6.56","0.0077","否"
"	002252","2026-02-12","CN","左侧","70.0","6.28","6.4","0.0191","否"
"","","","","","","","",""
"	002254","2025-04-01","CN","左侧","70.0","10.12","12.71","0.2559","是"
"	002254","2025-05-28","CN","左侧","90.0","10.15","10.95","0.0788","否"
"	002254","2025-07-30","CN","右侧","100.0","10.8","11.29","0.0454","否"
"	002254","2025-11-07","CN","右侧","100.0","10.25","10.87","0.0605","否"
"	002254","2025-12-25","CN","右侧","75.0","9.88","14.11","0.4281","是"
"	002254","2026-02-05","CN","左侧","70.0","11.93","13.98","0.1718","是"
"","","","","","","","",""
"	002264","2025-04-16","CN","右侧","100.0","6.25","7.46","0.1936","是"
"	002264","2025-06-09","CN","左侧","90.0","6.64","6.93","0.0437","否"
"	002264","2025-08-15","CN","左侧","70.0","6.72","8.49","0.2634","是"
"	002264","2025-09-23","CN","左侧","75.0","7.06","7.46","0.0567","否"
"	002264","2025-11-05","CN","右侧","100.0","7.26","11.87","0.635","是"
"	002264","2026-01-05","CN","左侧","70.0","8.91","12.09","0.3569","是"
"	002264","2026-02-26","CN","左侧","70.0","10.25","10.48","0.0224","否"
"","","","","","","","",""
"	002270","2025-04-25","CN","左侧","70.0","15.15","15.97","0.0541","否"
"	002270","2025-11-24","CN","左侧","90.0","24.44","26.26","0.0745","否"
"","","","","","","","",""
"	002271","2025-07-07","CN","右侧","100.0","11.2","12.8","0.1429","是"
"	002271","2025-08-26","CN","右侧","90.0","11.85","12.87","0.0861","否"
"	002271","2025-12-11","CN","左侧","90.0","12.97","14.74","0.1365","是"
"","","","","","","","",""
"	002273","2025-12-01","CN","右侧","85.0","25.0","25.63","0.0252","否"
"","","","","","","","",""
"	002278","2025-06-12","CN","左侧","70.0","9.0","11.12","0.2356","是"
"	002278","2025-07-14","CN","左侧","70.0","9.27","10.57","0.1402","是"
"	002278","2025-09-10","CN","左侧","70.0","9.86","10.92","0.1075","是"
"	002278","2025-10-20","CN","右侧","75.0","11.21","15.88","0.4166","是"
"	002278","2026-02-02","CN","左侧","70.0","12.7","16.5","0.2992","是"
"","","","","","","","",""
"	002281","2025-06-12","CN","右侧","100.0","44.09","50.09","0.1361","是"
"	002281","2025-10-14","CN","左侧","75.0","59.27","68.46","0.1551","是"
"	002281","2025-11-13","CN","左侧","90.0","58.0","68.94","0.1886","是"
"	002281","2026-01-23","CN","左侧","75.0","71.63","79.0","0.1029","是"
"","","","","","","","",""
"	002283","2025-06-30","CN","右侧","90.0","5.98","6.64","0.1104","是"
"	002283","2026-01-06","CN","右侧","90.0","6.3","7.62","0.2095","是"
"","","","","","","","",""
"	002290","2025-04-02","CN","左侧","70.0","25.51","28.38","0.1125","是"
"	002290","2025-06-24","CN","左侧","70.0","30.68","32.4","0.0561","否"
"	002290","2025-10-20","CN","左侧","70.0","38.77","43.0","0.1091","是"
"","","","","","","","",""
"	002294","2025-07-16","CN","右侧","75.0","49.6","55.48","0.1185","是"
"	002294","2025-10-23","CN","左侧","70.0","54.1","63.5","0.1738","是"
"	002294","2025-12-03","CN","左侧","75.0","59.62","62.35","0.0458","否"
"","","","","","","","",""
"	002297","2025-04-21","CN","右侧","85.0","7.11","9.3","0.308","是"
"	002297","2025-06-06","CN","左侧","70.0","7.46","8.01","0.0737","否"
"","","","","","","","",""
"	002298","2025-04-29","CN","右侧","100.0","5.2","6.3","0.2115","是"
"	002298","2025-07-10","CN","左侧","70.0","6.8","8.07","0.1868","是"
"	002298","2025-09-29","CN","右侧","90.0","12.22","14.69","0.2021","是"
"	002298","2026-03-05","CN","右侧","75.0","10.81","13.6","0.2581","是"
"","","","","","","","",""
"	002318","2025-04-21","CN","左侧","70.0","24.59","25.04","0.0183","否"
"	002318","2025-07-21","CN","右侧","75.0","23.72","25.1","0.0582","否"
"	002318","2025-08-26","CN","右侧","100.0","23.14","24.59","0.0627","否"
"	002318","2025-11-06","CN","右侧","85.0","26.55","26.91","0.0136","否"
"	002318","2025-12-15","CN","右侧","85.0","26.6","30.72","0.1549","是"
"","","","","","","","",""
"	002326","2025-08-08","CN","右侧","85.0","13.7","18.3","0.3358","是"
"	002326","2025-10-27","CN","右侧","75.0","17.53","33.0","0.8825","是"
"	002326","2026-02-05","CN","左侧","70.0","25.89","28.77","0.1112","是"
"","","","","","","","",""
"	002335","2025-05-19","CN","左侧","70.0","39.75","44.88","0.1291","是"
"	002335","2025-06-23","CN","左侧","70.0","39.53","44.4","0.1232","是"
"	002335","2025-08-11","CN","右侧","90.0","44.3","70.96","0.6018","是"
"	002335","2026-02-12","CN","右侧","75.0","62.84","72.82","0.1588","是"
"","","","","","","","",""
"	002338","2025-04-15","CN","左侧","70.0","39.59","51.65","0.3046","是"
"	002338","2025-09-11","CN","左侧","70.0","49.38","70.35","0.4247","是"
"","","","","","","","",""
"	002340","2025-05-28","CN","左侧","75.0","6.1","6.44","0.0557","否"
"	002340","2025-08-20","CN","右侧","90.0","6.85","7.91","0.1547","是"
"	002340","2025-11-20","CN","右侧","75.0","8.2","8.2","0.0","否"
"	002340","2026-02-04","CN","左侧","70.0","8.63","10.05","0.1645","是"
"","","","","","","","",""
"	002342","2025-08-01","CN","左侧","70.0","6.81","9.68","0.4214","是"
"	002342","2025-10-15","CN","右侧","90.0","8.01","8.86","0.1061","是"
"	002342","2025-12-24","CN","右侧","85.0","7.43","14.62","0.9677","是"
"	002342","2026-03-31","CN","右侧","75.0","15.08","16.66","0.1048","是"
"","","","","","","","",""
"	002346","2025-06-09","CN","右侧","90.0","14.25","14.52","0.0189","否"
"	002346","2025-07-10","CN","右侧","90.0","14.01","17.77","0.2684","是"
"	002346","2025-12-09","CN","右侧","85.0","19.01","21.03","0.1063","是"
"	002346","2026-02-03","CN","左侧","70.0","20.4","23.74","0.1637","是"
"","","","","","","","",""
"	002350","2025-06-06","CN","右侧","85.0","6.81","7.0","0.0279","否"
"	002350","2025-07-31","CN","左侧","75.0","6.88","7.57","0.1003","是"
"	002350","2025-12-02","CN","左侧","70.0","8.34","9.7","0.1631","是"
"	002350","2026-01-07","CN","右侧","85.0","8.67","10.25","0.1822","是"
"","","","","","","","",""
"	002353","2025-07-14","CN","右侧","90.0","36.3","46.52","0.2815","是"
"	002353","2026-01-08","CN","左侧","70.0","73.47","97.33","0.3248","是"
"","","","","","","","",""
"	002364","2025-06-16","CN","左侧","70.0","15.13","16.03","0.0595","否"
"	002364","2025-12-22","CN","右侧","75.0","24.64","36.39","0.4769","是"
"","","","","","","","",""
"	002371","2025-06-19","CN","右侧","75.0","420.59","448.5","0.0664","否"
"	002371","2025-07-31","CN","右侧","70.0","334.0","402.57","0.2053","是"
"	002371","2025-10-23","CN","左侧","70.0","406.02","435.0","0.0714","否"
"","","","","","","","",""
"	002378","2025-05-06","CN","右侧","100.0","7.17","9.04","0.2608","是"
"	002378","2025-06-19","CN","左侧","75.0","7.88","8.41","0.0673","否"
"	002378","2025-09-25","CN","左侧","70.0","12.28","14.17","0.1539","是"
"","","","","","","","",""
"	002379","2025-09-25","CN","左侧","70.0","16.61","21.27","0.2806","是"
"	002379","2026-01-05","CN","右侧","90.0","25.6","33.0","0.2891","是"
"","","","","","","","",""
"	002380","2025-05-26","CN","左侧","70.0","23.56","24.92","0.0577","否"
"	002380","2025-07-22","CN","右侧","85.0","24.37","27.5","0.1284","是"
"	002380","2025-09-09","CN","左侧","70.0","26.68","30.15","0.1301","是"
"	002380","2025-11-05","CN","左侧","70.0","28.95","29.71","0.0263","否"
"	002380","2025-12-22","CN","右侧","75.0","27.18","34.28","0.2612","是"
"	002380","2026-02-09","CN","左侧","90.0","30.6","43.0","0.4052","是"
"","","","","","","","",""
"	002384","2025-08-18","CN","右侧","75.0","54.55","86.33","0.5826","是"
"	002384","2025-10-13","CN","左侧","75.0","66.8","78.0","0.1677","是"
"","","","","","","","",""
"	002392","2025-05-30","CN","左侧","70.0","6.01","6.73","0.1198","是"
"	002392","2025-07-04","CN","左侧","75.0","6.24","7.48","0.1987","是"
"	002392","2025-08-19","CN","右侧","75.0","7.54","10.54","0.3979","是"
"	002392","2026-01-05","CN","右侧","85.0","7.75","9.14","0.1794","是"
"","","","","","","","",""
"	002393","2025-07-03","CN","左侧","70.0","19.8","28.77","0.453","是"
"	002393","2025-08-29","CN","左侧","70.0","24.65","24.96","0.0126","否"
"	002393","2025-10-21","CN","左侧","75.0","23.86","24.25","0.0163","否"
"	002393","2025-12-25","CN","右侧","90.0","21.16","23.48","0.1096","是"
"	002393","2026-03-06","CN","右侧","75.0","22.01","24.42","0.1095","是"
"","","","","","","","",""
"	002394","2025-04-25","CN","右侧","100.0","7.89","8.36","0.0596","否"
