"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标","入场日期","止损阈值","手续费bps","滑点bps","ATR周期","初始止损ATR倍数","移动止损模式","跟踪ATR倍数","回撤止损比例","保本触发R","锁盈触发R","锁盈保留R","分批止盈触发R","分批止盈比例","time_stop_bars","出场价格","出场日期","出场原因","持有K线数","入场成交价","出场成交价","单笔收益率","是否触发分批止盈","R倍数","初始风险比例","初始止损价","最大有利波动","最大不利波动"
"	000301","2023-06-15","CN","右侧","75.0","11.78","12.19","0.0348","否","2023-06-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.191","2023-06-26","止损","5","11.7894","11.182","-0.051519","False","-1.0","0.05","11.191","0.014431","-0.056027"
"	000301","2023-08-16","CN","左侧","70.0","11.72","11.95","0.0196","否","2023-08-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.51","2023-08-30","时间止损","10","11.7294","11.5008","-0.019488","False","-0.358362","0.05","11.134","0.019625","-0.046928"
"	000301","2024-01-03","CN","左侧","90.0","9.59","10.11","0.0542","否","2024-01-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.58","2024-01-17","时间止损","10","9.5977","9.5723","-0.00264","False","-0.020855","0.05","9.1105","0.028154","-0.04171"
"	000301","2024-04-29","CN","右侧","75.0","10.24","10.29","0.0049","否","2024-04-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.728","2024-05-15","止损","9","10.2482","9.7202","-0.051519","False","-1.0","0.05","9.728","0.004883","-0.057617"
"	000301","2024-07-17","CN","右侧","90.0","8.03","8.28","0.0311","否","2024-07-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.93","2024-07-31","时间止损","10","8.0364","7.9237","-0.014032","False","-0.249066","0.05","7.6285","0.031133","-0.042341"
"	000301","2024-08-30","CN","右侧","90.0","7.76","10.21","0.3157","是","2024-09-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.372","2024-09-10","止损","7","7.7662","7.3661","-0.051519","False","-1.0","0.05","7.372","0.027062","-0.05799"
"	000301","2025-01-17","CN","右侧","75.0","8.68","9.27","0.068","否","2025-01-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.246","2025-01-22","止损","3","8.6869","8.2394","-0.051519","False","-1.0","0.05","8.246","0.012673","-0.058756"
"	000301","2025-07-01","CN","右侧","85.0","8.51","9.37","0.1011","是","2025-07-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.55","2025-07-15","时间止损","10","8.5168","8.5432","0.003094","False","0.094007","0.05","8.0845","0.028202","-0.023502"
"	000301","2025-08-20","CN","右侧","85.0","9.3","10.68","0.1484","是","2025-08-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.8256","2025-09-16","止损","14","9.3074","9.8177","0.054827","False","1.130323","0.05","8.835","0.148387","-0.002151"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000338","2023-05-05","CN","右侧","85.0","12.78","13.05","0.0211","否","2023-05-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.141","2023-05-19","止损","10","12.7902","12.1313","-0.051519","False","-1.0","0.05","12.141","0.021127","-0.054773"
"	000338","2023-07-27","CN","左侧","70.0","12.49","13.24","0.06","否","2023-07-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.49","2023-08-11","止损","11","12.5","12.48","-0.001599","False","0.0","0.05","11.8655","0.060048","-0.018415"
"	000338","2023-09-07","CN","左侧","75.0","12.22","12.85","0.0516","否","2023-09-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.08","2023-09-21","时间止损","10","12.2298","12.0703","-0.013037","False","-0.229133","0.05","11.609","0.012275","-0.016367"
"	000338","2024-08-20","CN","左侧","75.0","12.87","13.46","0.0458","否","2024-08-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.65","2024-09-03","时间止损","10","12.8803","12.6399","-0.018665","False","-0.34188","0.05","12.2265","0.045843","-0.034965"
"	000338","2024-09-25","CN","右侧","90.0","13.1","17.44","0.3313","是","2024-09-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.0448","2024-10-08","止损","4","13.1105","16.032","0.222836","False","4.495878","0.05","12.445","0.331298","-0.001527"
"	000338","2024-11-27","CN","左侧","70.0","13.3","14.1","0.0602","否","2024-11-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.66","2024-12-11","时间止损","10","13.3106","13.6491","0.025426","False","0.541353","0.05","12.635","0.048872","-0.011278"
"	000338","2025-03-27","CN","左侧","70.0","15.96","16.59","0.0395","否","2025-03-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.2628","2025-04-07","止损","6","15.9728","15.2506","-0.045213","False","-0.873684","0.05","15.162","0.039474","-0.117794"
"	000338","2025-10-29","CN","左侧","70.0","14.19","18.9","0.3319","是","2025-10-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","17.388","2025-11-14","止损","12","14.2014","17.3741","0.223411","False","4.5074","0.05","13.4805","0.331924","-0.002819"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000400","2023-05-24","CN","左侧","70.0","22.59","23.59","0.0443","否","2023-05-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","22.03","2023-06-07","时间止损","10","22.6081","22.0124","-0.026349","False","-0.495795","0.05","21.4605","0.044267","-0.037185"
"	000400","2023-06-27","CN","右侧","75.0","22.3","24.11","0.0812","否","2023-06-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.15","2023-07-11","时间止损","10","22.3178","23.1315","0.036457","False","0.762332","0.05","21.185","0.044843","-0.011659"
"	000400","2023-08-03","CN","左侧","75.0","22.39","22.65","0.0116","否","2023-08-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","21.2705","2023-08-11","止损","6","22.4079","21.2535","-0.051519","False","-1.0","0.05","21.2705","0.011612","-0.051809"
"	000400","2023-09-20","CN","左侧","90.0","18.58","19.62","0.056","否","2023-09-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.58","2023-10-12","止损","10","18.5949","18.5651","-0.001599","False","0.0","0.05","17.651","0.055974","-0.01507"
"	000400","2024-02-08","CN","右侧","75.0","21.6","25.55","0.1829","是","2024-02-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","21.6","2024-02-20","止损","2","21.6173","21.5827","-0.001599","False","0.0","0.05","20.52","0.055093","-0.031481"
"	000400","2024-04-03","CN","左侧","90.0","24.23","28.76","0.187","是","2024-04-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","25.07","2024-04-11","止损","4","24.2494","25.0499","0.033014","False","0.693355","0.05","23.0185","0.124639","-0.002889"
"	000400","2024-05-22","CN","左侧","75.0","27.23","35.09","0.2887","是","2024-05-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","27.23","2024-05-24","止损","2","27.2518","27.2082","-0.001599","False","0.0","0.05","25.8685","0.064635","-0.015791"
"	000400","2024-08-12","CN","左侧","70.0","30.32","31.52","0.0396","否","2024-08-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","28.9984","2024-08-16","止损","4","30.3443","28.9752","-0.045117","False","-0.871768","0.05","28.804","0.039578","-0.073879"
"	000400","2024-09-11","CN","左侧","70.0","29.45","37.6","0.2767","是","2024-09-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","34.592","2024-10-08","止损","12","29.4736","34.5643","0.172723","False","3.49202","0.05","27.9775","0.27674","-0.001019"
"	000400","2024-10-24","CN","左侧","90.0","30.0","32.46","0.082","否","2024-10-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","30.0","2024-11-11","止损","12","30.024","29.976","-0.001599","False","0.0","0.05","28.5","0.082","-0.046"
"	000400","2025-04-08","CN","右侧","75.0","24.7","25.18","0.0194","否","2025-04-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.465","2025-04-11","止损","3","24.7198","23.4462","-0.051519","False","-1.0","0.05","23.465","0.019433","-0.08502"
"	000400","2025-05-28","CN","左侧","70.0","21.29","22.0","0.0333","否","2025-05-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","21.37","2025-06-12","时间止损","10","21.307","21.3529","0.002153","False","0.075153","0.05","20.2255","0.033349","-0.018318"
"	000400","2025-06-27","CN","右侧","85.0","21.66","25.56","0.1801","是","2025-06-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.5152","2025-07-22","止损","17","21.6773","23.4964","0.083915","False","1.713019","0.05","20.577","0.180055","-0.009695"
"	000400","2025-08-21","CN","右侧","85.0","23.39","24.98","0.068","否","2025-08-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.39","2025-08-28","止损","5","23.4087","23.3713","-0.001599","False","0.0","0.05","22.2205","0.062847","-0.019239"
"	000400","2025-11-04","CN","右侧","90.0","26.2","30.53","0.1653","是","2025-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","26.68","2025-11-05","止损","1","26.221","26.6587","0.016693","False","0.366412","0.05","24.89","0.10687","-0.00229"
"	000400","2026-03-02","CN","右侧","90.0","32.3","34.65","0.0728","否","2026-03-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","30.685","2026-03-04","止损","2","32.3258","30.6605","-0.051519","False","-1.0","0.05","30.685","0.002477","-0.056347"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000401","2023-04-10","CN","右侧","75.0","9.08","9.34","0.0286","否","2023-04-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.68","2023-04-24","时间止损","10","9.0873","8.6731","-0.045581","False","-0.881057","0.05","8.626","0.019824","-0.047357"
"	000401","2023-11-16","CN","左侧","70.0","7.04","7.12","0.0114","否","2023-11-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.95","2023-11-30","时间止损","10","7.0456","6.9444","-0.014362","False","-0.255682","0.05","6.688","0.011364","-0.018466"
"	000401","2024-02-08","CN","右侧","85.0","6.31","6.31","0.0","否","2024-02-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.9945","2024-02-19","止损","1","6.315","5.9897","-0.051519","False","-1.0","0.05","5.9945","0.0","-0.077655"
"	000401","2024-05-14","CN","左侧","75.0","5.12","5.53","0.0801","否","2024-05-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.12","2024-05-27","止损","9","5.1241","5.1159","-0.001599","False","0.0","0.05","4.864","0.080078","-0.009766"
"	000401","2024-11-22","CN","左侧","70.0","5.63","6.17","0.0959","否","2024-11-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.6764","2024-12-17","止损","17","5.6345","5.6719","0.00663","False","0.164831","0.05","5.3485","0.095915","-0.01421"
"	000401","2025-07-02","CN","右侧","75.0","4.49","5.69","0.2673","是","2025-07-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.68","2025-07-16","时间止损","10","4.4936","4.6763","0.04065","False","0.846325","0.05","4.2655","0.046771","-0.006682"
"	000401","2025-09-10","CN","左侧","70.0","4.94","5.13","0.0385","否","2025-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.89","2025-09-24","时间止损","10","4.944","4.8861","-0.011704","False","-0.202429","0.05","4.693","0.024291","-0.044534"
"	000401","2026-01-12","CN","右侧","90.0","4.57","5.38","0.1772","是","2026-01-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.28","2026-02-09","时间出场","20","4.5737","5.2758","0.153514","False","3.107221","0.05","4.3415","0.177243","-0.008753"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000407","2023-08-07","CN","右侧","90.0","3.75","3.84","0.024","否","2023-08-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.74","2023-08-21","时间止损","10","3.753","3.737","-0.004261","False","-0.053333","0.05","3.5625","0.024","-0.04"
"	000407","2023-09-08","CN","左侧","70.0","3.69","3.78","0.0244","否","2023-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.72","2023-09-22","时间止损","10","3.693","3.717","0.006518","False","0.162602","0.05","3.5055","0.02439","-0.00813"
"	000407","2023-12-12","CN","右侧","75.0","3.78","3.85","0.0185","否","2023-12-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.591","2023-12-25","止损","9","3.783","3.5881","-0.051519","False","-1.0","0.05","3.591","0.018519","-0.055556"
"	000407","2024-03-08","CN","左侧","70.0","3.01","3.37","0.1196","是","2024-03-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.33","2024-04-09","时间出场","20","3.0124","3.3273","0.104544","False","2.126246","0.05","2.8595","0.119601","-0.003322"
"	000407","2024-05-27","CN","左侧","70.0","3.06","3.09","0.0098","否","2024-05-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","2.907","2024-06-03","止损","5","3.0624","2.9047","-0.051519","False","-1.0","0.05","2.907","0.009804","-0.055556"
"	000407","2024-08-07","CN","左侧","70.0","2.63","2.79","0.0608","否","2024-08-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","2.63","2024-08-21","止损","10","2.6321","2.6279","-0.001599","False","0.0","0.05","2.4985","0.060837","-0.007605"
"	000407","2024-12-23","CN","左侧","70.0","3.35","3.57","0.0657","否","2024-12-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.35","2025-01-02","止损","7","3.3527","3.3473","-0.001599","False","0.0","0.05","3.1825","0.065672","-0.032836"
"	000407","2025-03-04","CN","左侧","70.0","3.25","3.51","0.08","否","2025-03-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.25","2025-03-31","止损","19","3.2526","3.2474","-0.001599","False","0.0","0.05","3.0875","0.08","-0.021538"
"	000407","2025-06-13","CN","右侧","100.0","3.43","3.76","0.0962","否","2025-06-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.4592","2025-06-17","止损","2","3.4327","3.4564","0.006901","False","0.170262","0.05","3.2585","0.09621","-0.026239"
"	000407","2025-12-26","CN","右侧","90.0","5.21","5.66","0.0864","否","2025-12-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.0508","2025-12-30","止损","2","5.2142","5.0468","-0.032106","False","-0.611132","0.05","4.9495","0.053743","-0.03071"
"	000407","2026-02-05","CN","左侧","70.0","4.99","6.19","0.2405","是","2026-02-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.99","2026-02-24","止损","7","4.994","4.986","-0.001599","False","0.0","0.05","4.7405","0.058116","-0.018036"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000417","2023-04-03","CN","右侧","75.0","5.19","5.2","0.0019","否","2023-04-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.9305","2023-04-10","止损","4","5.1942","4.9266","-0.051519","False","-1.0","0.05","4.9305","0.001927","-0.125241"
"	000417","2023-07-13","CN","右侧","100.0","5.13","6.05","0.1793","是","2023-07-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.4464","2023-07-24","止损","7","5.1341","5.442","0.059979","False","1.233528","0.05","4.8735","0.153996","-0.015595"
"	000417","2023-08-23","CN","左侧","75.0","5.6","5.76","0.0286","否","2023-08-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.51","2023-09-06","时间止损","10","5.6045","5.5056","-0.017644","False","-0.321429","0.05","5.32","0.028571","-0.0375"
"	000417","2023-09-27","CN","左侧","75.0","5.4","5.48","0.0148","否","2023-09-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.13","2023-10-13","止损","6","5.4043","5.1259","-0.051519","False","-1.0","0.05","5.13","0.014815","-0.057407"
"	000417","2023-12-27","CN","左侧","70.0","4.92","5.25","0.0671","否","2023-12-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.92","2024-01-17","止损","14","4.9239","4.9161","-0.001599","False","0.0","0.05","4.674","0.067073","-0.012195"
"	000417","2024-04-15","CN","右侧","100.0","4.62","4.93","0.0671","否","2024-04-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.389","2024-04-16","止损","1","4.6237","4.3855","-0.051519","False","-1.0","0.05","4.389","0.008658","-0.054113"
"	000417","2024-05-31","CN","左侧","70.0","4.73","4.74","0.0021","否","2024-06-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.4935","2024-06-05","止损","3","4.7338","4.4899","-0.051519","False","-1.0","0.05","4.4935","0.002114","-0.05074"
"	000417","2024-08-14","CN","左侧","70.0","4.19","4.26","0.0167","否","2024-08-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.11","2024-08-28","时间止损","10","4.1934","4.1067","-0.020661","False","-0.381862","0.05","3.9805","0.016706","-0.038186"
"	000417","2024-09-19","CN","右侧","75.0","4.2","5.49","0.3071","是","2024-09-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.692","2024-09-30","止损","7","4.2034","4.6882","0.115357","False","2.342857","0.05","3.99","0.214286","-0.009524"
"	000417","2024-11-04","CN","左侧","70.0","5.23","6.73","0.2868","是","2024-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.2716","2024-11-15","止损","9","5.2342","5.2674","0.006343","False","0.159082","0.05","4.9685","0.095602","-0.032505"
"	000417","2024-12-24","CN","左侧","70.0","6.02","7.07","0.1744","是","2024-12-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.719","2024-12-25","止损","1","6.0248","5.7144","-0.051519","False","-1.0","0.05","5.719","0.003322","-0.05814"
"	000417","2025-02-11","CN","左侧","70.0","5.71","5.77","0.0105","否","2025-02-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.4245","2025-02-18","止损","5","5.7146","5.4202","-0.051519","False","-1.0","0.05","5.4245","0.010508","-0.06655"
"	000417","2025-04-02","CN","左侧","90.0","5.49","6.83","0.2441","是","2025-04-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.2348","2025-04-07","止损","2","5.4944","5.2306","-0.048009","False","-0.92969","0.05","5.2155","0.03643","-0.076503"
"	000417","2025-07-31","CN","右侧","85.0","5.68","6.95","0.2236","是","2025-08-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.394","2025-08-14","止损","10","5.6845","6.3889","0.123905","False","2.514085","0.05","5.396","0.223592","-0.033451"
"	000417","2025-09-15","CN","左侧","70.0","6.33","8.0","0.2638","是","2025-09-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.0135","2025-09-19","止损","4","6.3351","6.0087","-0.051519","False","-1.0","0.05","6.0135","0.017378","-0.055292"
"	000417","2026-01-08","CN","左侧","75.0","7.85","9.49","0.2089","是","2026-01-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.85","2026-01-14","止损","4","7.8563","7.8437","-0.001599","False","0.0","0.05","7.4575","0.081529","-0.014013"
"	000417","2026-02-06","CN","左侧","75.0","8.4","8.49","0.0107","否","2026-02-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.98","2026-02-26","止损","8","8.4067","7.9736","-0.051519","False","-1.0","0.05","7.98","0.010714","-0.071429"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000420","2023-06-29","CN","右侧","75.0","3.54","3.79","0.0706","否","2023-06-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.54","2023-06-30","止损","1","3.5428","3.5372","-0.001599","False","0.0","0.05","3.363","0.056497","-0.008475"
"	000420","2023-11-06","CN","右侧","85.0","3.17","3.34","0.0536","否","2023-11-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.16","2023-11-20","时间止损","10","3.1725","3.1575","-0.004748","False","-0.063091","0.05","3.0115","0.031546","-0.025237"
"	000420","2024-03-04","CN","右侧","90.0","2.82","4.03","0.4291","是","2024-03-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","2.7324","2024-03-08","止损","4","2.8223","2.7302","-0.032613","False","-0.621277","0.05","2.679","0.053191","-0.035461"
"	000420","2024-05-13","CN","左侧","75.0","3.57","4.57","0.2801","是","2024-05-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.8824","2024-05-17","止损","4","3.5729","3.8793","0.085768","False","1.75014","0.05","3.3915","0.182073","-0.002801"
"	000420","2024-07-19","CN","左侧","75.0","3.08","3.34","0.0844","否","2024-07-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.08","2024-08-15","止损","19","3.0825","3.0775","-0.001599","False","0.0","0.05","2.926","0.084416","-0.042208"
"	000420","2024-08-21","CN","左侧","70.0","2.98","3.03","0.0168","否","2024-08-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","2.831","2024-08-29","止损","6","2.9824","2.8287","-0.051519","False","-1.0","0.05","2.831","0.013423","-0.050336"
"	000420","2024-09-25","CN","右侧","75.0","2.96","3.96","0.3378","是","2024-09-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.4592","2024-10-08","止损","4","2.9624","3.4564","0.16678","False","3.372973","0.05","2.812","0.27027","0.0"
"	000420","2024-12-25","CN","左侧","70.0","3.72","3.83","0.0296","否","2024-12-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.534","2025-01-02","止损","5","3.723","3.5312","-0.051519","False","-1.0","0.05","3.534","0.02957","-0.067204"
"	000420","2025-06-11","CN","左侧","70.0","4.08","4.1","0.0049","否","2025-06-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.876","2025-06-18","止损","5","4.0833","3.8729","-0.051519","False","-1.0","0.05","3.876","0.004902","-0.051471"
"	000420","2025-08-04","CN","左侧","70.0","4.02","4.75","0.1816","是","2025-08-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.37","2025-08-28","止损","18","4.0232","4.3665","0.085327","False","1.741294","0.05","3.819","0.181592","-0.002488"
"	000420","2025-09-10","CN","左侧","90.0","4.22","4.84","0.1469","是","2025-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.4528","2025-09-22","止损","8","4.2234","4.4492","0.053479","False","1.103318","0.05","4.009","0.146919","-0.014218"
"	000420","2025-11-05","CN","右侧","85.0","4.29","4.36","0.0163","否","2025-11-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.0755","2025-11-18","止损","9","4.2934","4.0722","-0.051519","False","-1.0","0.05","4.0755","0.016317","-0.058275"
"	000420","2026-02-05","CN","左侧","70.0","4.57","5.3","0.1597","是","2026-02-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.57","2026-02-25","止损","8","4.5737","4.5663","-0.001599","False","0.0","0.05","4.3415","0.056893","-0.030635"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000425","2023-04-06","CN","左侧","70.0","7.08","7.09","0.0014","否","2023-04-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.726","2023-04-12","止损","4","7.0857","6.7206","-0.051519","False","-1.0","0.05","6.726","0.0","-0.053672"
"	000425","2023-09-04","CN","右侧","85.0","6.72","6.86","0.0208","否","2023-09-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.55","2023-09-18","时间止损","10","6.7254","6.5448","-0.026856","False","-0.505952","0.05","6.384","0.020833","-0.046131"
"	000425","2023-11-17","CN","左侧","70.0","5.69","5.88","0.0334","否","2023-11-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.55","2023-12-01","时间止损","10","5.6946","5.5456","-0.026164","False","-0.492091","0.05","5.4055","0.033392","-0.043937"
"	000425","2024-02-02","CN","右侧","90.0","5.47","6.49","0.1865","是","2024-02-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.47","2024-02-05","止损","1","5.4744","5.4656","-0.001599","False","0.0","0.05","5.1965","0.056673","0.0"
