"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标","入场日期","止损阈值","手续费bps","滑点bps","ATR周期","初始止损ATR倍数","移动止损模式","跟踪ATR倍数","回撤止损比例","保本触发R","锁盈触发R","锁盈保留R","分批止盈触发R","分批止盈比例","time_stop_bars","出场价格","出场日期","出场原因","持有K线数","入场成交价","出场成交价","单笔收益率","是否触发分批止盈","R倍数","初始风险比例","初始止损价","最大有利波动","最大不利波动"
"	002643","2023-05-12","CN","左侧","70.0","17.15","17.16","0.0006","否","2023-05-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.2925","2023-05-15","止损","1","17.1637","16.2795","-0.051519","False","-1.0","0.05","16.2925","0.000583","-0.072886"
"	002643","2023-10-12","CN","左侧","75.0","17.07","17.42","0.0205","否","2023-10-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.2165","2023-10-19","止损","5","17.0837","16.2035","-0.051519","False","-1.0","0.05","16.2165","0.007616","-0.050967"
"	002643","2023-11-29","CN","右侧","85.0","16.84","16.84","0.0","否","2023-11-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.998","2023-12-01","止损","2","16.8535","15.9852","-0.051519","False","-1.0","0.05","15.998","0.0","-0.053444"
"	002643","2023-12-28","CN","右侧","85.0","16.33","16.71","0.0233","否","2023-12-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.5135","2024-01-08","止损","6","16.3431","15.5011","-0.051519","False","-1.0","0.05","15.5135","0.02327","-0.056338"
"	002643","2024-07-31","CN","右侧","75.0","9.58","9.75","0.0177","否","2024-08-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.101","2024-08-05","止损","3","9.5877","9.0937","-0.051519","False","-1.0","0.05","9.101","0.017745","-0.053236"
"	002643","2024-09-24","CN","右侧","75.0","8.58","11.41","0.3298","是","2024-09-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.4972","2024-10-10","止损","7","8.5869","10.4888","0.221494","False","4.468998","0.05","8.151","0.329837","-0.019814"
"	002643","2024-11-21","CN","左侧","70.0","10.83","14.99","0.3841","是","2024-11-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.2885","2024-11-27","止损","4","10.8387","10.2803","-0.051519","False","-1.0","0.05","10.2885","0.012927","-0.072946"
"	002643","2025-03-20","CN","左侧","70.0","11.45","11.74","0.0253","否","2025-03-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.8775","2025-04-03","止损","10","11.4592","10.8688","-0.051519","False","-1.0","0.05","10.8775","0.025328","-0.051528"
"	002643","2025-06-16","CN","左侧","70.0","10.87","11.68","0.0745","否","2025-06-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.56","2025-07-14","时间出场","20","10.8787","11.5508","0.061777","False","1.269549","0.05","10.3265","0.074517","-0.017479"
"	002643","2025-10-29","CN","右侧","90.0","13.99","14.79","0.0572","否","2025-10-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.2905","2025-11-05","止损","5","14.0012","13.2799","-0.051519","False","-1.0","0.05","13.2905","0.025733","-0.054325"
"	002643","2025-12-09","CN","左侧","70.0","14.12","16.38","0.1601","是","2025-12-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.0696","2025-12-23","止损","10","14.1313","15.0575","0.065546","False","1.345042","0.05","13.414","0.160057","-0.018414"
"	002643","2026-02-06","CN","左侧","70.0","16.76","18.05","0.077","否","2026-02-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.76","2026-03-03","止损","11","16.7734","16.7466","-0.001599","False","0.0","0.05","15.922","0.076969","-0.00179"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002645","2023-04-21","CN","左侧","70.0","15.39","15.39","0.0","否","2023-04-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.6205","2023-04-25","止损","2","15.4023","14.6088","-0.051519","False","-1.0","0.05","14.6205","0.0","-0.108512"
"	002645","2023-09-13","CN","左侧","70.0","9.86","10.05","0.0193","否","2023-09-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.367","2023-09-21","止损","6","9.8679","9.3595","-0.051519","False","-1.0","0.05","9.367","0.01927","-0.052738"
"	002645","2023-10-27","CN","右侧","85.0","9.57","10.85","0.1338","是","2023-10-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.73","2023-11-24","时间出场","20","9.5777","10.7214","0.11942","False","2.424242","0.05","9.0915","0.133751","-0.014629"
"	002645","2023-12-20","CN","左侧","70.0","10.7","11.56","0.0804","否","2023-12-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.7","2023-12-29","止损","7","10.7086","10.6914","-0.001599","False","0.0","0.05","10.165","0.058879","-0.019626"
"	002645","2024-05-22","CN","左侧","70.0","9.1","9.18","0.0088","否","2024-05-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.645","2024-05-27","止损","3","9.1073","8.6381","-0.051519","False","-1.0","0.05","8.645","0.0","-0.054945"
"	002645","2024-08-07","CN","左侧","90.0","6.3","6.41","0.0175","否","2024-08-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.985","2024-08-15","止损","6","6.305","5.9802","-0.051519","False","-1.0","0.05","5.985","0.015873","-0.055556"
"	002645","2024-11-04","CN","右侧","100.0","8.2","8.79","0.072","否","2024-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.2","2024-11-05","止损","1","8.2066","8.1934","-0.001599","False","0.0","0.05","7.79","0.057317","-0.002439"
"	002645","2025-07-04","CN","左侧","70.0","8.96","16.65","0.8583","是","2025-07-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.614","2025-07-11","止损","5","8.9672","9.6063","0.071276","False","1.459821","0.05","8.512","0.166295","-0.00558"
"	002645","2025-10-20","CN","左侧","75.0","14.86","18.6","0.2517","是","2025-10-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.86","2025-10-22","止损","2","14.8719","14.8481","-0.001599","False","0.0","0.05","14.117","0.061911","-0.010767"
"	002645","2025-11-19","CN","左侧","70.0","14.9","15.22","0.0215","否","2025-11-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.8","2025-12-08","时间止损","10","14.9119","14.7882","-0.008299","False","-0.134228","0.05","14.155","0.021477","-0.049664"
"	002645","2026-01-05","CN","右侧","90.0","15.04","17.76","0.1809","是","2026-01-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.04","2026-01-14","止损","7","15.052","15.028","-0.001599","False","0.0","0.05","14.288","0.05984","-0.012633"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002648","2023-04-13","CN","左侧","75.0","15.73","16.59","0.0547","否","2023-04-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.2628","2023-04-20","止损","5","15.7426","15.2506","-0.031252","False","-0.594024","0.05","14.9435","0.054673","-0.06993"
"	002648","2023-06-05","CN","右侧","75.0","14.12","15.5","0.0977","否","2023-06-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.08","2023-07-05","时间出场","20","14.1313","15.0679","0.066281","False","1.359773","0.05","13.414","0.097734","-0.015581"
"	002648","2023-09-05","CN","左侧","75.0","15.87","16.23","0.0227","否","2023-09-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.73","2023-09-19","时间止损","10","15.8827","15.7174","-0.010406","False","-0.176434","0.05","15.0765","0.003781","-0.032136"
"	002648","2023-10-25","CN","右侧","85.0","16.09","16.5","0.0255","否","2023-10-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.75","2023-11-08","时间止损","10","16.1029","15.7374","-0.022696","False","-0.422623","0.05","15.2855","0.025482","-0.033561"
"	002648","2024-02-06","CN","右侧","75.0","14.5","17.29","0.1924","是","2024-02-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","17.13","2024-03-13","时间出场","20","14.5116","17.1163","0.179491","False","3.627586","0.05","13.775","0.192414","-0.006207"
"	002648","2024-05-16","CN","左侧","75.0","18.75","19.52","0.0411","否","2024-05-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.31","2024-05-30","时间止损","10","18.765","18.2954","-0.025028","False","-0.469333","0.05","17.8125","0.041067","-0.0288"
"	002648","2024-07-12","CN","左侧","70.0","17.81","18.4","0.0331","否","2024-07-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.928","2024-07-24","止损","8","17.8242","16.9145","-0.051042","False","-0.990455","0.05","16.9195","0.033127","-0.063448"
"	002648","2024-08-30","CN","右侧","75.0","16.25","20.54","0.264","是","2024-09-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.4375","2024-09-05","止损","4","16.263","15.4252","-0.051519","False","-1.0","0.05","15.4375","0.012308","-0.067692"
"	002648","2024-12-24","CN","右侧","75.0","18.47","20.49","0.1094","是","2024-12-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.98","2025-01-08","时间止损","10","18.4848","18.9648","0.025969","False","0.552247","0.05","17.5465","0.043855","-0.02653"
"	002648","2025-03-18","CN","左侧","70.0","21.53","23.19","0.0771","否","2025-03-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","21.53","2025-04-03","止损","12","21.5472","21.5128","-0.001599","False","0.0","0.05","20.4535","0.077102","-0.03019"
"	002648","2025-05-26","CN","左侧","100.0","17.53","17.58","0.0029","否","2025-05-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.6535","2025-06-03","止损","5","17.544","16.6402","-0.051519","False","-1.0","0.05","16.6535","0.002852","-0.0502"
"	002648","2025-06-27","CN","右侧","75.0","17.37","18.94","0.0904","否","2025-06-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.6","2025-07-25","时间出场","20","17.3839","18.5851","0.0691","False","1.416235","0.05","16.5015","0.090386","-0.02015"
"	002648","2025-09-22","CN","左侧","70.0","18.92","20.0","0.0571","否","2025-09-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.92","2025-10-13","止损","9","18.9351","18.9049","-0.001599","False","0.0","0.05","17.974","0.057082","-0.031184"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002651","2023-04-07","CN","右侧","75.0","7.73","7.73","0.0","否","2023-04-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.3435","2023-04-13","止损","4","7.7362","7.3376","-0.051519","False","-1.0","0.05","7.3435","0.0","-0.050453"
"	002651","2023-07-26","CN","左侧","70.0","7.72","7.8","0.0104","否","2023-07-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.48","2023-08-09","时间止损","10","7.7262","7.474","-0.032637","False","-0.621762","0.05","7.334","0.010363","-0.036269"
"	002651","2023-08-29","CN","右侧","85.0","8.3","8.3","0.0","否","2023-08-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.885","2023-08-30","止损","1","8.3066","7.8787","-0.051519","False","-1.0","0.05","7.885","0.0","-0.060241"
"	002651","2023-11-10","CN","左侧","90.0","7.11","7.35","0.0338","否","2023-11-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.09","2023-11-24","时间止损","10","7.1157","7.0843","-0.004407","False","-0.056259","0.05","6.7545","0.033755","-0.008439"
"	002651","2024-04-22","CN","右侧","85.0","5.88","6.23","0.0595","否","2024-04-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.88","2024-05-15","止损","14","5.8847","5.8753","-0.001599","False","0.0","0.05","5.586","0.059524","-0.027211"
"	002651","2024-05-24","CN","左侧","70.0","5.81","6.44","0.1084","是","2024-05-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.9248","2024-05-31","止损","5","5.8146","5.9201","0.018129","False","0.395181","0.05","5.5195","0.108434","-0.025818"
"	002651","2024-09-25","CN","右侧","75.0","5.08","6.48","0.2756","是","2024-09-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.4556","2024-09-30","止损","3","5.0841","5.4512","0.07222","False","1.47874","0.05","4.826","0.167323","-0.005906"
"	002651","2024-11-04","CN","右侧","90.0","6.52","8.9","0.365","是","2024-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.52","2024-11-05","止损","1","6.5252","6.5148","-0.001599","False","0.0","0.05","6.194","0.078221","-0.001534"
"	002651","2024-12-31","CN","右侧","100.0","7.08","7.5","0.0593","否","2025-01-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.08","2025-01-02","止损","1","7.0857","7.0743","-0.001599","False","0.0","0.05","6.726","0.059322","-0.031073"
"	002651","2025-07-25","CN","左侧","70.0","11.98","16.37","0.3664","是","2025-07-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.98","2025-08-04","止损","6","11.9896","11.9704","-0.001599","False","0.0","0.05","11.381","0.080134","-0.035893"
"	002651","2025-10-13","CN","右侧","75.0","11.86","12.38","0.0438","否","2025-10-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.267","2025-10-15","止损","2","11.8695","11.258","-0.051519","False","-1.0","0.05","11.267","0.003373","-0.060708"
"	002651","2025-11-17","CN","右侧","85.0","11.32","12.45","0.0998","否","2025-11-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.754","2025-11-21","止损","4","11.3291","10.7454","-0.051519","False","-1.0","0.05","10.754","0.000883","-0.075972"
"	002651","2025-12-23","CN","左侧","75.0","10.86","12.88","0.186","是","2025-12-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.8496","2026-01-15","止损","15","10.8687","11.8401","0.089379","False","1.822468","0.05","10.317","0.186004","-0.004604"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002653","2023-05-05","CN","左侧","75.0","24.83","27.29","0.0991","否","2023-05-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","25.1068","2023-05-31","止损","18","24.8499","25.0867","0.009531","False","0.222956","0.05","23.5885","0.099074","-0.033427"
"	002653","2023-07-04","CN","右侧","75.0","24.35","25.63","0.0526","否","2023-07-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.5796","2023-07-05","止损","1","24.3695","23.5607","-0.033187","False","-0.632772","0.05","23.1325","0.052567","-0.044353"
"	002653","2023-08-31","CN","左侧","70.0","21.37","24.14","0.1296","是","2023-09-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","22.13","2023-09-14","时间止损","10","21.3871","22.1123","0.033908","False","0.711277","0.05","20.3015","0.048198","-0.047263"
"	002653","2023-10-20","CN","左侧","90.0","22.9","26.35","0.1507","是","2023-10-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","24.242","2023-11-02","止损","9","22.9183","24.2226","0.05691","False","1.172052","0.05","21.755","0.150655","-0.019214"
"	002653","2023-11-30","CN","左侧","75.0","24.3","24.45","0.0062","否","2023-12-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.085","2023-12-04","止损","2","24.3194","23.0665","-0.051519","False","-1.0","0.05","23.085","0.006173","-0.058436"
"	002653","2024-02-07","CN","右侧","85.0","23.65","27.99","0.1835","是","2024-02-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.65","2024-02-08","止损","1","23.6689","23.6311","-0.001599","False","0.0","0.05","22.4675","0.07315","-0.011416"
"	002653","2024-08-16","CN","右侧","90.0","30.39","34.41","0.1323","是","2024-08-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","31.2","2024-08-30","时间止损","10","30.4143","31.175","0.025012","False","0.53307","0.05","28.8705","0.036854","-0.042448"
"	002653","2024-11-21","CN","右侧","75.0","36.0","39.64","0.1011","是","2024-11-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","36.0","2024-11-27","止损","4","36.0288","35.9712","-0.001599","False","0.0","0.05","34.2","0.073889","-0.048611"
"	002653","2024-12-20","CN","左侧","90.0","34.79","34.92","0.0037","否","2024-12-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","33.0505","2024-12-25","止损","3","34.8178","33.0241","-0.051519","False","-1.0","0.05","33.0505","0.003737","-0.051164"
"	002653","2025-02-24","CN","右侧","85.0","32.57","37.73","0.1584","是","2025-02-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","35.98","2025-03-24","时间出场","20","32.5961","35.9512","0.102931","False","2.093951","0.05","30.9415","0.158428","-0.032852"
"	002653","2025-09-10","CN","左侧","70.0","56.0","59.89","0.0695","否","2025-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","56.0","2025-09-11","止损","1","56.0448","55.9552","-0.001599","False","0.0","0.05","53.2","0.06","-0.026607"
"	002653","2026-01-09","CN","左侧","75.0","57.3","57.87","0.0099","否","2026-01-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","54.435","2026-01-12","止损","1","57.3458","54.3915","-0.051519","False","-1.0","0.05","54.435","0.009948","-0.092496"
"	002653","2026-03-12","CN","左侧","75.0","46.65","59.32","0.2716","是","2026-03-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","51.244","2026-03-27","止损","11","46.6873","51.203","0.096722","False","1.969561","0.05","44.3175","0.193998","-0.009646"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002654","2023-11-28","CN","左侧","70.0","14.54","14.92","0.0261","否","2023-11-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.813","2023-11-30","止损","2","14.5516","13.8019","-0.051519","False","-1.0","0.05","13.813","0.026135","-0.086657"
"	002654","2024-02-22","CN","右侧","100.0","10.81","13.41","0.2405","是","2024-02-23","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.81","2024-02-26","止损","2","10.8186","10.8014","-0.001599","False","0.0","0.05","10.2695","0.06383","-0.012026"
"	002654","2024-04-01","CN","左侧","70.0","12.1","12.2","0.0083","否","2024-04-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.495","2024-04-02","止损","1","12.1097","11.4858","-0.051519","False","-1.0","0.05","11.495","0.008264","-0.071074"
"	002654","2024-09-25","CN","右侧","75.0","9.56","18.01","0.8839","是","2024-09-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.56","2024-09-26","止损","1","9.5676","9.5524","-0.001599","False","0.0","0.05","9.082","0.061715","0.0"
"	002654","2024-12-16","CN","左侧","70.0","13.59","13.84","0.0184","否","2024-12-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.9105","2024-12-18","止损","2","13.6009","12.9002","-0.051519","False","-1.0","0.05","12.9105","0.005887","-0.058131"
"	002654","2025-05-19","CN","右侧","75.0","11.76","12.85","0.0927","否","2025-05-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.8036","2025-05-20","止损","1","11.7694","11.7942","0.002103","False","0.07415","0.05","11.172","0.090986","-0.003401"
"	002654","2025-06-24","CN","右侧","75.0","12.32","12.9","0.0471","否","2025-06-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.35","2025-07-08","时间止损","10","12.3299","12.3401","0.000832","False","0.048701","0.05","11.704","0.047078","-0.033279"
"	002654","2025-08-13","CN","右侧","90.0","12.18","14.66","0.2036","是","2025-08-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.5488","2025-08-28","止损","11","12.1897","12.5388","0.028632","False","0.605583","0.05","11.571","0.119869","-0.02381"
"	002654","2025-11-04","CN","左侧","70.0","15.39","17.79","0.1559","是","2025-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.39","2025-11-07","止损","3","15.4023","15.3777","-0.001599","False","0.0","0.05","14.6205","0.061728","-0.018843"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002655","2023-04-19","CN","左侧","70.0","12.71","12.85","0.011","否","2023-04-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.0745","2023-04-24","止损","3","12.7202","12.0648","-0.051519","False","-1.0","0.05","12.0745","0.011015","-0.074744"
"	002655","2023-05-23","CN","左侧","70.0","12.02","13.24","0.1015","是","2023-05-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.95","2023-06-20","时间出场","20","12.0296","12.9396","0.075649","False","1.547421","0.05","11.419","0.101498","-0.009983"
"	002655","2023-07-11","CN","左侧","70.0","12.8","14.6","0.1406","是","2023-07-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.8","2023-07-13","止损","2","12.8102","12.7898","-0.001599","False","0.0","0.05","12.16","0.074219","-0.023438"
"	002655","2023-10-11","CN","右侧","90.0","12.08","13.71","0.1349","是","2023-10-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.4424","2023-10-16","止损","3","12.0897","12.4324","0.028353","False","0.6","0.05","11.476","0.115894","-0.006623"
"	002655","2023-11-24","CN","右侧","75.0","13.35","14.06","0.0532","否","2023-11-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.9352","2023-11-30","止损","4","13.3607","12.9249","-0.03262","False","-0.621423","0.05","12.6825","0.053184","-0.038951"
"	002655","2023-12-29","CN","右侧","75.0","13.8","13.84","0.0029","否","2024-01-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.11","2024-01-05","止损","4","13.811","13.0995","-0.051519","False","-1.0","0.05","13.11","0.002899","-0.067391"
"	002655","2024-03-01","CN","右侧","90.0","10.57","11.57","0.0946","否","2024-03-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.0415","2024-03-07","止损","4","10.5785","10.0335","-0.051519","False","-1.0","0.05","10.0415","0.007569","-0.053926"
"	002655","2024-04-12","CN","左侧","70.0","10.22","10.98","0.0744","否","2024-04-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.709","2024-04-15","止损","1","10.2282","9.7012","-0.051519","False","-1.0","0.05","9.709","0.018591","-0.080235"
"	002655","2024-05-31","CN","右侧","100.0","11.09","12.77","0.1515","是","2024-06-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.5355","2024-06-04","止损","2","11.0989","10.5271","-0.051519","False","-1.0","0.05","10.5355","0.014427","-0.066727"
"	002655","2024-08-16","CN","右侧","90.0","10.84","10.98","0.0129","否","2024-08-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.298","2024-08-22","止损","4","10.8487","10.2898","-0.051519","False","-1.0","0.05","10.298","0.000923","-0.059963"
"	002655","2024-11-14","CN","左侧","70.0","13.41","14.58","0.0872","否","2024-11-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.4136","2024-11-15","止损","1","13.4207","13.4029","-0.001331","False","0.005369","0.05","12.7395","0.087248","0.0"
"	002655","2025-08-01","CN","左侧","75.0","12.81","14.97","0.1686","是","2025-08-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.4","2025-08-29","时间出场","20","12.8202","14.3885","0.122325","False","2.482436","0.05","12.1695","0.168618","-0.003123"
"	002655","2025-11-11","CN","右侧","85.0","12.9","13.21","0.024","否","2025-11-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.255","2025-11-19","止损","6","12.9103","12.2452","-0.051519","False","-1.0","0.05","12.255","0.003101","-0.064341"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	002667","2023-05-24","CN","左侧","70.0","16.2","17.59","0.0858","否","2023-05-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.39","2023-06-07","止损","10","16.213","15.3777","-0.051519","False","-1.0","0.05","15.39","0.023457","-0.090123"
"	002667","2023-11-24","CN","左侧","75.0","12.54","12.54","0.0","否","2023-11-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.913","2023-11-30","止损","4","12.55","11.9035","-0.051519","False","-1.0","0.05","11.913","0.0","-0.066986"
