"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标"
"	000938","2023-07-05","CN","左侧","90.0","30.9","32.28","0.0447","否"
"	603599","2023-07-05","CN","右侧","90.0","27.96","28.03","0.0025","否"
"	002202","2023-07-05","CN","左侧","70.0","10.64","11.24","0.0564","否"
"	600999","2023-07-05","CN","左侧","70.0","13.84","15.36","0.1098","是"
"	002759","2023-07-06","CN","左侧","75.0","13.71","13.9","0.0139","否"
"	600584","2023-07-06","CN","左侧","70.0","31.45","37.08","0.179","是"
"	601012","2023-07-06","CN","左侧","70.0","27.75","31.31","0.1283","是"
"	000558","2023-07-07","CN","右侧","100.0","3.27","3.44","0.052","否"
"	600528","2023-07-07","CN","左侧","90.0","9.84","10.5","0.0671","否"
"	601975","2023-07-07","CN","右侧","75.0","3.03","3.35","0.1056","是"
"	603256","2023-07-07","CN","左侧","70.0","8.2","8.78","0.0707","否"
"	002373","2023-07-10","CN","右侧","75.0","14.02","14.35","0.0235","否"
"	002135","2023-07-11","CN","右侧","100.0","6.59","7.35","0.1153","是"
"	000636","2023-07-11","CN","右侧","85.0","15.82","16.65","0.0525","否"
"	603005","2023-07-11","CN","右侧","75.0","20.8","25.78","0.2394","是"
"	688114","2023-07-12","CN","左侧","70.0","90.7","98.0","0.0805","否"
"	300398","2023-07-12","CN","右侧","85.0","17.48","19.63","0.123","是"
"	601869","2023-07-14","CN","右侧","75.0","36.73","37.18","0.0123","否"
"	603486","2023-07-14","CN","左侧","75.0","73.06","79.89","0.0935","否"
"	002431","2023-07-14","CN","左侧","70.0","2.45","3.05","0.2449","是"
"	600703","2023-07-14","CN","左侧","70.0","17.15","17.31","0.0093","否"
"	600988","2023-07-17","CN","右侧","100.0","14.71","15.75","0.0707","否"
"	002294","2023-07-17","CN","左侧","70.0","32.28","33.85","0.0486","否"
"	300699","2023-07-17","CN","左侧","70.0","29.43","30.68","0.0425","否"
"	605006","2023-07-17","CN","右侧","90.0","7.63","7.94","0.0406","否"
"	002519","2023-07-18","CN","左侧","90.0","6.16","6.18","0.0032","否"
"	002100","2023-07-18","CN","右侧","75.0","8.35","8.43","0.0096","否"
"	002155","2023-07-18","CN","左侧","70.0","13.01","13.15","0.0108","否"
"	002309","2023-07-19","CN","右侧","85.0","4.03","4.48","0.1117","是"
"	603738","2023-07-19","CN","左侧","70.0","16.18","16.74","0.0346","否"
"	603759","2023-07-19","CN","右侧","100.0","9.2","9.35","0.0163","否"
"	601615","2023-07-19","CN","左侧","75.0","17.02","18.25","0.0723","否"
"	000735","2023-07-19","CN","左侧","70.0","6.69","6.94","0.0374","否"
"	603667","2023-07-20","CN","左侧","70.0","14.92","15.24","0.0214","否"
"	000983","2023-07-20","CN","右侧","85.0","9.0","9.16","0.0178","否"
"	601636","2023-07-20","CN","右侧","85.0","8.79","9.42","0.0717","否"
"	002728","2023-07-20","CN","左侧","75.0","15.31","17.4","0.1365","是"
"	600619","2023-07-20","CN","左侧","70.0","6.28","6.57","0.0462","否"
"	002241","2023-07-21","CN","左侧","75.0","17.55","18.3","0.0427","否"
"	002611","2023-07-21","CN","左侧","75.0","5.46","5.64","0.033","否"
"	002025","2023-07-21","CN","左侧","70.0","59.51","60.38","0.0146","否"
"	002402","2023-07-21","CN","左侧","70.0","16.06","16.85","0.0492","否"
"	002415","2023-07-21","CN","左侧","70.0","33.34","37.65","0.1293","是"
"	601330","2023-07-21","CN","左侧","70.0","7.46","7.68","0.0295","否"
"	603933","2023-07-21","CN","左侧","70.0","18.65","18.96","0.0166","否"
"	600285","2023-07-24","CN","右侧","85.0","15.83","16.42","0.0373","否"
"	600176","2023-07-25","CN","右侧","100.0","14.44","15.18","0.0512","否"
"	002956","2023-07-25","CN","右侧","90.0","15.3","15.95","0.0425","否"
"	002271","2023-07-25","CN","右侧","85.0","29.23","32.18","0.1009","是"
"	601888","2023-07-25","CN","右侧","75.0","118.22","130.26","0.1018","是"
"	002131","2023-07-27","CN","右侧","90.0","2.31","2.5","0.0823","否"
"	601231","2023-07-27","CN","左侧","75.0","14.98","15.17","0.0127","否"
"	600000","2023-07-28","CN","右侧","100.0","7.55","7.65","0.0132","否"
"	600436","2023-07-28","CN","右侧","85.0","292.0","298.5","0.0223","否"
"	600998","2023-07-31","CN","右侧","90.0","9.88","9.97","0.0091","否"
"	603380","2023-07-31","CN","左侧","90.0","23.57","24.65","0.0458","否"
"	002153","2023-07-31","CN","右侧","75.0","13.87","14.37","0.036","否"
"	002413","2023-07-31","CN","左侧","70.0","5.31","5.4","0.0169","否"
"	603800","2023-07-31","CN","左侧","75.0","30.5","33.54","0.0997","否"
"	002549","2023-08-01","CN","左侧","75.0","11.43","12.48","0.0919","否"
"	601609","2023-08-01","CN","右侧","75.0","6.85","6.87","0.0029","否"
"	603496","2023-08-01","CN","左侧","70.0","18.0","22.5","0.25","是"
"	002557","2023-08-02","CN","左侧","75.0","40.73","41.87","0.028","否"
"	002320","2023-08-02","CN","右侧","90.0","6.36","6.39","0.0047","否"
"	601778","2023-08-02","CN","左侧","75.0","4.84","4.97","0.0269","否"
"	600343","2023-08-02","CN","左侧","70.0","10.4","10.6","0.0192","否"
"	002385","2023-08-03","CN","左侧","70.0","7.01","7.13","0.0171","否"
"	600570","2023-08-04","CN","右侧","90.0","41.0","41.8","0.0195","否"
"	003007","2023-08-04","CN","右侧","85.0","25.7","35.39","0.377","是"
"	002759","2023-08-07","CN","右侧","90.0","13.73","13.77","0.0029","否"
"	600528","2023-08-07","CN","右侧","90.0","9.91","9.97","0.0061","否"
"	002371","2023-08-08","CN","左侧","70.0","282.2","288.88","0.0237","否"
"	002171","2023-08-09","CN","左侧","70.0","7.25","7.29","0.0055","否"
"	601975","2023-08-09","CN","左侧","90.0","3.18","3.66","0.1509","是"
"	002173","2023-08-09","CN","右侧","85.0","8.93","9.98","0.1176","是"
"	000997","2023-08-09","CN","左侧","75.0","19.11","20.18","0.056","否"
"	601012","2023-08-10","CN","左侧","75.0","30.15","30.15","0.0","否"
"	600550","2023-08-10","CN","左侧","70.0","5.21","5.24","0.0058","否"
"	603005","2023-08-10","CN","左侧","70.0","21.09","23.65","0.1214","是"
"	603337","2023-08-10","CN","左侧","70.0","20.4","21.63","0.0603","否"
"	688777","2023-08-10","CN","左侧","90.0","54.36","54.75","0.0072","否"
"	603659","2023-08-11","CN","左侧","70.0","37.88","38.1","0.0058","否"
"	002050","2023-08-11","CN","左侧","70.0","27.3","30.99","0.1352","是"
"	600838","2023-08-14","CN","左侧","75.0","6.87","8.15","0.1863","是"
"	603486","2023-08-14","CN","左侧","70.0","73.13","74.08","0.013","否"
"	002135","2023-08-15","CN","左侧","75.0","6.52","6.68","0.0245","否"
"	601669","2023-08-15","CN","左侧","70.0","5.73","5.76","0.0052","否"
"	603707","2023-08-15","CN","左侧","70.0","13.18","13.55","0.0281","否"
"	600703","2023-08-16","CN","左侧","75.0","16.76","16.87","0.0066","否"
"	002431","2023-08-17","CN","左侧","70.0","2.76","2.94","0.0652","否"
"	603519","2023-08-18","CN","右侧","85.0","14.45","17.0","0.1765","是"
"	601636","2023-08-18","CN","左侧","75.0","8.38","9.18","0.0955","否"
"	600988","2023-08-18","CN","左侧","70.0","14.65","15.98","0.0908","否"
"	603297","2023-08-21","CN","左侧","70.0","84.59","89.75","0.061","否"
"	600285","2023-08-23","CN","左侧","90.0","15.66","18.27","0.1667","是"
"	603667","2023-08-23","CN","右侧","90.0","14.61","20.06","0.373","是"
"	600105","2023-08-24","CN","左侧","70.0","6.28","6.65","0.0589","否"
"	600660","2023-08-28","CN","右侧","90.0","37.63","38.9","0.0337","否"
"	600900","2023-08-28","CN","右侧","75.0","22.12","22.8","0.0307","否"
"	002625","2023-08-29","CN","右侧","75.0","15.04","15.3","0.0173","否"
"	002131","2023-08-29","CN","右侧","85.0","2.47","2.66","0.0769","否"
"	300750","2023-08-29","CN","右侧","75.0","239.4","242.0","0.0109","否"
"	000670","2023-08-30","CN","右侧","85.0","6.41","6.83","0.0655","否"
"	002413","2023-08-30","CN","右侧","85.0","5.29","5.59","0.0567","否"
"	603256","2023-08-30","CN","右侧","85.0","8.68","10.01","0.1532","是"
"	002728","2023-08-30","CN","左侧","70.0","15.55","16.5","0.0611","否"
"	603859","2023-08-30","CN","右侧","85.0","42.8","43.26","0.0107","否"
"	603933","2023-08-30","CN","右侧","75.0","17.07","20.87","0.2226","是"
"	002309","2023-08-31","CN","左侧","70.0","3.97","4.13","0.0403","否"
"	603380","2023-08-31","CN","右侧","90.0","23.59","24.2","0.0259","否"
"	688291","2023-08-31","CN","右侧","85.0","32.39","34.99","0.0803","否"
"	002294","2023-09-01","CN","左侧","90.0","27.79","29.92","0.0766","否"
"	601231","2023-09-01","CN","左侧","70.0","14.98","15.05","0.0047","否"
"	301008","2023-09-04","CN","左侧","70.0","30.5","30.79","0.0095","否"
"	600584","2023-09-04","CN","右侧","90.0","33.95","34.43","0.0141","否"
"	002271","2023-09-04","CN","右侧","75.0","30.1","30.42","0.0106","否"
"	000767","2023-09-05","CN","右侧","85.0","3.29","3.7","0.1246","是"
"	002156","2023-09-06","CN","右侧","90.0","21.0","21.09","0.0043","否"
"	300398","2023-09-06","CN","右侧","100.0","17.32","17.6","0.0162","否"
"	603068","2023-09-06","CN","右侧","90.0","28.58","28.98","0.014","否"
"	002310","2023-09-06","CN","左侧","70.0","2.55","2.89","0.1333","是"
"	600619","2023-09-07","CN","右侧","100.0","6.15","6.82","0.1089","是"
"	000070","2023-09-07","CN","右侧","90.0","7.95","9.3","0.1698","是"
"	002549","2023-09-08","CN","右侧","100.0","11.16","12.45","0.1156","是"
"	002519","2023-09-08","CN","右侧","90.0","5.65","5.76","0.0195","否"
"	600343","2023-09-08","CN","右侧","90.0","10.28","10.28","0.0","否"
"	002956","2023-09-08","CN","左侧","70.0","14.53","14.86","0.0227","否"
"	600000","2023-09-08","CN","左侧","70.0","7.02","7.2","0.0256","否"
"	002025","2023-09-11","CN","右侧","90.0","59.8","59.93","0.0022","否"
"	002078","2023-09-11","CN","左侧","70.0","11.74","12.35","0.052","否"
"	003007","2023-09-11","CN","左侧","70.0","25.53","28.6","0.1203","是"
"	603067","2023-09-11","CN","左侧","70.0","10.75","10.84","0.0084","否"
"	002959","2023-09-12","CN","右侧","85.0","63.83","65.55","0.0269","否"
"	600838","2023-09-12","CN","左侧","100.0","6.87","7.98","0.1616","是"
"	002371","2023-09-12","CN","左侧","70.0","262.62","265.29","0.0102","否"
"	603103","2023-09-14","CN","左侧","75.0","17.0","18.08","0.0635","否"
"	002385","2023-09-14","CN","左侧","70.0","6.56","7.78","0.186","是"
"	300169","2023-09-14","CN","左侧","70.0","7.6","8.56","0.1263","是"
"	605006","2023-09-14","CN","左侧","70.0","7.49","7.53","0.0053","否"
"	600893","2023-09-15","CN","左侧","75.0","38.26","38.42","0.0042","否"
"	000558","2023-09-15","CN","左侧","70.0","2.87","3.03","0.0557","否"
"	601636","2023-09-18","CN","左侧","90.0","8.28","8.45","0.0205","否"
"	600089","2023-09-19","CN","左侧","70.0","14.55","14.95","0.0275","否"
"	601615","2023-09-19","CN","左侧","90.0","15.15","16.17","0.0673","否"
"	300699","2023-09-19","CN","左侧","75.0","26.77","28.2","0.0534","否"
"	000001","2023-09-19","CN","左侧","70.0","11.2","11.32","0.0107","否"
"	000997","2023-09-19","CN","左侧","70.0","18.24","19.65","0.0773","否"
"	603297","2023-09-19","CN","左侧","70.0","83.92","88.25","0.0516","否"
"	002506","2023-09-20","CN","左侧","70.0","2.83","2.9","0.0247","否"
"	002603","2023-09-20","CN","右侧","85.0","23.01","24.34","0.0578","否"
"	601330","2023-09-20","CN","右侧","75.0","7.17","7.18","0.0014","否"
"	601012","2023-09-20","CN","左侧","70.0","25.59","27.98","0.0934","否"
"	601868","2023-09-20","CN","左侧","70.0","2.25","2.28","0.0133","否"
"	002050","2023-09-21","CN","左侧","75.0","27.63","30.53","0.105","是"
"	300048","2023-09-21","CN","左侧","75.0","5.03","5.34","0.0616","否"
"	000977","2023-09-22","CN","右侧","75.0","37.39","38.57","0.0316","否"
"	002173","2023-09-25","CN","右侧","90.0","8.55","9.43","0.1029","是"
"	603599","2023-09-25","CN","左侧","70.0","19.92","20.12","0.01","否"
"	000721","2023-09-26","CN","左侧","70.0","13.15","13.19","0.003","否"
"	000709","2023-09-26","CN","左侧","90.0","2.28","2.3","0.0088","否"
"	603759","2023-09-26","CN","左侧","75.0","8.91","9.06","0.0168","否"
"	601669","2023-09-27","CN","右侧","85.0","5.23","5.54","0.0593","否"
"	002940","2023-09-27","CN","右侧","75.0","19.26","21.39","0.1106","是"
"	601179","2023-09-27","CN","左侧","75.0","4.83","4.88","0.0104","否"
"	603005","2023-09-27","CN","左侧","70.0","21.4","24.84","0.1607","是"
"	000636","2023-09-28","CN","右侧","75.0","14.63","15.49","0.0588","否"
"	002241","2023-09-28","CN","右侧","75.0","16.23","18.78","0.1571","是"
"	300223","2023-09-28","CN","左侧","70.0","73.58","77.79","0.0572","否"
"	603256","2023-09-28","CN","左侧","70.0","8.42","9.22","0.095","否"
"	002155","2023-10-09","CN","左侧","75.0","12.15","12.58","0.0354","否"
"	002625","2023-10-10","CN","左侧","70.0","14.4","14.53","0.009","否"
"	688183","2023-10-10","CN","左侧","70.0","10.92","11.58","0.0604","否"
"	002364","2023-10-11","CN","右侧","100.0","7.72","9.45","0.2241","是"
"	603380","2023-10-11","CN","右侧","100.0","24.15","30.12","0.2472","是"
"	600703","2023-10-11","CN","右侧","85.0","16.09","16.35","0.0162","否"
"	000767","2023-10-12","CN","左侧","90.0","3.15","3.18","0.0095","否"
"	601975","2023-10-12","CN","左侧","90.0","3.18","3.33","0.0472","否"
"	000547","2023-10-12","CN","左侧","75.0","8.68","8.77","0.0104","否"
"	601609","2023-10-12","CN","右侧","75.0","6.78","6.97","0.028","否"
"	600988","2023-10-12","CN","左侧","70.0","14.31","15.15","0.0587","否"
"	600660","2023-10-13","CN","右侧","75.0","39.0","39.85","0.0218","否"
"	603228","2023-10-13","CN","右侧","100.0","22.47","23.45","0.0436","否"
"	600353","2023-10-13","CN","左侧","70.0","7.99","8.85","0.1076","是"
"	002969","2023-10-16","CN","右侧","85.0","4.05","4.23","0.0444","否"
"	603068","2023-10-17","CN","左侧","70.0","28.31","30.54","0.0788","否"
"	600285","2023-10-18","CN","左侧","70.0","16.76","17.04","0.0167","否"
"	603859","2023-10-18","CN","左侧","70.0","39.17","42.29","0.0797","否"
"	002156","2023-10-19","CN","右侧","85.0","19.68","22.23","0.1296","是"
"	002415","2023-10-20","CN","左侧","75.0","33.6","37.75","0.1235","是"
"	002294","2023-10-20","CN","左侧","70.0","28.24","33.82","0.1976","是"
"	603707","2023-10-20","CN","左侧","70.0","11.96","13.88","0.1605","是"
"	002431","2023-10-25","CN","右侧","85.0","2.52","2.59","0.0278","否"
"	002171","2023-10-26","CN","右侧","85.0","7.1","7.72","0.0873","否"
"	603520","2023-10-26","CN","左侧","90.0","14.48","16.49","0.1388","是"
"	002100","2023-10-26","CN","右侧","85.0","7.02","7.76","0.1054","是"
"	603337","2023-10-27","CN","右侧","75.0","21.18","21.93","0.0354","否"
"	000601","2023-10-30","CN","右侧","90.0","4.29","4.56","0.0629","否"
"	002709","2023-10-30","CN","右侧","75.0","28.06","28.98","0.0328","否"
"	002078","2023-10-30","CN","右侧","85.0","12.42","12.5","0.0064","否"
"	002956","2023-10-30","CN","右侧","85.0","14.2","15.14","0.0662","否"
"	600584","2023-10-30","CN","右侧","85.0","30.62","32.77","0.0702","否"
"	603297","2023-10-30","CN","右侧","85.0","86.07","109.0","0.2664","是"
"	002373","2023-10-30","CN","右侧","75.0","11.86","12.75","0.075","否"
"	002402","2023-10-30","CN","右侧","75.0","14.13","14.6","0.0333","否"
"	000735","2023-10-31","CN","右侧","85.0","5.73","5.99","0.0454","否"
"	603067","2023-10-31","CN","右侧","75.0","10.21","10.69","0.047","否"
"	002135","2023-11-01","CN","左侧","70.0","5.7","6.1","0.0702","否"
"	002131","2023-11-02","CN","右侧","100.0","2.28","2.48","0.0877","否"
"	000070","2023-11-02","CN","左侧","70.0","8.39","10.37","0.236","是"
"	002385","2023-11-02","CN","左侧","70.0","6.82","7.45","0.0924","否"
"	600570","2023-11-06","CN","右侧","75.0","32.46","34.34","0.0579","否"
"	002624","2023-11-06","CN","右侧","85.0","13.17","14.09","0.0699","否"
"	002309","2023-11-08","CN","左侧","75.0","3.51","3.51","0.0","否"
"	002959","2023-11-09","CN","左侧","75.0","54.85","58.36","0.064","否"
"	002271","2023-11-09","CN","左侧","85.0","24.5","24.5","0.0","否"
"	601636","2023-11-09","CN","右侧","85.0","8.16","8.35","0.0233","否"
"	300750","2023-11-09","CN","左侧","70.0","189.0","192.2","0.0169","否"
"	603918","2023-11-09","CN","右侧","100.0","21.5","23.8","0.107","是"
"	002050","2023-11-10","CN","左侧","90.0","27.7","29.69","0.0718","否"
"	601888","2023-11-10","CN","左侧","90.0","95.18","97.22","0.0214","否"
"	603527","2023-11-10","CN","左侧","90.0","10.54","13.16","0.2486","是"
"	603486","2023-11-10","CN","左侧","75.0","46.25","47.06","0.0175","否"
"	002413","2023-11-10","CN","左侧","70.0","5.93","6.88","0.1602","是"
"	000547","2023-11-13","CN","右侧","90.0","8.8","10.04","0.1409","是"
"	603933","2023-11-13","CN","右侧","90.0","16.87","17.85","0.0581","否"
"	603256","2023-11-14","CN","右侧","90.0","8.89","9.02","0.0146","否"
"	600838","2023-11-14","CN","左侧","70.0","7.55","8.92","0.1815","是"
"	603519","2023-11-14","CN","左侧","70.0","13.17","14.07","0.0683","否"
"	002310","2023-11-15","CN","左侧","70.0","2.24","2.3","0.0268","否"
"	002728","2023-11-17","CN","左侧","70.0","17.1","24.48","0.4316","是"
"	601615","2023-11-17","CN","左侧","70.0","14.43","14.67","0.0166","否"
"	002364","2023-11-20","CN","左侧","70.0","8.16","8.26","0.0123","否"
"	601869","2023-11-20","CN","右侧","85.0","31.01","31.12","0.0035","否"
"	000767","2023-11-22","CN","左侧","70.0","3.06","3.12","0.0196","否"
"	002415","2023-11-22","CN","左侧","70.0","35.55","36.35","0.0225","否"
"	603759","2023-11-22","CN","左侧","75.0","8.67","8.74","0.0081","否"
"	600703","2023-11-23","CN","左侧","75.0","14.31","14.41","0.007","否"
"	300223","2023-11-23","CN","左侧","70.0","70.68","70.68","0.0","否"
"	300699","2023-11-23","CN","左侧","70.0","25.78","25.8","0.0008","否"
"	600176","2023-11-24","CN","左侧","70.0","11.35","11.39","0.0035","否"
"	002241","2023-11-24","CN","左侧","90.0","18.08","19.45","0.0758","否"
"	601231","2023-11-24","CN","左侧","75.0","14.75","15.06","0.021","否"
"	601868","2023-11-24","CN","左侧","75.0","2.17","2.17","0.0","否"
"	600343","2023-11-24","CN","左侧","70.0","10.26","10.69","0.0419","否"
"	600999","2023-11-24","CN","左侧","70.0","14.2","14.29","0.0063","否"
"	603738","2023-11-27","CN","右侧","75.0","17.65","18.04","0.0221","否"
"	002518","2023-11-27","CN","左侧","90.0","25.95","27.8","0.0713","否"
"	300398","2023-11-27","CN","左侧","90.0","17.78","18.5","0.0405","否"
"	600436","2023-11-27","CN","左侧","75.0","252.0","255.0","0.0119","否"
"	603380","2023-11-27","CN","左侧","70.0","24.27","25.94","0.0688","否"
"	301008","2023-11-28","CN","右侧","75.0","31.06","33.58","0.0811","否"
"	600089","2023-11-28","CN","右侧","75.0","14.05","14.17","0.0085","否"
"	603337","2023-11-28","CN","右侧","85.0","21.64","21.83","0.0088","否"
"	688777","2023-11-28","CN","右侧","75.0","43.66","48.44","0.1095","是"
"	600105","2023-11-29","CN","左侧","70.0","5.85","6.02","0.0291","否"
"	600307","2023-11-29","CN","左侧","90.0","1.56","1.59","0.0192","否"
"	600900","2023-11-30","CN","右侧","75.0","22.88","23.79","0.0398","否"
"	000709","2023-11-30","CN","左侧","75.0","2.17","2.2","0.0138","否"
"	300048","2023-12-01","CN","右侧","90.0","5.3","5.3","0.0","否"
"	603228","2023-12-01","CN","左侧","75.0","22.61","22.93","0.0142","否"
"	600619","2023-12-01","CN","左侧","70.0","7.61","7.71","0.0131","否"
"	002135","2023-12-04","CN","左侧","70.0","5.74","5.88","0.0244","否"
"	600353","2023-12-05","CN","左侧","70.0","8.7","9.62","0.1057","是"
"	603067","2023-12-05","CN","左侧","70.0","10.13","10.43","0.0296","否"
"	000670","2023-12-06","CN","左侧","90.0","6.85","7.96","0.162","是"
"	002173","2023-12-06","CN","左侧","70.0","9.47","9.87","0.0422","否"
"	003007","2023-12-06","CN","左侧","70.0","30.95","36.08","0.1658","是"
"	603297","2023-12-06","CN","左侧","70.0","92.92","103.19","0.1105","是"
"	605006","2023-12-06","CN","右侧","75.0","7.15","7.7","0.0769","否"
"	000977","2023-12-07","CN","左侧","70.0","34.21","37.13","0.0854","否"
"	002385","2023-12-07","CN","左侧","70.0","7.1","7.13","0.0042","否"
"	002519","2023-12-07","CN","左侧","70.0","6.06","6.32","0.0429","否"
"	603019","2023-12-08","CN","右侧","85.0","40.85","43.0","0.0526","否"
"	688498","2023-12-08","CN","右侧","85.0","176.4","187.37","0.0622","否"
"	002940","2023-12-08","CN","左侧","70.0","21.07","22.04","0.046","否"
"	600988","2023-12-08","CN","左侧","70.0","14.1","14.95","0.0603","否"
"	603068","2023-12-08","CN","左侧","70.0","29.7","30.56","0.029","否"
"	002625","2023-12-11","CN","右侧","85.0","14.99","15.02","0.002","否"
"	002624","2023-12-11","CN","右侧","90.0","13.75","14.28","0.0385","否"
"	002078","2023-12-11","CN","右侧","75.0","11.95","12.63","0.0569","否"
"	603527","2023-12-13","CN","左侧","90.0","10.74","10.94","0.0186","否"
"	002265","2023-12-13","CN","右侧","75.0","13.0","13.44","0.0338","否"
"	002373","2023-12-14","CN","左侧","70.0","12.19","12.24","0.0041","否"
"	002156","2023-12-18","CN","左侧","70.0","22.47","23.5","0.0458","否"
"	688114","2023-12-18","CN","左侧","70.0","86.8","88.24","0.0166","否"
"	002320","2023-12-19","CN","右侧","90.0","5.97","6.07","0.0168","否"
"	002230","2023-12-19","CN","左侧","75.0","48.14","48.25","0.0023","否"
"	002402","2023-12-19","CN","左侧","70.0","14.05","14.54","0.0349","否"
"	600550","2023-12-20","CN","左侧","90.0","4.65","4.99","0.0731","否"
"	000735","2023-12-20","CN","左侧","75.0","5.82","5.94","0.0206","否"
"	600660","2023-12-22","CN","左侧","75.0","37.5","39.68","0.0581","否"
"	603707","2023-12-25","CN","左侧","70.0","14.98","15.34","0.024","否"
"	603380","2023-12-26","CN","右侧","100.0","25.46","26.13","0.0263","否"
"	601975","2023-12-26","CN","右侧","90.0","2.85","3.35","0.1754","是"
"	600893","2023-12-26","CN","右侧","85.0","36.19","37.75","0.0431","否"
"	603759","2023-12-26","CN","右侧","85.0","8.46","8.63","0.0201","否"
"	002371","2023-12-27","CN","右侧","75.0","237.88","256.78","0.0795","否"
"	600875","2023-12-28","CN","右侧","90.0","14.43","15.05","0.043","否"
"	002506","2023-12-29","CN","右侧","85.0","2.73","2.87","0.0513","否"
"	002959","2023-12-29","CN","右侧","75.0","52.02","54.08","0.0396","否"
"	002431","2023-12-29","CN","右侧","85.0","2.55","2.64","0.0353","否"
"	002050","2023-12-29","CN","右侧","75.0","29.4","29.4","0.0","否"
"	601231","2023-12-29","CN","右侧","75.0","15.08","15.15","0.0046","否"
"	000558","2023-12-29","CN","左侧","70.0","2.93","3.6","0.2287","是"
"	600105","2024-01-02","CN","右侧","85.0","5.7","5.74","0.007","否"
"	603738","2024-01-02","CN","左侧","75.0","16.23","16.49","0.016","否"
"	002969","2024-01-02","CN","右侧","90.0","4.2","4.62","0.1","否"
"	601609","2024-01-02","CN","右侧","90.0","6.86","6.9","0.0058","否"
"	300048","2024-01-02","CN","右侧","85.0","5.04","5.07","0.006","否"
"	601330","2024-01-02","CN","右侧","85.0","6.81","7.01","0.0294","否"
"	603519","2024-01-02","CN","右侧","85.0","13.32","13.65","0.0248","否"
"	000767","2024-01-03","CN","右侧","90.0","3.06","3.07","0.0033","否"
"	600343","2024-01-03","CN","右侧","85.0","10.53","11.23","0.0665","否"
"	603103","2024-01-03","CN","左侧","70.0","17.77","18.31","0.0304","否"
"	002611","2024-01-05","CN","左侧","90.0","4.85","5.79","0.1938","是"
"	600000","2024-01-05","CN","右侧","90.0","6.68","6.97","0.0434","否"
"	603800","2024-01-05","CN","左侧","75.0","25.58","27.38","0.0704","否"
"	605006","2024-01-05","CN","左侧","70.0","6.92","6.98","0.0087","否"
"	002518","2024-01-08","CN","左侧","90.0","24.8","27.66","0.1153","是"
"	301008","2024-01-10","CN","左侧","75.0","29.29","30.07","0.0266","否"
"	002335","2024-01-11","CN","右侧","75.0","26.76","27.2","0.0164","否"
"	601778","2024-01-11","CN","右侧","90.0","3.59","3.65","0.0167","否"
"	002100","2024-01-12","CN","右侧","75.0","8.72","8.79","0.008","否"
"	603599","2024-01-15","CN","左侧","90.0","14.7","15.05","0.0238","否"
"	601868","2024-01-15","CN","左侧","75.0","2.07","2.22","0.0725","否"
"	000001","2024-01-16","CN","右侧","90.0","9.33","10.8","0.1576","是"
"	300169","2024-01-16","CN","右侧","90.0","7.32","8.55","0.168","是"
"	002956","2024-01-17","CN","右侧","90.0","14.35","14.35","0.0","否"
"	002156","2024-01-19","CN","右侧","85.0","22.4","23.04","0.0286","否"
"	601138","2024-01-22","CN","右侧","100.0","14.05","19.44","0.3836","是"
"	000070","2024-01-22","CN","右侧","85.0","7.84","12.75","0.6263","是"
"	000977","2024-01-23","CN","右侧","75.0","31.98","39.48","0.2345","是"
"	601888","2024-01-25","CN","右侧","90.0","86.18","89.68","0.0406","否"
"	600528","2024-01-25","CN","右侧","85.0","7.64","8.11","0.0615","否"
"	603918","2024-01-25","CN","右侧","85.0","18.83","18.83","0.0","否"
"	600376","2024-01-26","CN","右侧","75.0","3.13","3.15","0.0064","否"
"	000537","2024-01-26","CN","右侧","75.0","9.84","10.42","0.0589","否"
"	600838","2024-01-26","CN","右侧","75.0","8.04","8.14","0.0124","否"
"	600285","2024-01-29","CN","右侧","75.0","17.7","21.66","0.2237","是"
"	002320","2024-01-29","CN","右侧","85.0","5.98","6.65","0.112","是"
"	601669","2024-01-30","CN","右侧","90.0","5.05","5.23","0.0356","否"
"	002173","2024-02-01","CN","右侧","85.0","9.07","10.27","0.1323","是"
"	002230","2024-02-01","CN","右侧","85.0","40.88","54.34","0.3293","是"
"	600998","2024-02-05","CN","右侧","85.0","7.18","8.95","0.2465","是"
"	600999","2024-02-05","CN","右侧","90.0","13.4","14.36","0.0716","否"
"	300750","2024-02-05","CN","右侧","75.0","151.19","186.43","0.2331","是"
"	002078","2024-02-06","CN","右侧","85.0","12.62","14.32","0.1347","是"
"	000709","2024-02-06","CN","右侧","75.0","2.13","2.27","0.0657","否"
"	601179","2024-02-06","CN","右侧","75.0","5.24","5.85","0.1164","是"
"	688777","2024-02-06","CN","右侧","75.0","39.47","49.98","0.2663","是"
"	688114","2024-02-07","CN","右侧","85.0","79.13","82.78","0.0461","否"
"	002557","2024-02-08","CN","右侧","90.0","34.61","35.5","0.0257","否"
"	600875","2024-02-08","CN","右侧","90.0","14.81","16.7","0.1276","是"
"	300699","2024-02-08","CN","右侧","100.0","26.8","30.95","0.1549","是"
"	000997","2024-02-08","CN","右侧","85.0","18.75","19.72","0.0517","否"
"	601231","2024-02-08","CN","右侧","85.0","14.4","15.0","0.0417","否"
"	000938","2024-02-19","CN","右侧","75.0","17.54","26.52","0.512","是"
"	601869","2024-02-19","CN","右侧","75.0","25.83","29.04","0.1243","是"
