"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标","入场日期","止损阈值","手续费bps","滑点bps","出场价格","出场日期","出场原因","持有K线数","入场成交价","出场成交价","单笔收益率"
"	603667","2025-07-16","CN","右侧","90.0","35.43","41.0","0.1572","是","2025-07-17","0.1","0.0","0.0","38.973","2025-08-05","take_profit","14","35.43","38.973","0.1"
"	603667","2025-09-03","CN","右侧","75.0","39.4","52.5","0.3325","是","2025-09-04","0.1","0.0","0.0","43.34","2025-09-12","take_profit","7","39.4","43.34","0.1"
"	603667","2025-10-14","CN","左侧","70.0","42.53","49.36","0.1606","是","2025-10-15","0.1","0.0","0.0","46.783","2025-10-31","take_profit","13","42.53","46.783","0.1"
"	603667","2025-11-20","CN","左侧","70.0","41.0","57.57","0.4041","是","2025-11-21","0.1","0.0","0.0","45.1","2025-11-28","take_profit","6","41.0","45.1","0.1"
