code,date,market,buy_type,score_total,entry_close,max_high_20d,max_gain_20d,hit
000983,2026-01-05,CN,得分买入,20.0,6.52,7.54,0.1564,True
000983,2026-01-06,CN,得分买入,60.0,6.59,7.54,0.1442,True
000983,2026-01-07,CN,得分买入,45.0,7.06,7.54,0.068,False
000983,2026-01-08,CN,得分买入,60.0,7.16,7.54,0.0531,False
000983,2026-01-09,CN,得分买入,50.0,6.99,7.54,0.0787,False
000983,2026-01-12,CN,得分买入,50.0,7.06,7.54,0.068,False
000983,2026-01-13,CN,得分买入,30.0,6.95,7.54,0.0849,False
000983,2026-01-14,CN,得分买入,30.0,6.91,7.54,0.0912,False
000983,2026-01-15,CN,得分买入,35.0,6.83,7.54,0.104,True
000983,2026-01-16,CN,得分买入,70.0,6.72,7.54,0.122,True
000983,2026-01-19,CN,得分买入,35.0,6.78,7.54,0.1121,True
000983,2026-01-20,CN,得分买入,30.0,6.94,7.54,0.0865,False
000983,2026-01-21,CN,得分买入,30.0,6.83,7.54,0.104,True
000983,2026-01-22,CN,得分买入,30.0,6.89,7.54,0.0943,False
000983,2026-01-23,CN,得分买入,30.0,6.9,7.54,0.0928,False
000983,2026-01-26,CN,得分买入,30.0,6.98,7.7,0.1032,True
000983,2026-01-28,CN,得分买入,45.0,7.17,7.7,0.0739,False
000983,2026-01-29,CN,得分买入,35.0,7.24,7.7,0.0635,False
000983,2026-01-30,CN,得分买入,50.0,7.31,7.7,0.0534,False
000983,2026-02-02,CN,得分买入,50.0,6.68,7.7,0.1527,True
000983,2026-02-04,CN,得分买入,85.0,7.36,7.7,0.0462,False
000983,2026-02-05,CN,得分买入,55.0,7.08,7.7,0.0876,False
000983,2026-02-06,CN,得分买入,40.0,7.02,7.7,0.0969,False
000983,2026-02-09,CN,得分买入,40.0,6.9,7.7,0.1159,True
000983,2026-02-10,CN,得分买入,55.0,6.96,7.7,0.1063,True
000983,2026-02-11,CN,得分买入,15.0,7.05,7.7,0.0922,False
000983,2026-02-12,CN,得分买入,30.0,7.03,7.7,0.0953,False
000983,2026-02-13,CN,得分买入,70.0,6.98,7.7,0.1032,True
000983,2026-02-24,CN,得分买入,30.0,7.17,7.7,0.0739,False
000983,2026-02-25,CN,得分买入,30.0,7.2,7.7,0.0694,False
000983,2026-02-26,CN,得分买入,30.0,7.15,7.7,0.0769,False
000983,2026-02-27,CN,得分买入,30.0,7.34,7.7,0.049,False
000983,2026-03-02,CN,得分买入,30.0,7.4,7.7,0.0405,False
000983,2026-03-03,CN,得分买入,60.0,7.56,7.62,0.0079,False
000983,2026-03-04,CN,得分买入,30.0,7.43,7.62,0.0256,False
000983,2026-03-05,CN,得分买入,70.0,7.25,7.62,0.051,False
000983,2026-03-06,CN,得分买入,30.0,7.2,7.62,0.0583,False
000983,2026-03-09,CN,得分买入,50.0,7.36,7.62,0.0353,False
000983,2026-03-11,CN,得分买入,15.0,7.23,7.62,0.0539,False
000983,2026-03-12,CN,得分买入,35.0,7.47,7.62,0.0201,False
000983,2026-03-13,CN,得分买入,30.0,7.45,7.59,0.0188,False
000983,2026-03-16,CN,得分买入,30.0,7.3,7.59,0.0397,False
000983,2026-03-18,CN,得分买入,70.0,6.92,7.59,0.0968,False
000983,2026-03-19,CN,得分买入,15.0,6.92,7.59,0.0968,False
000983,2026-03-20,CN,得分买入,15.0,6.9,7.59,0.1,False
000983,2026-03-23,CN,得分买入,45.0,7.55,7.58,0.004,False
000983,2026-03-24,CN,得分买入,75.0,7.35,7.23,-0.0163,False
000983,2026-03-25,CN,得分买入,40.0,7.13,7.22,0.0126,False
000983,2026-03-26,CN,得分买入,60.0,7.08,7.22,0.0198,False
000983,2026-03-27,CN,得分买入,35.0,7.05,7.22,0.0241,False
000983,2026-03-30,CN,得分买入,20.0,6.99,6.94,-0.0072,False
000983,2026-03-31,CN,得分买入,30.0,6.68,6.74,0.009,False
000983,2026-04-01,CN,得分买入,45.0,6.63,6.74,0.0166,False
000983,2026-04-02,CN,得分买入,60.0,6.67,6.67,0.0,False
