code,date,market,buy_type,score_total,entry_close,max_high_20d,max_gain_20d,hit
003035,2026-02-04,CN,右侧,60.0,7.6,11.0,0.4474,True
600176,2026-02-04,CN,右侧,50.0,21.93,28.89,0.3174,True
603979,2026-02-04,CN,左侧,35.0,75.33,79.49,0.0552,False
300048,2026-02-05,CN,左侧,75.0,6.96,8.88,0.2759,True
003035,2026-02-05,CN,右侧,50.0,6.97,11.0,0.5782,True
601998,2026-02-06,CN,左侧,90.0,7.45,7.65,0.0268,False
600563,2026-02-09,CN,左侧,55.0,105.58,126.5,0.1981,True
601628,2026-02-10,CN,左侧,55.0,49.17,49.66,0.01,False
601998,2026-02-10,CN,左侧,90.0,7.57,8.0,0.0568,False
601628,2026-02-11,CN,左侧,70.0,48.77,48.9,0.0027,False
601998,2026-02-11,CN,左侧,70.0,7.63,8.04,0.0537,False
603979,2026-02-12,CN,左侧,70.0,75.88,79.49,0.0476,False
600176,2026-02-12,CN,右侧,60.0,27.48,28.89,0.0513,False
601628,2026-02-13,CN,左侧,70.0,47.39,47.77,0.008,False
300048,2026-02-13,CN,左侧,55.0,6.92,8.88,0.2832,True
688629,2026-02-13,CN,右侧,45.0,115.56,137.36,0.1886,True
300048,2026-02-24,CN,左侧,75.0,7.06,8.88,0.2578,True
603979,2026-02-24,CN,左侧,70.0,75.24,79.49,0.0565,False
688629,2026-02-24,CN,右侧,50.0,107.92,137.36,0.2728,True
600176,2026-02-25,CN,右侧,50.0,27.62,28.89,0.046,False
688629,2026-02-25,CN,右侧,50.0,109.55,137.36,0.2539,True
688629,2026-02-26,CN,右侧,60.0,125.61,137.36,0.0935,False
688629,2026-02-27,CN,右侧,60.0,128.0,137.36,0.0731,False
002028,2026-02-27,CN,右侧,50.0,214.43,239.12,0.1151,True
003035,2026-03-02,CN,右侧,60.0,8.33,11.0,0.3205,True
300048,2026-03-02,CN,右侧,60.0,8.32,8.5,0.0216,False
600938,2026-03-02,CN,右侧,60.0,39.46,44.54,0.1287,True
688629,2026-03-02,CN,右侧,50.0,128.48,129.07,0.0046,False
300048,2026-03-03,CN,右侧,60.0,7.79,8.4,0.0783,False
600938,2026-03-03,CN,右侧,60.0,43.41,44.54,0.026,False
688629,2026-03-03,CN,右侧,50.0,116.94,124.2,0.0621,False
600938,2026-03-04,CN,右侧,60.0,42.85,44.54,0.0394,False
600938,2026-03-05,CN,右侧,50.0,41.6,44.54,0.0707,False
600938,2026-03-09,CN,右侧,60.0,43.36,43.66,0.0069,False
601567,2026-03-09,CN,右侧,60.0,32.35,33.66,0.0405,False
300048,2026-03-09,CN,右侧,50.0,8.16,8.4,0.0294,False
601567,2026-03-10,CN,右侧,60.0,32.86,33.66,0.0243,False
600938,2026-03-10,CN,右侧,50.0,40.98,43.66,0.0654,False
601567,2026-03-11,CN,右侧,60.0,32.39,32.68,0.009,False
002519,2026-03-12,CN,左侧,70.0,8.63,8.95,0.0371,False
600563,2026-03-19,CN,右侧,50.0,122.96,143.03,0.1632,True
601998,2026-03-20,CN,右侧,50.0,7.97,8.48,0.064,False
600563,2026-03-20,CN,右侧,50.0,124.6,143.03,0.1479,True
601998,2026-03-23,CN,右侧,50.0,7.88,8.48,0.0761,False
600563,2026-03-23,CN,右侧,50.0,120.03,143.03,0.1916,True
601998,2026-03-24,CN,右侧,50.0,8.18,8.48,0.0367,False
600563,2026-03-24,CN,右侧,50.0,127.18,143.03,0.1246,True
600563,2026-03-25,CN,右侧,60.0,136.77,143.03,0.0458,False
600563,2026-03-27,CN,右侧,50.0,142.68,138.78,-0.0273,False
600563,2026-03-30,CN,右侧,50.0,132.5,132.88,0.0029,False
600563,2026-03-31,CN,右侧,50.0,124.91,132.88,0.0638,False
