股票代码,股票名称,信号强度,买点类型,当前价格,Δ (20日位移),F (下跌天),Z (上涨天),d (20日均价),Δ/d (位移/均价),Δ/d₂₀,Δ/d₁,F/Z,当前涨跌幅,得分明细
⁠000997,新 大 陆,30.0%,,22.51,-4.2300,11,9,24.59,-17.20%,-18.79%,-15.82%,1.22,-2.22%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002025,航天电器,30.0%,,54.90,3.0500,9,11,52.81,5.78%,5.56%,5.88%,0.82,-8.44%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002050,三花智控,30.0%,,47.30,-3.8200,10,10,50.04,-7.63%,-8.08%,-7.47%,1.00,-3.03%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002173,创新医疗,30.0%,,31.71,4.1500,10,10,29.46,14.09%,13.09%,15.06%,1.00,6.59%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002202,金风科技,30.0%,,31.43,5.9200,6,13,27.54,21.49%,18.84%,23.21%,0.46,0.45%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002230,科大讯飞,30.0%,,51.80,-3.0100,11,9,54.60,-5.51%,-5.81%,-5.49%,1.22,-1.67%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002241,歌尔股份,30.0%,,25.19,-0.9900,10,10,25.93,-3.82%,-3.93%,-3.78%,1.00,-0.63%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002335,科华数据,30.0%,,64.06,6.5600,8,11,61.54,10.66%,10.24%,11.41%,0.73,-6.30%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002364,中恒电气,30.0%,,32.86,3.2500,9,10,33.88,9.59%,9.89%,10.98%,0.90,-5.11%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002413,雷科防务,30.0%,,13.84,-1.5300,11,8,15.10,-10.13%,-11.05%,-9.95%,1.38,-4.09%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002415,海康威视,30.0%,,31.94,-0.7000,10,10,31.71,-2.21%,-2.19%,-2.14%,1.00,0.06%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量15.0(推力0.0+支撑15.0+攻击0.0)
⁠002518,科士达,30.0%,,53.69,1.8900,11,9,55.23,3.42%,3.52%,3.65%,1.22,-2.17%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002549,凯美特气,30.0%,,19.98,-0.6000,11,8,20.86,-2.88%,-3.00%,-2.92%,1.38,-4.08%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002603,以岭药业,30.0%,,16.92,-1.1600,10,9,17.23,-6.73%,-6.86%,-6.42%,1.11,-0.18%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002611,东方精工,30.0%,,16.92,-0.8400,9,11,17.45,-4.81%,-4.96%,-4.73%,0.82,-2.31%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002624,完美世界,30.0%,,19.25,-0.3200,9,11,20.89,-1.53%,-1.66%,-1.64%,0.82,-5.82%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002625,光启技术,30.0%,,43.36,-2.4300,11,9,46.34,-5.24%,-5.60%,-5.31%,1.22,-0.39%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002709,天赐材料,30.0%,,48.77,6.9900,9,11,43.21,16.18%,14.33%,16.73%,0.82,0.29%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002759,天际股份,30.0%,,36.79,-3.5000,10,10,37.67,-9.29%,-9.51%,-8.69%,1.00,2.97%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠301008,宏昌科技,30.0%,,31.35,-3.2300,11,8,34.06,-9.48%,-10.30%,-9.34%,1.38,-1.91%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600089,特变电工,30.0%,,30.32,2.7700,11,9,30.19,9.18%,9.14%,10.05%,1.22,-1.69%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠600105,永鼎股份,30.0%,,27.61,1.5300,7,13,27.90,5.48%,5.54%,5.87%,0.54,0.95%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600353,旭光电子,30.0%,,16.00,-2.2200,11,9,18.30,-12.13%,-13.88%,-12.18%,1.22,-2.32%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600498,烽火通信,30.0%,,52.36,11.1100,10,10,49.73,22.34%,21.22%,26.93%,1.00,-5.66%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠600584,长电科技,30.0%,,45.48,1.4200,10,10,46.68,3.04%,3.12%,3.22%,1.00,-0.55%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600619,海立股份,30.0%,,17.88,-0.4300,11,8,18.28,-2.35%,-2.40%,-2.35%,1.38,-0.11%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600660,福耀玻璃,30.0%,,59.51,-1.0900,11,9,59.96,-1.82%,-1.83%,-1.80%,1.22,-0.65%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600875,东方电气,30.0%,,38.40,12.2500,10,10,36.35,33.70%,31.90%,46.85%,1.00,-5.11%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠601138,工业富联,30.0%,,52.49,-1.9100,11,9,54.87,-3.48%,-3.64%,-3.51%,1.22,-0.10%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠601179,中国西电,30.0%,,17.65,2.9700,8,12,16.61,17.88%,16.83%,20.23%,0.67,-5.31%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠601609,金田股份,30.0%,,10.53,-0.5900,10,9,11.29,-5.23%,-5.60%,-5.31%,1.11,-2.50%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠601615,明阳智能,30.0%,,22.15,-2.0500,10,10,22.15,-9.25%,-9.26%,-8.47%,1.00,0.54%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠601669,中国电建,30.0%,,7.19,1.6700,8,12,5.82,28.70%,23.23%,30.25%,0.67,9.94%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠601868,中国能建,30.0%,,3.74,1.3400,5,14,2.73,49.08%,35.83%,55.83%,0.36,-1.58%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠603297,永新光学,30.0%,,115.88,7.1700,11,9,119.66,5.99%,6.19%,6.60%,1.22,-2.37%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603496,恒为科技,30.0%,,29.40,1.6200,9,11,30.31,5.34%,5.51%,5.83%,0.82,-4.11%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603601,再升科技,30.0%,,11.61,-0.2300,9,10,11.97,-1.92%,-1.98%,-1.94%,0.90,-6.97%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603667,五洲新春,30.0%,,72.19,-13.4600,11,9,79.63,-16.90%,-18.65%,-15.72%,1.22,-5.19%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603738,泰晶科技,30.0%,,23.01,7.1900,5,14,20.45,35.16%,31.25%,45.45%,0.36,-0.17%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠603918,金桥信息,30.0%,,14.50,-1.6500,11,9,15.54,-10.62%,-11.38%,-10.22%,1.22,-2.03%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603933,睿能科技,30.0%,,21.52,-1.7600,10,9,22.69,-7.76%,-8.18%,-7.56%,1.11,-1.33%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠00700,腾讯控股,20.0%,,546.50,-80.0000,13,7,601.35,-13.30%,-15.41%,-13.36%,1.86,-1.00%,总分20.0 蓄势20.0(引力20.0+平衡0.0+量缩0.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠02565,派格生物医药－Ｂ,0.0%,,53.70,-16.9500,11,9,64.66,-26.22%,-31.56%,-23.99%,1.22,0.47%,总分0.0 蓄势0.0(引力0.0+平衡0.0+量缩0.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
