股票代码,股票名称,信号强度,买点类型,当前价格,Δ (20日位移),F (下跌天),Z (上涨天),d (20日均价),Δ/d (位移/均价),Δ/d₂₀,Δ/d₁,F/Z,当前涨跌幅,得分明细
⁠000558,天府文旅,30.0%,,4.70,-0.8700,11,8,4.93,-17.64%,-18.51%,-15.62%,1.38,-1.05%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠000709,河钢股份,30.0%,,2.50,0.0400,9,10,2.56,1.57%,1.60%,1.63%,0.90,-1.96%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力40.0+支撑-10.0+攻击0.0)
⁠000721,西安饮食,30.0%,,8.25,-0.8700,11,9,8.54,-10.18%,-10.55%,-9.54%,1.22,-1.08%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠000905,厦门港务,30.0%,,11.42,-0.9300,11,9,12.43,-7.48%,-8.14%,-7.53%,1.22,-0.44%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002171,楚江新材,30.0%,,11.88,-0.9400,9,10,12.85,-7.31%,-7.91%,-7.33%,0.90,-0.34%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002230,科大讯飞,30.0%,,51.58,-5.2800,11,9,54.22,-9.74%,-10.24%,-9.29%,1.22,0.80%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002364,中恒电气,30.0%,,31.23,-0.7200,10,9,34.02,-2.12%,-2.31%,-2.25%,1.11,2.90%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002709,天赐材料,30.0%,,44.33,3.4200,10,10,43.66,7.83%,7.71%,8.36%,1.00,-2.74%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠300223,北京君正,30.0%,,130.63,8.4400,11,9,125.80,6.71%,6.46%,6.91%,1.22,5.04%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量15.0(推力0.0+支撑15.0+攻击0.0)
⁠300699,光威复材,30.0%,,37.00,-2.0000,8,12,38.79,-5.16%,-5.41%,-5.13%,0.67,-4.17%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠300705,九典制药,30.0%,,14.83,-0.6700,9,11,15.10,-4.44%,-4.52%,-4.32%,0.82,0.88%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠300750,宁德时代,30.0%,,402.02,37.0500,9,11,367.40,10.08%,9.22%,10.15%,0.82,-0.74%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠600105,永鼎股份,30.0%,,27.49,-1.0900,8,12,27.99,-3.89%,-3.97%,-3.81%,0.67,1.55%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600307,酒钢宏兴,30.0%,,2.42,0.5800,9,10,1.93,29.98%,23.97%,31.52%,0.90,10.00%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠600525,ST长园,30.0%,,5.57,0.9400,9,11,5.27,17.84%,16.88%,20.30%,0.82,0.72%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠600570,恒生电子,30.0%,,27.52,-3.3300,11,9,28.76,-11.58%,-12.10%,-10.79%,1.22,-0.14%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠600838,上海九百,30.0%,,11.11,-0.3800,10,9,10.97,-3.46%,-3.42%,-3.31%,1.11,0.27%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量15.0(推力0.0+支撑15.0+攻击0.0)
⁠600966,博汇纸业,30.0%,,8.16,0.5400,10,10,8.21,6.58%,6.62%,7.09%,1.00,0.37%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠601636,旗滨集团,30.0%,,6.46,-0.7400,11,8,7.09,-10.44%,-11.46%,-10.28%,1.38,-1.67%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603933,睿能科技,30.0%,,21.88,-1.7100,11,8,22.54,-7.59%,-7.82%,-7.25%,1.38,2.39%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠688066,航天宏图,30.0%,,22.87,-1.8500,10,10,24.15,-7.66%,-8.09%,-7.48%,1.00,4.05%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠688256,寒武纪,30.0%,,1066.00,-34.9000,10,9,1120.10,-3.12%,-3.27%,-3.17%,1.11,-1.29%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠688498,源杰科技,30.0%,,889.00,119.0100,10,10,833.97,14.27%,13.39%,15.46%,1.00,7.08%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠688795,摩尔线程,30.0%,,562.50,-10.5000,9,11,574.38,-1.83%,-1.87%,-1.83%,0.82,0.58%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠688981,中芯国际,30.0%,,106.60,-9.6000,11,9,110.85,-8.66%,-9.01%,-8.26%,1.22,0.55%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠00700,腾讯控股,70.0%,,550.50,15.0000,12,8,529.67,2.83%,2.72%,2.80%,1.50,0.09%,总分70.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量70.0(推力40.0+支撑30.0+攻击0.0)
⁠00981,中芯国际,60.0%,,61.70,-8.3000,15,5,65.30,-12.71%,-13.45%,-11.86%,3.00,-0.24%,总分60.0 蓄势60.0(引力30.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠02899,紫金矿业,50.0%,,37.34,-6.1800,13,7,41.62,-14.85%,-16.55%,-14.20%,1.86,1.08%,总分50.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠03690,美团－Ｗ,50.0%,,80.30,-8.5500,12,8,79.85,-10.71%,-10.65%,-9.62%,1.50,0.38%,总分50.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量15.0(推力0.0+支撑15.0+攻击0.0)
⁠09988,阿里巴巴－Ｗ,50.0%,,137.70,-22.4000,14,6,140.54,-15.94%,-16.27%,-13.99%,2.33,2.30%,总分50.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠01810,小米集团－Ｗ,30.0%,,35.14,-1.9600,11,9,34.59,-5.67%,-5.58%,-5.28%,1.22,-0.62%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠02269,药明生物,30.0%,,35.52,-5.8800,11,9,37.81,-15.55%,-16.55%,-14.20%,1.22,1.66%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠02565,派格生物医药－Ｂ,30.0%,,56.25,-11.2500,10,10,60.20,-18.69%,-20.00%,-16.67%,1.00,0.54%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠03750,宁德时代,30.0%,,650.50,143.5000,9,11,543.91,26.38%,22.06%,28.30%,0.82,0.39%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
