股票代码,股票名称,信号强度,买点类型,当前价格,Δ (20日位移),F (下跌天),Z (上涨天),d (20日均价),Δ/d (位移/均价),Δ/d₂₀,Δ/d₁,F/Z,当前涨跌幅,得分明细
⁠600966,博汇纸业,30.0%,,8.16,,,,,,,,,0.37%,
⁠601138,工业富联,50.0%,,52.06,,,,,,,,,2.28%,
⁠601231,环旭电子,50.0%,,36.95,,,,,,,,,2.84%,
⁠601636,旗滨集团,30.0%,,6.46,,,,,,,,,-1.67%,
⁠603583,捷昌驱动,50.0%,,33.70,,,,,,,,,0.78%,
⁠603667,五洲新春,50.0%,,69.95,,,,,,,,,1.36%,
⁠603933,睿能科技,30.0%,,21.88,,,,,,,,,2.39%,
⁠688066,航天宏图,30.0%,,22.87,,,,,,,,,4.05%,
⁠688114,华大智造,50.0%,,53.50,,,,,,,,,-0.76%,
⁠688256,寒武纪-U,30.0%,,1066.00,,,,,,,,,-1.29%,
⁠688291,金橙子,50.0%,,40.88,,,,,,,,,2.66%,
⁠688498,源杰科技,30.0%,,889.00,,,,,,,,,7.08%,
⁠688795,摩尔线程-U,30.0%,,562.50,,,,,,,,,0.58%,
⁠688981,中芯国际,30.0%,,106.60,,,,,,,,,0.55%,
⁠920263,中航泰达,50.0%,,11.16,,,,,,,,,-0.98%,
⁠300251,光线传媒,60.0%,,16.40,-9.1600,15,5,19.60,-46.74%,-55.85%,-35.84%,3.00,0.80%,总分60.0 蓄势60.0(引力30.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠002715,登云股份,50.0%,,16.11,-1.3900,12,8,16.58,-8.39%,-8.63%,-7.94%,1.50,2.94%,总分50.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠603103,横店影视,50.0%,,24.05,-16.3600,13,7,27.51,-59.47%,-68.02%,-40.49%,1.86,0.92%,总分50.0 蓄势50.0(引力20.0+平衡0.0+量缩30.0) 动量-10.0(推力0.0+支撑-10.0+攻击0.0)
⁠000035,中国天楹,30.0%,,7.27,1.4200,10,10,7.13,19.93%,19.53%,24.27%,1.00,-1.49%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002100,天康生物,30.0%,,7.69,0.6100,7,13,7.29,8.37%,7.93%,8.62%,0.54,0.26%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002202,金风科技,30.0%,,31.00,5.3300,8,11,28.06,19.00%,17.19%,20.76%,0.73,8.58%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
⁠002506,协鑫集成,30.0%,,5.52,0.2600,10,9,5.23,4.97%,4.71%,4.94%,1.11,-1.95%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量15.0(推力0.0+支撑15.0+攻击0.0)
⁠600875,东方电气,30.0%,,40.17,9.0000,9,11,37.55,23.97%,22.40%,28.87%,0.82,6.83%,总分30.0 蓄势30.0(引力0.0+平衡0.0+量缩30.0) 动量30.0(推力0.0+支撑30.0+攻击0.0)
