股票代码,股票名称,日期,总分,蓄势分,平衡分,动量分,买点类型,蓄势等级,动量等级,ratio_d20,ratio_d1,volume_ratio,fz_ratio,instant_deviation,rising_days,falling_days
601868,中国能建,2026-03-04,30.0,0.0,0.0,30.0,,,,0.03149606299212601,0.032520325203252064,1.0907338296394558,0.8888888888888888,0.0884999999999998,9,8
603667,五洲新春,2026-03-04,30.0,30.0,0.0,-10.0,,,,-0.09327789327789313,-0.08531947261663274,0.5042599116512437,1.2222222222222223,-9.116500000000002,9,11
688498,源杰科技,2026-03-04,30.0,0.0,0.0,30.0,,,,0.06322260447803278,0.06748946417820585,0.8221716260848838,0.6666666666666666,91.87249999999995,12,8
000651,格力电器,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.039034968826240114,-0.03756848421601873,1.0674499084645366,1.8571428571428572,-1.3725000000000023,7,13
002050,三花智控,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.08231578947368413,-0.07605524217078383,0.8516275679636286,1.5,-3.6529999999999987,8,12
300223,北京君正,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.22916666666666666,-0.1864406779661017,1.0074270272275891,1.5,-10.20350000000002,8,12
601669,中国电建,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.02142857142857145,-0.020979020979020997,0.875264615520192,1.5,-0.002000000000000668,8,12
603583,捷昌驱动,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.10234604105571853,-0.09284384144719345,0.8724750241636454,1.8571428571428572,-2.700499999999998,7,13
688114,华大智造,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.18790496760259173,-0.15818181818181815,1.371600587524156,1.5,-9.507999999999996,8,12
688291,金橙子,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.05976708415732804,-0.0563964337549243,1.0990704989198636,1.8571428571428572,-2.066499999999998,7,13
688795,摩尔线程,2026-03-04,20.0,20.0,0.0,-10.0,,,,-0.07851661031503245,-0.07280055732484074,0.9105085782030327,1.5,-14.487999999999943,8,12
920263,中航泰达,2026-03-04,20.0,0.0,0.0,20.0,,,,-0.03975535168195715,-0.03823529411764703,2.0202758385002917,1.0,-0.08500000000000085,10,10
002171,楚江新材,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.12295719844357977,-0.1094941094941095,0.7411137353968863,1.1111111111111112,-0.27200000000000024,9,10
002271,东方雨虹,2026-03-04,15.0,15.0,0.0,-10.0,,,,0.03815028901734105,0.03966346153846154,0.7702829773745548,1.2222222222222223,-0.42299999999999827,9,11
300919,中伟新材,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.07164518574677789,-0.06685532366466221,0.7125654200461033,1.0,-1.4734999999999943,10,10
600307,酒钢宏兴,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.09729729729729714,-0.08866995073891612,0.741338891793064,1.1111111111111112,-0.0365000000000002,9,10
601138,工业富联,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.12890625,-0.11418685121107267,0.7233644738440459,1.0,-2.0685000000000073,10,10
688256,寒武纪,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.14833315429512664,-0.12917257830649062,0.6537546639990826,1.2222222222222223,-21.410500000000184,9,11
688981,中芯国际,2026-03-04,15.0,15.0,0.0,-10.0,,,,-0.20489267972631,-0.17005056398288612,0.7455422018803921,1.2222222222222223,-9.166500000000013,9,11
000558,天府文旅,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.14660831509846825,-0.12786259541984732,0.835921319840152,1.1111111111111112,-0.6489999999999991,9,10
300699,光威复材,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.11606663084363247,-0.10399614829080406,1.065100468720173,1.2222222222222223,-2.4239999999999995,9,11
300705,九典制药,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.07432897453544392,-0.06918641896220372,1.216021424085742,1.2222222222222223,-0.8304999999999989,9,11
601636,旗滨集团,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.04258443465491924,-0.04084507042253522,1.4766022635936067,0.7272727272727273,-0.4319999999999995,11,8
601899,紫金矿业,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.1143308746048471,-0.1026004728132387,0.8075838041909146,0.6666666666666666,-1.2909999999999968,12,8
603933,睿能科技,2026-03-04,0.0,0.0,0.0,-10.0,,,,-0.09826046074283028,-0.08946917808219178,0.8247682856632118,1.1111111111111112,-1.7349999999999994,9,10
